date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,24.0,1192.0,1527.0,1416.0,4159.0,1524.0,0.0,41.0,2594.0,4159.0
2015-03-01,24.0,1103.0,1678.0,1099.0,3904.0,1377.0,8.0,41.0,2479.0,3904.0
2016-03-01,24.0,1205.0,1667.0,805.0,3701.0,1340.0,86.0,48.0,2226.0,3701.0
2017-03-01,24.0,1537.0,1782.0,685.0,4027.0,1412.0,6.0,74.0,2535.0,4027.0
2018-03-01,23.0,1594.0,990.0,1093.0,3700.0,1446.0,11.0,122.0,2121.0,3700.0
2019-03-01,23.0,2095.0,1734.0,851.0,4703.0,1422.0,46.0,166.0,3070.0,4703.0
2020-03-01,22.0,2394.0,1482.0,910.0,4808.0,1624.0,12.0,244.0,2927.0,4808.0
2021-03-01,21.0,2598.0,1240.0,774.0,4634.0,1599.0,14.0,249.0,2772.0,4634.0
2022-03-01,20.0,2749.0,1211.0,512.0,4492.0,1634.0,204.0,173.0,2482.0,4492.0
2023-03-01,20.0,2875.0,1880.0,653.0,5429.0,2599.0,24.0,263.0,2543.0,5429.0
2024-03-01,20.0,3381.0,2009.0,678.0,6088.0,2639.0,46.0,339.0,3064.0,6088.0
2025-03-01,20.0,3775.0,2627.0,707.0,7129.0,2645.0,106.0,431.0,3947.0,7129.0
2025-09-01,20.0,3899.0,774.0,531.0,5224.0,2583.0,316.0,450.0,1875.0,5224.0
