date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,289.0,9878.0,59.0,5081.0,15308.0,2660.0,144.0,8448.0,4056.0,15308.0
2015-03-01,289.0,10806.0,112.0,4758.0,15966.0,2448.0,255.0,8985.0,4277.0,15966.0
2016-03-01,289.0,13731.0,118.0,3102.0,17240.0,2026.0,52.0,11067.0,4095.0,17240.0
2017-03-01,289.0,17567.0,120.0,3661.0,21638.0,2002.0,42.0,15477.0,4117.0,21638.0
2018-03-01,289.0,20136.0,121.0,4595.0,25141.0,1878.0,56.0,18895.0,4312.0,25141.0
2019-03-01,289.0,22944.0,125.0,5476.0,28834.0,1764.0,48.0,20603.0,6420.0,28834.0
2020-03-01,289.0,21373.0,126.0,4722.0,26510.0,1699.0,60.0,19914.0,4837.0,26510.0
2021-03-01,289.0,26984.0,121.0,6207.0,33602.0,1668.0,16.0,24687.0,7232.0,33602.0
2022-03-01,289.0,29570.0,123.0,5129.0,35111.0,1836.0,77.0,26634.0,6564.0,35111.0
2023-03-01,283.0,29079.0,124.0,5651.0,35136.0,2842.0,85.0,26183.0,6026.0,35136.0
2024-03-01,279.0,28683.0,1912.0,8470.0,39344.0,3217.0,35.0,28087.0,8005.0,39344.0
2025-03-01,279.0,34909.0,9364.0,9557.0,54110.0,3677.0,61.0,28914.0,21459.0,54110.0
2025-09-01,279.0,33891.0,19693.0,11593.0,65456.0,3661.0,58.0,28973.0,32764.0,65456.0
