date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,493.0,31636.0,5159.0,12245.0,49533.0,10649.0,369.0,6146.0,32368.0,49533.0
2015-03-01,494.0,36598.0,7891.0,13367.0,58350.0,10837.0,395.0,5532.0,41586.0,58350.0
2016-03-01,494.0,45651.0,12522.0,12924.0,71590.0,17279.0,381.0,20915.0,33016.0,71590.0
2017-03-01,486.0,51184.0,14241.0,12761.0,78672.0,19886.0,738.0,29913.0,28135.0,78672.0
2018-03-01,905.0,47022.0,13901.0,13563.0,75391.0,18127.0,1378.0,25797.0,30090.0,75391.0
2019-03-01,1207.0,55216.0,9947.0,16217.0,82586.0,17465.0,2142.0,22887.0,40093.0,82586.0
2020-03-01,1143.0,54179.0,9724.0,15954.0,81000.0,22062.0,1881.0,20032.0,37024.0,81000.0
2021-03-01,1096.0,53805.0,10451.0,17213.0,82566.0,23040.0,1853.0,18775.0,38898.0,82566.0
2022-03-01,1096.0,64307.0,17593.0,24280.0,107276.0,37990.0,1602.0,26154.0,41531.0,107276.0
2023-03-01,1098.0,76570.0,17467.0,21789.0,116924.0,44757.0,617.0,33073.0,38477.0,116924.0
2024-03-01,1045.0,73943.0,16465.0,23611.0,115064.0,44083.0,748.0,33384.0,36848.0,115064.0
2025-03-01,2094.0,80736.0,19204.0,26362.0,128396.0,45654.0,221.0,43926.0,38595.0,128396.0
2025-09-01,2097.0,83489.0,16164.0,28832.0,130582.0,46380.0,268.0,42500.0,41435.0,130582.0
