date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,8245.0,79084.0,81455.0,31334.0,200118.0,84208.0,53825.0,3300.0,58785.0,200118.0
2015-03-01,8245.0,73849.0,102252.0,35366.0,219712.0,91853.0,67555.0,1902.0,58403.0,219712.0
2016-03-01,8245.0,83330.0,99424.0,33666.0,224665.0,92929.0,75046.0,6473.0,50217.0,224665.0
2017-03-01,8245.0,89593.0,113773.0,36990.0,248601.0,104532.0,86896.0,7614.0,49560.0,248601.0
2018-03-01,8245.0,95318.0,130049.0,48880.0,282492.0,128245.0,83386.0,8876.0,61985.0,282492.0
2019-03-01,9895.0,101462.0,173058.0,62509.0,346923.0,150985.0,118397.0,8132.0,69409.0,346923.0
2020-03-01,9895.0,108945.0,202984.0,55746.0,377569.0,187803.0,98508.0,9307.0,81951.0,377569.0
2021-03-01,9697.0,116042.0,210208.0,62075.0,398022.0,203245.0,97506.0,10589.0,86681.0,398022.0
2022-03-01,9697.0,125677.0,210707.0,69751.0,415831.0,224923.0,91126.0,10626.0,89156.0,415831.0
2023-03-01,9697.0,137326.0,222913.0,77253.0,447189.0,240424.0,89179.0,13935.0,103651.0,447189.0
2024-03-01,9697.0,151013.0,237131.0,81437.0,479278.0,258934.0,87664.0,15885.0,116795.0,479278.0
2025-03-01,9697.0,174374.0,250096.0,89330.0,523497.0,271437.0,100859.0,19704.0,131498.0,523497.0
2025-09-01,9697.0,182338.0,254876.0,91753.0,538664.0,295305.0,88605.0,20162.0,134593.0,538664.0
