date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,161.0,9890.0,1248.0,2102.0,13400.0,6496.0,442.0,709.0,5753.0,13400.0
2015-03-01,161.0,10641.0,1703.0,3166.0,15670.0,6830.0,581.0,640.0,7620.0,15670.0
2016-03-01,161.0,11356.0,5202.0,4331.0,21049.0,9368.0,2061.0,759.0,8862.0,21049.0
2017-03-01,161.0,12383.0,4113.0,4213.0,20869.0,9492.0,1683.0,973.0,8721.0,20869.0
2018-03-01,161.0,14068.0,4098.0,4346.0,22673.0,9950.0,981.0,1259.0,10483.0,22673.0
2019-03-01,161.0,14851.0,4316.0,4433.0,23762.0,9608.0,676.0,2554.0,10923.0,23762.0
2020-03-01,161.0,15602.0,2816.0,4843.0,23423.0,9683.0,825.0,1471.0,11444.0,23423.0
2021-03-01,161.0,18165.0,2014.0,4514.0,24855.0,9516.0,969.0,2710.0,11661.0,24855.0
2022-03-01,161.0,20680.0,1056.0,4960.0,26857.0,9683.0,766.0,2551.0,13857.0,26857.0
2023-03-01,161.0,23246.0,803.0,5089.0,29300.0,9160.0,1093.0,3662.0,15384.0,29300.0
2024-03-01,161.0,26545.0,559.0,5267.0,32533.0,9607.0,1153.0,5449.0,16323.0,32533.0
2025-03-01,162.0,31032.0,438.0,5702.0,37334.0,10006.0,1566.0,7933.0,17828.0,37334.0
2025-09-01,162.0,32757.0,467.0,6778.0,40164.0,10933.0,1437.0,8219.0,19575.0,40164.0
