date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,185.0,37526.0,80846.0,50324.0,168881.0,32397.0,14179.0,8109.0,114197.0,168881.0
2015-03-01,186.0,40723.0,93630.0,58727.0,193266.0,34738.0,14993.0,9612.0,133923.0,193266.0
2016-03-01,186.0,43994.0,88135.0,61775.0,194091.0,14176.0,10974.0,15465.0,153475.0,194091.0
2017-03-01,187.0,50030.0,93954.0,67400.0,211571.0,16677.0,13298.0,19753.0,161843.0,211571.0
2018-03-01,280.0,54623.0,107524.0,80812.0,243240.0,18580.0,13443.0,15311.0,195905.0,243240.0
2019-03-01,281.0,62094.0,125555.0,90106.0,278036.0,21194.0,13919.0,20907.0,222016.0,278036.0
2020-03-01,281.0,66442.0,143174.0,96790.0,306687.0,43653.0,3311.0,20047.0,239675.0,306687.0
2021-03-01,281.0,75588.0,134629.0,99597.0,310095.0,44319.0,500.0,39627.0,225649.0,310095.0
2022-03-01,281.0,82127.0,125508.0,111112.0,319028.0,42945.0,1250.0,39395.0,235438.0,319028.0
2023-03-01,281.0,89045.0,120650.0,119745.0,329722.0,42641.0,3066.0,44798.0,239217.0,329722.0
2024-03-01,275.0,86084.0,116322.0,136921.0,339602.0,42964.0,3045.0,45648.0,247946.0,339602.0
2025-03-01,275.0,97381.0,132409.0,149050.0,379114.0,44055.0,2589.0,54805.0,277665.0,379114.0
2025-09-01,275.0,101108.0,134001.0,155718.0,391103.0,45403.0,3256.0,55180.0,287264.0,391103.0
