date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,6316.0,36088.0,178.0,62356.0,104938.0,14784.0,4316.0,3775.0,82063.0,104938.0
2015-03-01,6316.0,34037.0,408.0,70505.0,111267.0,16115.0,5159.0,2813.0,87179.0,111267.0
2016-03-01,6316.0,28517.0,1199.0,77528.0,113560.0,22082.0,4553.0,2906.0,84018.0,113560.0
2017-03-01,6207.0,18311.0,3014.0,91054.0,118587.0,23811.0,8585.0,1483.0,84708.0,118587.0
2018-03-01,6207.0,13971.0,1538.0,103754.0,125471.0,27574.0,10273.0,1704.0,85920.0,125471.0
2019-03-01,6163.0,20292.0,2210.0,104356.0,133021.0,32618.0,9658.0,3170.0,87576.0,133021.0
2020-03-01,6163.0,25994.0,6434.0,111430.0,150020.0,36784.0,8328.0,1973.0,102936.0,150020.0
2021-03-01,6163.0,30355.0,5884.0,118649.0,161051.0,42405.0,10490.0,5950.0,102206.0,161051.0
2022-03-01,6163.0,36980.0,3514.0,132780.0,179436.0,46677.0,12897.0,8921.0,110942.0,179436.0
2023-03-01,6163.0,54680.0,4331.0,156222.0,221396.0,64547.0,17622.0,7139.0,132087.0,221396.0
2024-03-01,6163.0,76567.0,6523.0,147217.0,236470.0,75668.0,18960.0,7110.0,134731.0,236470.0
2025-03-01,6163.0,92942.0,9146.0,150735.0,258985.0,82865.0,22385.0,7591.0,146144.0,258985.0
2025-09-01,6163.0,99200.0,13786.0,146468.0,265618.0,87065.0,17238.0,9556.0,151759.0,265618.0
