date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,206.0,40398.0,64756.0,32621.0,137982.0,61163.0,23059.0,12961.0,40798.0,137982.0
2015-03-01,207.0,38122.0,68468.0,34950.0,141746.0,71959.0,14111.0,12346.0,43330.0,141746.0
2016-03-01,207.0,40402.0,67552.0,32986.0,141146.0,85648.0,4214.0,12463.0,38821.0,141146.0
2017-03-01,223.0,45836.0,63817.0,36268.0,146144.0,84687.0,1814.0,15157.0,44486.0,146144.0
2018-03-01,223.0,54629.0,52074.0,40088.0,147014.0,85088.0,2063.0,10781.0,49081.0,147014.0
2019-03-01,222.0,57279.0,52415.0,42056.0,151972.0,85860.0,4097.0,9012.0,53003.0,151972.0
2020-03-01,222.0,58095.0,68399.0,41902.0,168618.0,89195.0,7721.0,9411.0,62291.0,168618.0
2021-03-01,222.0,66311.0,67206.0,55083.0,188822.0,100269.0,10202.0,17133.0,61218.0,188822.0
2022-03-01,222.0,77969.0,64486.0,79178.0,221855.0,106874.0,4945.0,14119.0,95917.0,221855.0
2023-03-01,222.0,94584.0,60291.0,68392.0,223489.0,110626.0,7700.0,14116.0,91047.0,223489.0
2024-03-01,222.0,105924.0,56356.0,68221.0,230723.0,111810.0,14867.0,15444.0,88602.0,230723.0
2025-03-01,222.0,123487.0,63929.0,76662.0,264300.0,116556.0,27397.0,24158.0,96189.0,264300.0
2025-09-01,222.0,134644.0,74878.0,86936.0,296680.0,122373.0,34680.0,29506.0,110121.0,296680.0
