date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,33.0,958.0,332.0,614.0,1936.0,720.0,138.0,300.0,778.0,1936.0
2015-03-01,33.0,1389.0,267.0,518.0,2207.0,668.0,92.0,740.0,706.0,2207.0
2016-03-01,33.0,1431.0,400.0,292.0,2157.0,477.0,55.0,1067.0,558.0,2157.0
2017-03-01,33.0,1514.0,392.0,283.0,2222.0,549.0,5.0,1080.0,588.0,2222.0
2018-03-01,33.0,1562.0,391.0,349.0,2336.0,613.0,10.0,1023.0,691.0,2336.0
2019-03-01,33.0,1613.0,494.0,418.0,2559.0,662.0,87.0,883.0,927.0,2559.0
2020-03-01,36.0,2352.0,300.0,2819.0,5507.0,2738.0,23.0,1515.0,1230.0,5507.0
2021-03-01,36.0,2277.0,300.0,3111.0,5724.0,3054.0,108.0,1487.0,1075.0,5724.0
2022-03-01,36.0,2328.0,4725.0,637.0,7726.0,4687.0,105.0,1284.0,1651.0,7726.0
2023-03-01,36.0,2560.0,4464.0,1022.0,8082.0,4527.0,102.0,1110.0,2343.0,8082.0
2024-03-01,36.0,4032.0,1753.0,1341.0,7162.0,2450.0,224.0,1416.0,3072.0,7162.0
2025-03-01,36.0,5426.0,2237.0,1721.0,9420.0,3895.0,180.0,1480.0,3865.0,9420.0
2025-09-01,36.0,6066.0,2349.0,2285.0,10735.0,4587.0,196.0,1559.0,4394.0,10735.0
