date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,86.0,5162.0,3349.0,4162.0,12759.0,3821.0,228.0,737.0,7973.0,12759.0
2015-03-01,86.0,5775.0,3281.0,5143.0,14284.0,4031.0,583.0,764.0,8906.0,14284.0
2016-03-01,86.0,5803.0,5258.0,5722.0,16869.0,3862.0,484.0,335.0,12188.0,16869.0
2017-03-01,101.0,7214.0,6443.0,6454.0,20212.0,4071.0,792.0,378.0,14971.0,20212.0
2018-03-01,102.0,9067.0,6638.0,7148.0,22955.0,4437.0,1319.0,1034.0,16165.0,22955.0
2019-03-01,102.0,14613.0,29139.0,18581.0,62435.0,32149.0,1855.0,708.0,27723.0,62435.0
2020-03-01,153.0,19129.0,29388.0,19758.0,68428.0,35321.0,2073.0,558.0,30476.0,68428.0
2021-03-01,153.0,20734.0,24519.0,23359.0,68765.0,34765.0,2117.0,618.0,31265.0,68765.0
2022-03-01,153.0,24508.0,26746.0,29196.0,80603.0,36193.0,2501.0,1922.0,39987.0,80603.0
2023-03-01,150.0,26708.0,23939.0,35318.0,86115.0,38713.0,2818.0,1615.0,42969.0,86115.0
2024-03-01,150.0,24657.0,29754.0,30579.0,85140.0,39056.0,2965.0,2154.0,40965.0,85140.0
2025-03-01,159.0,29054.0,25099.0,31700.0,86012.0,39084.0,2546.0,2328.0,42054.0,86012.0
2025-09-01,169.0,31725.0,30022.0,29475.0,91391.0,42247.0,794.0,2604.0,45746.0,91391.0
