date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,5232.0,29466.0,84220.0,22562.0,141480.0,74252.0,50069.0,423.0,16736.0,141480.0
2015-03-01,5232.0,33207.0,96243.0,26102.0,160784.0,91191.0,53681.0,220.0,15693.0,160784.0
2016-03-01,5232.0,38738.0,108545.0,26797.0,179312.0,115094.0,45611.0,919.0,17688.0,179312.0
2017-03-01,5232.0,44634.0,118988.0,26809.0,195662.0,137678.0,38264.0,1165.0,18555.0,195662.0
2018-03-01,5232.0,49194.0,131503.0,39425.0,225354.0,156198.0,37669.0,1224.0,30264.0,225354.0
2019-03-01,5232.0,53857.0,146376.0,41916.0,247380.0,172740.0,37631.0,1296.0,35713.0,247380.0
2020-03-01,5232.0,59464.0,148270.0,43706.0,256671.0,181112.0,35177.0,1431.0,38951.0,256671.0
2021-03-01,5232.0,64704.0,143232.0,42539.0,255708.0,183726.0,24838.0,1486.0,45659.0,255708.0
2022-03-01,6975.0,69272.0,134696.0,40008.0,250950.0,191773.0,12854.0,3788.0,42536.0,250950.0
2023-03-01,6975.0,76051.0,128584.0,40615.0,252225.0,185437.0,13772.0,3489.0,49527.0,252225.0
2024-03-01,9301.0,77845.0,123516.0,40168.0,250829.0,177761.0,18197.0,4163.0,50708.0,250829.0
2025-03-01,9301.0,83362.0,131030.0,42326.0,266019.0,172320.0,33585.0,3117.0,56998.0,266019.0
2025-09-01,9301.0,89631.0,135984.0,43497.0,278412.0,168999.0,43808.0,3745.0,61860.0,278412.0
