date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,151.0,21345.0,2004.0,7975.0,31476.0,11034.0,2640.0,10527.0,7275.0,31476.0
2015-03-01,151.0,24167.0,666.0,9492.0,34477.0,12490.0,1890.0,13298.0,6800.0,34477.0
2016-03-01,151.0,30465.0,231.0,11879.0,42726.0,12530.0,1007.0,20676.0,8513.0,42726.0
2017-03-01,151.0,36924.0,484.0,14402.0,51960.0,13311.0,1252.0,29151.0,8247.0,51960.0
2018-03-01,151.0,42408.0,121.0,17568.0,60248.0,13389.0,2132.0,36123.0,8604.0,60248.0
2019-03-01,151.0,46941.0,160.0,16717.0,63969.0,15437.0,1607.0,37504.0,9421.0,63969.0
2020-03-01,151.0,49262.0,184.0,14031.0,63628.0,15744.0,1415.0,37488.0,8980.0,63628.0
2021-03-01,151.0,52350.0,541.0,18335.0,71376.0,14989.0,1497.0,42945.0,11946.0,71376.0
2022-03-01,151.0,55182.0,426.0,18896.0,74656.0,13747.0,2936.0,42035.0,15937.0,74656.0
2023-03-01,151.0,61640.0,1247.0,21558.0,84597.0,17830.0,2904.0,49184.0,14678.0,84597.0
2024-03-01,157.0,85479.0,119.0,29550.0,115304.0,27865.0,7735.0,57296.0,22408.0,115304.0
2025-03-01,157.0,96083.0,87.0,35644.0,131971.0,32983.0,7929.0,66265.0,24794.0,131971.0
2025-09-01,157.0,99587.0,100.0,38609.0,138453.0,35499.0,7902.0,65473.0,29579.0,138453.0
