date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2013-12-01,27.0,2028.0,84.0,3197.0,5337.0,1656.0,464.0,825.0,2391.0,5337.0
2014-12-01,27.0,2489.0,58.0,3829.0,6403.0,2309.0,419.0,1078.0,2597.0,6403.0
2016-03-01,27.0,3626.0,23.0,1263.0,4939.0,790.0,94.0,3388.0,667.0,4939.0
2017-03-01,27.0,5318.0,112.0,1552.0,7009.0,873.0,374.0,4987.0,775.0,7009.0
2018-03-01,27.0,7003.0,151.0,2341.0,9522.0,1502.0,333.0,5581.0,2106.0,9522.0
2019-03-01,27.0,8891.0,187.0,2281.0,11387.0,1875.0,450.0,4923.0,4140.0,11387.0
2020-03-01,27.0,9954.0,249.0,2220.0,12450.0,2378.0,312.0,5749.0,4011.0,12450.0
2021-03-01,27.0,11411.0,219.0,2901.0,14559.0,2433.0,314.0,3902.0,7909.0,14559.0
2022-03-01,27.0,12581.0,108.0,3424.0,16140.0,2424.0,505.0,7721.0,5490.0,16140.0
2023-03-01,27.0,14963.0,288.0,3919.0,19198.0,2690.0,472.0,12321.0,3715.0,19198.0
2024-03-01,27.0,18018.0,419.0,4650.0,23115.0,2914.0,555.0,13527.0,6119.0,23115.0
2025-03-01,27.0,21269.0,458.0,5420.0,27174.0,3473.0,491.0,14791.0,8419.0,27174.0
2025-09-01,27.0,22059.0,446.0,6412.0,28944.0,4036.0,129.0,16512.0,8267.0,28944.0
