date,EquityCapital,Reserves,Borrowings ,OtherLiabilities ,TotalLiabilities,FixedAssets ,CWIP,Investments,OtherAssets ,TotalAssets
2014-03-01,723.0,18717.0,33152.0,35868.0,88460.0,27580.0,9372.0,6985.0,44523.0,88460.0
2015-03-01,723.0,21839.0,25492.0,38268.0,86322.0,29109.0,15787.0,7712.0,33714.0,86322.0
2016-03-01,656.0,27138.0,23388.0,35241.0,86422.0,25358.0,17459.0,9401.0,34203.0,86422.0
2017-03-01,1311.0,29508.0,35725.0,42541.0,109086.0,33684.0,16834.0,21327.0,37241.0,109086.0
2018-03-01,1967.0,34652.0,37659.0,46078.0,120356.0,45539.0,9875.0,23725.0,41217.0,120356.0
2019-03-01,1967.0,36798.0,44839.0,53322.0,136926.0,49315.0,13654.0,24907.0,49050.0,136926.0
2020-03-01,1967.0,34565.0,65476.0,48852.0,150860.0,60175.0,17757.0,27029.0,45900.0,150860.0
2021-03-01,2093.0,51462.0,54532.0,52891.0,160978.0,64098.0,17037.0,26768.0,53075.0,160978.0
2022-03-01,2129.0,49776.0,64534.0,71089.0,187529.0,83901.0,15433.0,23616.0,64578.0,187529.0
2023-03-01,2129.0,51393.0,69376.0,65210.0,188109.0,86675.0,16249.0,26778.0,58406.0,188109.0
2024-03-01,2136.0,73499.0,54599.0,72184.0,202418.0,86798.0,20204.0,26631.0,68785.0,202418.0
2025-03-01,4273.0,77112.0,61101.0,75898.0,218382.0,88628.0,26387.0,26531.0,76837.0,218382.0
2025-09-01,4273.0,89663.0,52967.0,81065.0,227967.0,101931.0,15333.0,29959.0,80744.0,227967.0
