date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,430.50,
2005-04-08,Price,Price on NSE,411.50,
2005-04-15,Price,Price on NSE,404.70,
2005-04-22,Price,Price on NSE,439.35,
2005-04-29,Price,Price on NSE,406.40,
2005-05-06,Price,Price on NSE,432.65,
2005-05-13,Price,Price on NSE,434.70,
2005-05-20,Price,Price on NSE,445.20,
2005-05-27,Price,Price on NSE,466.40,
2005-06-04,Price,Price on NSE,452.30,
2005-06-10,Price,Price on NSE,449.35,
2005-06-17,Price,Price on NSE,443.30,
2005-06-24,Price,Price on NSE,471.80,
2005-07-01,Price,Price on NSE,471.55,
2005-07-08,Price,Price on NSE,448.20,
2005-07-15,Price,Price on NSE,454.10,
2005-07-22,Price,Price on NSE,463.20,
2005-07-29,Price,Price on NSE,482.70,
2005-08-05,Price,Price on NSE,501.80,
2005-08-12,Price,Price on NSE,476.25,
2005-08-19,Price,Price on NSE,480.10,
2005-08-26,Price,Price on NSE,474.75,
2005-09-02,Price,Price on NSE,511.65,
2005-09-09,Price,Price on NSE,511.15,
2005-09-16,Price,Price on NSE,562.00,
2005-09-23,Price,Price on NSE,550.40,
2005-09-30,Price,Price on NSE,559.80,
2005-10-07,Price,Price on NSE,572.05,
2005-10-14,Price,Price on NSE,533.85,
2005-10-21,Price,Price on NSE,559.10,
2005-10-28,Price,Price on NSE,513.90,
2005-11-02,Price,Price on NSE,542.20,
2005-11-11,Price,Price on NSE,580.95,
2005-11-18,Price,Price on NSE,608.95,
2005-11-26,Price,Price on NSE,618.45,
2005-12-02,Price,Price on NSE,617.60,
2005-12-09,Price,Price on NSE,646.00,
2005-12-16,Price,Price on NSE,658.00,
2005-12-23,Price,Price on NSE,626.50,
2005-12-30,Price,Price on NSE,635.80,
2006-01-06,Price,Price on NSE,670.65,
2006-01-13,Price,Price on NSE,656.65,
2006-01-20,Price,Price on NSE,706.30,
2006-01-27,Price,Price on NSE,761.00,
2006-02-03,Price,Price on NSE,730.25,
2006-02-10,Price,Price on NSE,767.10,
2006-02-17,Price,Price on NSE,760.90,
2006-02-24,Price,Price on NSE,778.35,
2006-03-03,Price,Price on NSE,931.20,
2006-03-10,Price,Price on NSE,878.70,
2006-03-17,Price,Price on NSE,876.70,
2006-03-24,Price,Price on NSE,838.15,
2006-03-31,Price,Price on NSE,874.30,
2006-04-07,Price,Price on NSE,894.30,
2006-04-13,Price,Price on NSE,870.10,
2006-04-21,Price,Price on NSE,904.05,
2006-04-29,Price,Price on NSE,927.60,
2006-05-05,Price,Price on NSE,940.70,
2006-05-12,Price,Price on NSE,932.80,
2006-05-19,Price,Price on NSE,783.55,
2006-05-26,Price,Price on NSE,791.70,
2006-06-02,Price,Price on NSE,769.70,
2006-06-09,Price,Price on NSE,770.05,
2006-06-16,Price,Price on NSE,727.50,
2006-06-25,Price,Price on NSE,776.85,
2006-06-30,Price,Price on NSE,796.70,
2006-07-07,Price,Price on NSE,781.10,
2006-07-14,Price,Price on NSE,795.00,
2006-07-21,Price,Price on NSE,711.25,
2006-07-28,Price,Price on NSE,768.85,
2006-08-04,Price,Price on NSE,783.65,
2006-08-11,Price,Price on NSE,796.10,
2006-08-18,Price,Price on NSE,840.65,
