date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,27.58,
2005-04-08,Price,Price on NSE,27.33,
2005-04-15,Price,Price on NSE,26.93,
2005-04-22,Price,Price on NSE,27.01,
2005-04-29,Price,Price on NSE,26.75,
2005-05-06,Price,Price on NSE,27.05,
2005-05-13,Price,Price on NSE,26.65,
2005-05-20,Price,Price on NSE,26.88,
2005-05-27,Price,Price on NSE,27.03,
2005-06-04,Price,Price on NSE,26.96,
2005-06-10,Price,Price on NSE,28.82,
2005-06-17,Price,Price on NSE,29.86,
2005-06-24,Price,Price on NSE,29.12,
2005-07-01,Price,Price on NSE,30.90,
2005-07-08,Price,Price on NSE,32.59,
2005-07-15,Price,Price on NSE,31.53,
2005-07-22,Price,Price on NSE,32.43,
2005-07-29,Price,Price on NSE,34.97,
2005-08-05,Price,Price on NSE,33.71,
2005-08-12,Price,Price on NSE,33.01,
2005-08-19,Price,Price on NSE,32.94,
2005-08-26,Price,Price on NSE,31.74,
2005-09-02,Price,Price on NSE,31.82,
2005-09-09,Price,Price on NSE,33.80,
2005-09-16,Price,Price on NSE,34.62,
2005-09-23,Price,Price on NSE,33.50,
2005-09-30,Price,Price on NSE,34.26,
2005-10-07,Price,Price on NSE,33.93,
2005-10-14,Price,Price on NSE,32.97,
2005-10-21,Price,Price on NSE,32.38,
2005-10-28,Price,Price on NSE,30.55,
2005-11-02,Price,Price on NSE,31.04,
2005-11-11,Price,Price on NSE,31.76,
2005-11-18,Price,Price on NSE,34.97,
2005-11-26,Price,Price on NSE,34.58,
2005-12-02,Price,Price on NSE,34.94,
2005-12-09,Price,Price on NSE,34.40,
2005-12-16,Price,Price on NSE,35.04,
2005-12-23,Price,Price on NSE,36.02,
2005-12-30,Price,Price on NSE,35.44,
2006-01-06,Price,Price on NSE,38.45,
2006-01-13,Price,Price on NSE,36.50,
2006-01-20,Price,Price on NSE,36.26,
2006-01-27,Price,Price on NSE,36.86,
2006-02-03,Price,Price on NSE,36.59,
2006-02-10,Price,Price on NSE,38.10,
2006-02-17,Price,Price on NSE,37.12,
2006-02-24,Price,Price on NSE,35.57,
2006-03-03,Price,Price on NSE,37.99,
2006-03-10,Price,Price on NSE,37.45,
2006-03-17,Price,Price on NSE,38.21,
2006-03-24,Price,Price on NSE,36.74,
2006-03-31,Price,Price on NSE,38.71,
2006-04-07,Price,Price on NSE,40.89,
2006-04-13,Price,Price on NSE,40.20,
2006-04-21,Price,Price on NSE,42.43,
2006-04-29,Price,Price on NSE,41.29,
2006-05-05,Price,Price on NSE,43.93,
2006-05-12,Price,Price on NSE,43.77,
2006-05-19,Price,Price on NSE,40.48,
2006-05-26,Price,Price on NSE,38.70,
2006-06-02,Price,Price on NSE,38.25,
2006-06-09,Price,Price on NSE,35.64,
2006-06-16,Price,Price on NSE,36.73,
2006-06-25,Price,Price on NSE,37.07,
2006-06-30,Price,Price on NSE,39.80,
2006-07-07,Price,Price on NSE,38.97,
2006-07-14,Price,Price on NSE,36.47,
2006-07-21,Price,Price on NSE,35.49,
2006-07-28,Price,Price on NSE,39.78,
2006-08-04,Price,Price on NSE,40.02,
2006-08-11,Price,Price on NSE,40.53,
2006-08-18,Price,Price on NSE,42.06,
2006-08-25,Price,Price on NSE,42.50,
2006-09-01,Price,Price on NSE,43.81,
2006-09-08,Price,Price on NSE,42.46,
2006-09-15,Price,Price on NSE,43.90,
2006-09-22,Price,Price on NSE,43.79,
2006-09-29,Price,Price on NSE,46.27,
2006-10-06,Price,Price on NSE,46.69,
2006-10-13,Price,Price on NSE,49.39,
2006-10-21,Price,Price on NSE,48.05,
2006-10-27,Price,Price on NSE,49.97,
2006-11-03,Price,Price on NSE,50.08,
2006-11-10,Price,Price on NSE,52.23,
2006-11-17,Price,Price on NSE,56.33,
2006-11-24,Price,Price on NSE,55.30,
2006-12-01,Price,Price on NSE,56.19,
2006-12-08,Price,Price on NSE,54.29,
2006-12-15,Price,Price on NSE,52.82,
2006-12-22,Price,Price on NSE,50.29,
2006-12-29,Price,Price on NSE,53.40,
2007-01-05,Price,Price on NSE,52.85,
2007-01-12,Price,Price on NSE,53.08,
2007-01-19,Price,Price on NSE,53.42,
2007-01-25,Price,Price on NSE,53.31,
2007-02-02,Price,Price on NSE,55.31,
2007-02-09,Price,Price on NSE,55.69,
2007-02-15,Price,Price on NSE,52.09,
2007-02-23,Price,Price on NSE,47.91,
2007-03-02,Price,Price on NSE,46.88,
2007-03-09,Price,Price on NSE,48.85,
2007-03-16,Price,Price on NSE,45.18,
2007-03-23,Price,Price on NSE,50.56,
2007-03-30,Price,Price on NSE,47.71,
2007-04-05,Price,Price on NSE,47.13,
2007-04-13,Price,Price on NSE,49.06,
2007-04-20,Price,Price on NSE,49.73,
2007-04-27,Price,Price on NSE,50.73,
2007-05-04,Price,Price on NSE,50.39,
2007-05-11,Price,Price on NSE,49.63,
2007-05-18,Price,Price on NSE,53.52,
2007-05-25,Price,Price on NSE,53.46,
2007-06-01,Price,Price on NSE,57.67,
2007-06-08,Price,Price on NSE,54.55,
2007-06-15,Price,Price on NSE,55.52,
2007-06-22,Price,Price on NSE,55.15,
2007-06-29,Price,Price on NSE,57.34,
2007-07-06,Price,Price on NSE,57.92,
2007-07-13,Price,Price on NSE,61.32,
2007-07-20,Price,Price on NSE,60.05,
2007-07-27,Price,Price on NSE,58.47,
2007-08-03,Price,Price on NSE,57.75,
2007-08-10,Price,Price on NSE,56.53,
2007-08-17,Price,Price on NSE,53.41,
2007-08-24,Price,Price on NSE,54.89,
2007-08-31,Price,Price on NSE,58.59,
2007-09-07,Price,Price on NSE,59.83,
2007-09-14,Price,Price on NSE,61.64,
2007-09-21,Price,Price on NSE,65.92,
2007-09-28,Price,Price on NSE,71.78,
2007-10-05,Price,Price on NSE,70.16,
2007-10-12,Price,Price on NSE,71.64,
2007-10-19,Price,Price on NSE,68.32,
2007-10-26,Price,Price on NSE,77.33,
2007-11-02,Price,Price on NSE,88.53,
2007-11-09,Price,Price on NSE,76.81,
