date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,39.35,
2005-04-08,Price,Price on NSE,39.54,
2005-04-15,Price,Price on NSE,39.00,
2005-04-22,Price,Price on NSE,39.23,
2005-04-29,Price,Price on NSE,37.21,
2005-05-06,Price,Price on NSE,37.90,
2005-05-13,Price,Price on NSE,38.48,
2005-05-20,Price,Price on NSE,39.02,
2005-05-27,Price,Price on NSE,39.72,
2005-06-04,Price,Price on NSE,39.10,
2005-06-10,Price,Price on NSE,39.27,
2005-06-17,Price,Price on NSE,39.14,
2005-06-24,Price,Price on NSE,40.08,
2005-07-01,Price,Price on NSE,41.26,
2005-07-08,Price,Price on NSE,42.98,
2005-07-15,Price,Price on NSE,41.83,
2005-07-22,Price,Price on NSE,45.74,
2005-07-29,Price,Price on NSE,45.56,
2005-08-05,Price,Price on NSE,45.85,
2005-08-12,Price,Price on NSE,46.50,
2005-08-19,Price,Price on NSE,46.52,
2005-08-26,Price,Price on NSE,46.80,
2005-09-02,Price,Price on NSE,47.84,
2005-09-09,Price,Price on NSE,49.20,
2005-09-16,Price,Price on NSE,50.27,
2005-09-23,Price,Price on NSE,48.48,
2005-09-30,Price,Price on NSE,50.47,
2005-10-07,Price,Price on NSE,51.84,
2005-10-14,Price,Price on NSE,49.94,
2005-10-21,Price,Price on NSE,50.50,
2005-10-28,Price,Price on NSE,47.30,
2005-11-02,Price,Price on NSE,49.70,
2005-11-11,Price,Price on NSE,50.57,
2005-11-18,Price,Price on NSE,50.34,
2005-11-26,Price,Price on NSE,52.18,
2005-12-02,Price,Price on NSE,55.03,
2005-12-09,Price,Price on NSE,54.02,
2005-12-16,Price,Price on NSE,54.66,
2005-12-23,Price,Price on NSE,55.53,
2005-12-30,Price,Price on NSE,57.88,
2006-01-06,Price,Price on NSE,59.06,
2006-01-13,Price,Price on NSE,58.68,
2006-01-20,Price,Price on NSE,59.08,
2006-01-27,Price,Price on NSE,60.59,
2006-02-03,Price,Price on NSE,66.66,
2006-02-10,Price,Price on NSE,67.78,
2006-02-17,Price,Price on NSE,66.55,
2006-02-24,Price,Price on NSE,66.47,
2006-03-03,Price,Price on NSE,67.98,
2006-03-10,Price,Price on NSE,65.89,
2006-03-17,Price,Price on NSE,65.98,
2006-03-24,Price,Price on NSE,66.31,
2006-03-31,Price,Price on NSE,64.61,
2006-04-07,Price,Price on NSE,64.68,
2006-04-13,Price,Price on NSE,62.52,
2006-04-21,Price,Price on NSE,62.51,
2006-04-29,Price,Price on NSE,64.39,
2006-05-05,Price,Price on NSE,64.99,
2006-05-12,Price,Price on NSE,63.98,
2006-05-19,Price,Price on NSE,57.41,
2006-05-26,Price,Price on NSE,55.12,
2006-06-02,Price,Price on NSE,59.22,
2006-06-09,Price,Price on NSE,55.68,
2006-06-16,Price,Price on NSE,56.42,
2006-06-25,Price,Price on NSE,57.40,
2006-06-30,Price,Price on NSE,59.21,
2006-07-07,Price,Price on NSE,58.41,
2006-07-14,Price,Price on NSE,57.25,
2006-07-21,Price,Price on NSE,58.37,
2006-07-28,Price,Price on NSE,58.52,
2006-08-04,Price,Price on NSE,61.74,
2006-08-11,Price,Price on NSE,65.06,
2006-08-18,Price,Price on NSE,64.42,
2006-08-25,Price,Price on NSE,62.77,
2006-09-01,Price,Price on NSE,63.80,
2006-09-08,Price,Price on NSE,65.46,
2006-09-15,Price,Price on NSE,66.64,
2006-09-22,Price,Price on NSE,66.45,
2006-09-29,Price,Price on NSE,67.61,
2006-10-06,Price,Price on NSE,67.51,
2006-10-13,Price,Price on NSE,66.43,
2006-10-21,Price,Price on NSE,66.24,
2006-10-27,Price,Price on NSE,67.27,
2006-11-03,Price,Price on NSE,69.22,
2006-11-10,Price,Price on NSE,70.07,
2006-11-17,Price,Price on NSE,70.38,
2006-11-24,Price,Price on NSE,70.18,
2006-12-01,Price,Price on NSE,71.51,
2006-12-08,Price,Price on NSE,70.20,
2006-12-15,Price,Price on NSE,72.14,
2006-12-22,Price,Price on NSE,71.73,
2006-12-29,Price,Price on NSE,73.65,
2007-01-05,Price,Price on NSE,74.89,
2007-01-12,Price,Price on NSE,71.37,
2007-01-19,Price,Price on NSE,79.94,
2007-01-25,Price,Price on NSE,80.25,
2007-02-02,Price,Price on NSE,78.76,
2007-02-09,Price,Price on NSE,79.17,
2007-02-15,Price,Price on NSE,78.93,
2007-02-23,Price,Price on NSE,73.25,
2007-03-02,Price,Price on NSE,70.20,
2007-03-09,Price,Price on NSE,68.43,
2007-03-16,Price,Price on NSE,68.55,
2007-03-23,Price,Price on NSE,71.63,
2007-03-30,Price,Price on NSE,76.26,
2007-04-05,Price,Price on NSE,79.02,
2007-04-13,Price,Price on NSE,81.15,
2007-04-20,Price,Price on NSE,80.61,
2007-04-27,Price,Price on NSE,78.72,
2007-05-04,Price,Price on NSE,80.72,
2007-05-11,Price,Price on NSE,77.57,
2007-05-18,Price,Price on NSE,81.62,
2007-05-25,Price,Price on NSE,82.53,
2007-06-01,Price,Price on NSE,86.71,
2007-06-08,Price,Price on NSE,85.32,
2007-06-15,Price,Price on NSE,86.81,
2007-06-22,Price,Price on NSE,83.74,
2007-06-29,Price,Price on NSE,81.02,
2007-07-06,Price,Price on NSE,84.85,
2007-07-13,Price,Price on NSE,86.54,
2007-07-20,Price,Price on NSE,87.96,
2007-07-27,Price,Price on NSE,86.66,
2007-08-03,Price,Price on NSE,89.68,
2007-08-10,Price,Price on NSE,94.58,
2007-08-17,Price,Price on NSE,92.49,
2007-08-24,Price,Price on NSE,93.25,
2007-08-31,Price,Price on NSE,94.30,
2007-09-07,Price,Price on NSE,93.76,
2007-09-14,Price,Price on NSE,95.00,
2007-09-21,Price,Price on NSE,93.23,
2007-09-28,Price,Price on NSE,98.84,
2007-10-05,Price,Price on NSE,94.62,
2007-10-12,Price,Price on NSE,96.55,
2007-10-19,Price,Price on NSE,92.75,
2007-10-26,Price,Price on NSE,100.94,
2007-11-02,Price,Price on NSE,105.78,
2007-11-09,Price,Price on NSE,103.26,
2007-11-16,Price,Price on NSE,100.01,
2007-11-23,Price,Price on NSE,99.12,
2007-11-30,Price,Price on NSE,99.00,
2007-12-07,Price,Price on NSE,99.49,
2007-12-14,Price,Price on NSE,100.27,
2007-12-20,Price,Price on NSE,101.17,
2007-12-28,Price,Price on NSE,109.99,
2008-01-04,Price,Price on NSE,114.09,
2008-01-11,Price,Price on NSE,115.72,
2008-01-18,Price,Price on NSE,103.52,
2008-01-25,Price,Price on NSE,104.70,
2008-02-01,Price,Price on NSE,117.00,
2008-02-08,Price,Price on NSE,118.00,
2008-02-15,Price,Price on NSE,115.36,
2008-02-22,Price,Price on NSE,109.62,
2008-02-29,Price,Price on NSE,111.50,
2008-03-07,Price,Price on NSE,112.40,
2008-03-14,Price,Price on NSE,114.08,
2008-03-19,Price,Price on NSE,117.51,
2008-03-28,Price,Price on NSE,117.90,
2008-04-04,Price,Price on NSE,118.41,
2008-04-11,Price,Price on NSE,119.99,
2008-04-17,Price,Price on NSE,121.90,
2008-04-25,Price,Price on NSE,122.98,
2008-05-02,Price,Price on NSE,127.59,
2008-05-09,Price,Price on NSE,122.25,
2008-05-16,Price,Price on NSE,121.39,
2008-05-23,Price,Price on NSE,122.64,
2008-05-30,Price,Price on NSE,128.59,
2008-06-06,Price,Price on NSE,126.08,
2008-06-13,Price,Price on NSE,126.84,
2008-06-20,Price,Price on NSE,126.03,
2008-06-27,Price,Price on NSE,115.61,
2008-07-04,Price,Price on NSE,103.22,
2008-07-11,Price,Price on NSE,105.19,
2008-07-18,Price,Price on NSE,104.98,
2008-07-25,Price,Price on NSE,111.71,
2008-08-01,Price,Price on NSE,121.04,
2008-08-08,Price,Price on NSE,123.88,
2008-08-14,Price,Price on NSE,124.48,
2008-08-22,Price,Price on NSE,120.62,
2008-08-29,Price,Price on NSE,122.93,
2008-09-05,Price,Price on NSE,120.31,
2008-09-12,Price,Price on NSE,121.08,
2008-09-19,Price,Price on NSE,115.99,
2008-09-26,Price,Price on NSE,118.94,
2008-10-03,Price,Price on NSE,115.11,
2008-10-10,Price,Price on NSE,96.87,
2008-10-17,Price,Price on NSE,95.48,
2008-10-24,Price,Price on NSE,95.59,
2008-10-31,Price,Price on NSE,95.49,
2008-11-07,Price,Price on NSE,95.35,
2008-11-14,Price,Price on NSE,96.98,
2008-11-21,Price,Price on NSE,89.87,
2008-11-28,Price,Price on NSE,88.96,
2008-12-05,Price,Price on NSE,88.61,
2008-12-12,Price,Price on NSE,86.00,
2008-12-19,Price,Price on NSE,89.95,
2008-12-26,Price,Price on NSE,86.73,
2009-01-02,Price,Price on NSE,90.25,
2009-01-09,Price,Price on NSE,88.04,
2009-01-16,Price,Price on NSE,91.75,
2009-01-23,Price,Price on NSE,92.08,
2009-01-30,Price,Price on NSE,78.88,
2009-02-06,Price,Price on NSE,79.21,
2009-02-13,Price,Price on NSE,83.01,
2009-02-20,Price,Price on NSE,79.82,
2009-02-27,Price,Price on NSE,78.64,
2009-03-06,Price,Price on NSE,73.65,
2009-03-13,Price,Price on NSE,72.65,
2009-03-20,Price,Price on NSE,74.51,
2009-03-27,Price,Price on NSE,77.72,
2009-04-02,Price,Price on NSE,79.96,
2009-04-09,Price,Price on NSE,78.75,
2009-04-17,Price,Price on NSE,91.78,
2009-04-24,Price,Price on NSE,89.04,
2009-04-29,Price,Price on NSE,88.83,
2009-05-08,Price,Price on NSE,90.79,
2009-05-15,Price,Price on NSE,96.02,
2009-05-22,Price,Price on NSE,106.46,
2009-05-29,Price,Price on NSE,108.00,
2009-06-05,Price,Price on NSE,112.32,
2009-06-12,Price,Price on NSE,115.74,
2009-06-19,Price,Price on NSE,111.78,
2009-06-26,Price,Price on NSE,115.47,
2009-07-03,Price,Price on NSE,119.34,
2009-07-10,Price,Price on NSE,117.13,
2009-07-17,Price,Price on NSE,118.94,
2009-07-24,Price,Price on NSE,130.97,
2009-07-31,Price,Price on NSE,141.14,
2009-08-07,Price,Price on NSE,133.84,
2009-08-14,Price,Price on NSE,136.57,
2009-08-21,Price,Price on NSE,130.80,
2009-08-28,Price,Price on NSE,139.98,
2009-09-04,Price,Price on NSE,137.48,
2009-09-11,Price,Price on NSE,136.01,
2009-09-18,Price,Price on NSE,137.59,
2009-09-25,Price,Price on NSE,137.94,
2009-10-01,Price,Price on NSE,141.35,
2009-10-09,Price,Price on NSE,150.22,
2009-10-17,Price,Price on NSE,157.75,
2009-10-23,Price,Price on NSE,167.86,
2009-10-30,Price,Price on NSE,164.23,
2009-11-06,Price,Price on NSE,168.79,
2009-11-13,Price,Price on NSE,166.75,
2009-11-20,Price,Price on NSE,169.10,
2009-11-27,Price,Price on NSE,164.02,
2009-12-04,Price,Price on NSE,167.76,
2009-12-11,Price,Price on NSE,170.74,
2009-12-18,Price,Price on NSE,180.01,
2009-12-24,Price,Price on NSE,175.67,
2009-12-31,Price,Price on NSE,179.72,
2010-01-08,Price,Price on NSE,179.99,
2010-01-15,Price,Price on NSE,187.20,
2010-01-22,Price,Price on NSE,176.51,
2010-01-29,Price,Price on NSE,185.22,
2010-02-06,Price,Price on NSE,196.60,
2010-02-11,Price,Price on NSE,194.48,
2010-02-19,Price,Price on NSE,185.91,
2010-02-26,Price,Price on NSE,181.00,
2010-03-05,Price,Price on NSE,196.21,
2010-03-12,Price,Price on NSE,191.82,
2010-03-19,Price,Price on NSE,199.44,
2010-03-26,Price,Price on NSE,200.59,
2010-04-01,Price,Price on NSE,202.13,
2010-04-09,Price,Price on NSE,204.46,
2010-04-16,Price,Price on NSE,205.19,
2010-04-23,Price,Price on NSE,209.60,
2010-04-30,Price,Price on NSE,207.88,
2010-05-07,Price,Price on NSE,208.63,
2010-05-14,Price,Price on NSE,214.10,
2010-05-21,Price,Price on NSE,202.16,
2010-05-28,Price,Price on NSE,210.03,
2010-06-04,Price,Price on NSE,214.68,
2010-06-11,Price,Price on NSE,229.17,
2010-06-18,Price,Price on NSE,238.38,
2010-06-25,Price,Price on NSE,239.95,
2010-07-02,Price,Price on NSE,232.08,
2010-07-09,Price,Price on NSE,238.43,
2010-07-16,Price,Price on NSE,247.40,
2010-07-23,Price,Price on NSE,252.06,
2010-07-30,Price,Price on NSE,260.34,
2010-08-06,Price,Price on NSE,260.72,
2010-08-13,Price,Price on NSE,265.46,
2010-08-20,Price,Price on NSE,276.73,
2010-08-27,Price,Price on NSE,272.71,
2010-09-03,Price,Price on NSE,280.97,
2010-09-09,Price,Price on NSE,280.88,
2010-09-17,Price,Price on NSE,284.71,
2010-09-24,Price,Price on NSE,278.94,
2010-10-01,Price,Price on NSE,266.45,
2010-10-08,Price,Price on NSE,267.58,
2010-10-15,Price,Price on NSE,265.78,
2010-10-22,Price,Price on NSE,262.36,
2010-10-29,Price,Price on NSE,268.78,
2010-11-05,Price,Price on NSE,268.90,
2010-11-12,Price,Price on NSE,263.93,
2010-11-19,Price,Price on NSE,263.66,
2010-11-26,Price,Price on NSE,254.77,
2010-12-03,Price,Price on NSE,267.01,
2010-12-10,Price,Price on NSE,266.47,
2010-12-16,Price,Price on NSE,270.62,
2010-12-24,Price,Price on NSE,288.78,
2010-12-31,Price,Price on NSE,287.87,
2011-01-07,Price,Price on NSE,277.58,
2011-01-14,Price,Price on NSE,272.59,
2011-01-21,Price,Price on NSE,266.35,
2011-01-28,Price,Price on NSE,257.91,
2011-02-04,Price,Price on NSE,248.63,
2011-02-11,Price,Price on NSE,249.86,
2011-02-18,Price,Price on NSE,259.91,
2011-02-25,Price,Price on NSE,240.65,
2011-03-04,Price,Price on NSE,250.83,
2011-03-11,Price,Price on NSE,252.97,
2011-03-18,Price,Price on NSE,254.63,
2011-03-25,Price,Price on NSE,252.93,
2011-04-01,Price,Price on NSE,252.06,
2011-04-08,Price,Price on NSE,256.04,
2011-04-15,Price,Price on NSE,262.09,
2011-04-21,Price,Price on NSE,259.13,
2011-04-29,Price,Price on NSE,277.46,
2011-05-06,Price,Price on NSE,270.02,
2011-05-13,Price,Price on NSE,276.84,
2011-05-20,Price,Price on NSE,290.98,
2011-05-27,Price,Price on NSE,300.64,
2011-06-03,Price,Price on NSE,316.78,
2011-06-10,Price,Price on NSE,310.09,
2011-06-17,Price,Price on NSE,300.28,
2011-06-24,Price,Price on NSE,297.98,
2011-07-01,Price,Price on NSE,331.40,
2011-07-08,Price,Price on NSE,315.86,
2011-07-15,Price,Price on NSE,318.06,
2011-07-22,Price,Price on NSE,311.09,
2011-07-29,Price,Price on NSE,313.40,
2011-08-05,Price,Price on NSE,305.89,
2011-08-12,Price,Price on NSE,322.91,
2011-08-19,Price,Price on NSE,317.54,
2011-08-26,Price,Price on NSE,326.32,
2011-09-02,Price,Price on NSE,326.02,
2011-09-09,Price,Price on NSE,318.87,
2011-09-16,Price,Price on NSE,303.89,
2011-09-23,Price,Price on NSE,309.04,
2011-09-30,Price,Price on NSE,315.76,
2011-10-07,Price,Price on NSE,312.89,
2011-10-14,Price,Price on NSE,314.64,
2011-10-21,Price,Price on NSE,301.55,
2011-10-28,Price,Price on NSE,306.12,
2011-11-04,Price,Price on NSE,322.60,
2011-11-11,Price,Price on NSE,305.72,
2011-11-18,Price,Price on NSE,304.92,
2011-11-25,Price,Price on NSE,294.28,
2011-12-02,Price,Price on NSE,285.85,
2011-12-09,Price,Price on NSE,283.03,
2011-12-16,Price,Price on NSE,271.27,
2011-12-23,Price,Price on NSE,266.33,
2011-12-30,Price,Price on NSE,259.24,
2012-01-07,Price,Price on NSE,266.28,
2012-01-13,Price,Price on NSE,277.21,
2012-01-20,Price,Price on NSE,273.25,
2012-01-27,Price,Price on NSE,291.64,
2012-02-03,Price,Price on NSE,295.03,
2012-02-10,Price,Price on NSE,309.95,
2012-02-17,Price,Price on NSE,305.45,
2012-02-24,Price,Price on NSE,306.71,
2012-03-03,Price,Price on NSE,313.40,
2012-03-09,Price,Price on NSE,317.15,
2012-03-16,Price,Price on NSE,321.01,
2012-03-23,Price,Price on NSE,311.16,
2012-03-30,Price,Price on NSE,324.20,
2012-04-04,Price,Price on NSE,332.35,
2012-04-13,Price,Price on NSE,330.11,
2012-04-20,Price,Price on NSE,334.06,
2012-04-28,Price,Price on NSE,354.81,
2012-05-04,Price,Price on NSE,361.54,
2012-05-11,Price,Price on NSE,362.39,
2012-05-18,Price,Price on NSE,370.11,
2012-05-25,Price,Price on NSE,376.59,
2012-06-01,Price,Price on NSE,377.98,
2012-06-08,Price,Price on NSE,382.53,
2012-06-15,Price,Price on NSE,388.62,
2012-06-22,Price,Price on NSE,389.13,
2012-06-29,Price,Price on NSE,388.86,
2012-07-06,Price,Price on NSE,371.45,
2012-07-13,Price,Price on NSE,370.83,
2012-07-20,Price,Price on NSE,371.73,
2012-07-27,Price,Price on NSE,350.61,
2012-08-03,Price,Price on NSE,375.73,
2012-08-10,Price,Price on NSE,371.34,
2012-08-17,Price,Price on NSE,367.86,
2012-08-24,Price,Price on NSE,367.66,
2012-08-31,Price,Price on NSE,364.07,
2012-09-08,Price,Price on NSE,375.80,
2012-09-14,Price,Price on NSE,390.14,
2012-09-21,Price,Price on NSE,394.66,
2012-09-28,Price,Price on NSE,393.48,
2012-10-05,Price,Price on NSE,381.13,
2012-10-12,Price,Price on NSE,389.90,
2012-10-19,Price,Price on NSE,388.17,
2012-10-26,Price,Price on NSE,392.35,
2012-11-02,Price,Price on NSE,390.33,
2012-11-09,Price,Price on NSE,411.43,
2012-11-16,Price,Price on NSE,395.11,
2012-11-23,Price,Price on NSE,405.41,
2012-11-30,Price,Price on NSE,433.04,
2012-12-07,Price,Price on NSE,431.26,
2012-12-14,Price,Price on NSE,428.08,
2012-12-21,Price,Price on NSE,435.62,
2012-12-28,Price,Price on NSE,439.47,
2013-01-04,Price,Price on NSE,440.20,
2013-01-11,Price,Price on NSE,429.95,
2013-01-18,Price,Price on NSE,431.11,
2013-01-25,Price,Price on NSE,440.57,
2013-02-01,Price,Price on NSE,454.26,
2013-02-08,Price,Price on NSE,452.35,
2013-02-15,Price,Price on NSE,454.24,
2013-02-22,Price,Price on NSE,453.73,
2013-03-01,Price,Price on NSE,435.91,
2013-03-08,Price,Price on NSE,466.66,
2013-03-15,Price,Price on NSE,500.73,
2013-03-22,Price,Price on NSE,495.37,
2013-03-28,Price,Price on NSE,491.73,
2013-04-05,Price,Price on NSE,476.76,
2013-04-12,Price,Price on NSE,466.20,
2013-04-18,Price,Price on NSE,464.95,
2013-04-26,Price,Price on NSE,470.56,
2013-05-03,Price,Price on NSE,469.53,
2013-05-11,Price,Price on NSE,471.63,
2013-05-17,Price,Price on NSE,481.28,
2013-05-24,Price,Price on NSE,480.50,
2013-05-31,Price,Price on NSE,486.31,
2013-06-07,Price,Price on NSE,457.68,
2013-06-14,Price,Price on NSE,455.95,
2013-06-21,Price,Price on NSE,455.77,
2013-06-28,Price,Price on NSE,463.65,
2013-07-05,Price,Price on NSE,466.88,
2013-07-12,Price,Price on NSE,482.67,
2013-07-19,Price,Price on NSE,516.54,
2013-07-26,Price,Price on NSE,507.56,
2013-08-02,Price,Price on NSE,497.45,
2013-08-08,Price,Price on NSE,430.80,
2013-08-16,Price,Price on NSE,418.70,
2013-08-23,Price,Price on NSE,420.05,
2013-08-30,Price,Price on NSE,420.95,
2013-09-06,Price,Price on NSE,425.10,
2013-09-13,Price,Price on NSE,442.35,
2013-09-20,Price,Price on NSE,488.15,
2013-09-27,Price,Price on NSE,469.80,
2013-10-04,Price,Price on NSE,467.10,
2013-10-11,Price,Price on NSE,485.05,
2013-10-18,Price,Price on NSE,486.90,
2013-10-25,Price,Price on NSE,513.70,
2013-11-03,Price,Price on NSE,538.15,
2013-11-08,Price,Price on NSE,556.60,
2013-11-14,Price,Price on NSE,513.15,
2013-11-22,Price,Price on NSE,508.10,
2013-11-29,Price,Price on NSE,503.65,
2013-12-06,Price,Price on NSE,504.75,
2013-12-13,Price,Price on NSE,494.10,
2013-12-20,Price,Price on NSE,489.60,
2013-12-27,Price,Price on NSE,485.10,
2014-01-03,Price,Price on NSE,489.50,
2014-01-10,Price,Price on NSE,492.00,
2014-01-17,Price,Price on NSE,491.55,
2014-01-24,Price,Price on NSE,478.10,
2014-01-31,Price,Price on NSE,471.70,
2014-02-07,Price,Price on NSE,490.50,
2014-02-14,Price,Price on NSE,472.80,
2014-02-21,Price,Price on NSE,464.00,
2014-02-28,Price,Price on NSE,473.00,
2014-03-07,Price,Price on NSE,481.00,
2014-03-14,Price,Price on NSE,495.50,
2014-03-22,Price,Price on NSE,506.85,
2014-03-28,Price,Price on NSE,539.85,
2014-04-04,Price,Price on NSE,530.70,
2014-04-11,Price,Price on NSE,543.70,
2014-04-17,Price,Price on NSE,543.75,
2014-04-25,Price,Price on NSE,514.95,
2014-05-02,Price,Price on NSE,511.45,
2014-05-09,Price,Price on NSE,521.15,
2014-05-16,Price,Price on NSE,536.50,
2014-05-23,Price,Price on NSE,540.55,
2014-05-30,Price,Price on NSE,507.60,
2014-06-06,Price,Price on NSE,505.35,
2014-06-13,Price,Price on NSE,542.20,
2014-06-20,Price,Price on NSE,568.45,
2014-06-27,Price,Price on NSE,584.70,
2014-07-04,Price,Price on NSE,588.65,
2014-07-11,Price,Price on NSE,568.85,
2014-07-18,Price,Price on NSE,580.45,
2014-07-25,Price,Price on NSE,637.40,
2014-08-01,Price,Price on NSE,624.50,
2014-08-08,Price,Price on NSE,617.95,
2014-08-14,Price,Price on NSE,617.80,
2014-08-22,Price,Price on NSE,610.20,
2014-08-28,Price,Price on NSE,624.20,
2014-09-05,Price,Price on NSE,647.05,
2014-09-12,Price,Price on NSE,671.80,
2014-09-19,Price,Price on NSE,669.50,
2014-09-26,Price,Price on NSE,627.40,
2014-10-01,Price,Price on NSE,631.70,
2014-10-10,Price,Price on NSE,663.25,
2014-10-17,Price,Price on NSE,640.10,
2014-10-23,Price,Price on NSE,652.45,
2014-10-31,Price,Price on NSE,657.00,
2014-11-07,Price,Price on NSE,646.10,
2014-11-14,Price,Price on NSE,672.20,
2014-11-21,Price,Price on NSE,692.15,
2014-11-28,Price,Price on NSE,744.70,
2014-12-05,Price,Price on NSE,784.65,
2014-12-12,Price,Price on NSE,774.30,
2014-12-19,Price,Price on NSE,733.00,
2014-12-26,Price,Price on NSE,727.05,
2015-01-02,Price,Price on NSE,775.05,
2015-01-09,Price,Price on NSE,812.50,
2015-01-16,Price,Price on NSE,843.45,
2015-01-23,Price,Price on NSE,862.10,
2015-01-30,Price,Price on NSE,857.75,
2015-02-06,Price,Price on NSE,797.65,
2015-02-13,Price,Price on NSE,826.75,
2015-02-20,Price,Price on NSE,825.70,
2015-02-28,Price,Price on NSE,818.60,
2015-03-05,Price,Price on NSE,833.90,
2015-03-13,Price,Price on NSE,808.40,
2015-03-20,Price,Price on NSE,809.95,
2015-03-27,Price,Price on NSE,778.15,
2015-04-01,Price,Price on NSE,821.70,
2015-04-10,Price,Price on NSE,859.45,
2015-04-17,Price,Price on NSE,816.80,
2015-04-24,Price,Price on NSE,771.35,
2015-04-30,Price,Price on NSE,762.45,
2015-05-08,Price,Price on NSE,759.40,
2015-05-15,Price,Price on NSE,790.30,
2015-05-22,Price,Price on NSE,775.40,
2015-05-29,Price,Price on NSE,787.05,
2015-06-05,Price,Price on NSE,758.80,
2015-06-12,Price,Price on NSE,705.65,
2015-06-19,Price,Price on NSE,740.00,
2015-06-26,Price,Price on NSE,750.25,
2015-07-03,Price,Price on NSE,772.70,
2015-07-10,Price,Price on NSE,795.30,
2015-07-17,Price,Price on NSE,825.40,
2015-07-24,Price,Price on NSE,849.00,
2015-07-31,Price,Price on NSE,882.80,
2015-08-07,Price,Price on NSE,898.65,
2015-08-14,Price,Price on NSE,895.25,
2015-08-21,Price,Price on NSE,886.75,
2015-08-28,Price,Price on NSE,858.25,
2015-09-04,Price,Price on NSE,812.85,
2015-09-11,Price,Price on NSE,816.15,
2015-09-18,Price,Price on NSE,841.05,
2015-09-24,Price,Price on NSE,806.35,
2015-10-01,Price,Price on NSE,839.65,
2015-10-09,Price,Price on NSE,853.80,
2015-10-16,Price,Price on NSE,882.50,
2015-10-23,Price,Price on NSE,858.60,
2015-10-30,Price,Price on NSE,830.65,
2015-11-06,Price,Price on NSE,801.20,
2015-11-13,Price,Price on NSE,800.40,
2015-11-20,Price,Price on NSE,829.20,
2015-11-27,Price,Price on NSE,859.10,
2015-12-04,Price,Price on NSE,834.70,
2015-12-11,Price,Price on NSE,858.40,
2015-12-18,Price,Price on NSE,879.45,
2015-12-24,Price,Price on NSE,881.80,
2016-01-01,Price,Price on NSE,878.75,
2016-01-08,Price,Price on NSE,874.60,
2016-01-15,Price,Price on NSE,879.25,
2016-01-22,Price,Price on NSE,869.95,
2016-01-29,Price,Price on NSE,869.90,
2016-02-05,Price,Price on NSE,899.25,
2016-02-12,Price,Price on NSE,854.90,
2016-02-19,Price,Price on NSE,854.70,
2016-02-26,Price,Price on NSE,862.55,
2016-03-04,Price,Price on NSE,865.80,
2016-03-11,Price,Price on NSE,898.35,
2016-03-18,Price,Price on NSE,875.35,
2016-03-23,Price,Price on NSE,850.00,
2016-04-01,Price,Price on NSE,870.00,
2016-04-08,Price,Price on NSE,851.55,
2016-04-13,Price,Price on NSE,874.35,
2016-04-22,Price,Price on NSE,871.55,
2016-04-29,Price,Price on NSE,866.25,
