date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,11.83,
2005-04-08,Price,Price on NSE,11.99,
2005-04-15,Price,Price on NSE,11.32,
2005-04-22,Price,Price on NSE,11.82,
2005-04-29,Price,Price on NSE,10.87,
2005-05-06,Price,Price on NSE,12.40,
2005-05-13,Price,Price on NSE,12.38,
2005-05-20,Price,Price on NSE,12.57,
2005-05-27,Price,Price on NSE,13.11,
2005-06-04,Price,Price on NSE,12.80,
2005-06-10,Price,Price on NSE,12.83,
2005-06-17,Price,Price on NSE,12.61,
2005-06-24,Price,Price on NSE,12.82,
2005-07-01,Price,Price on NSE,12.49,
2005-07-08,Price,Price on NSE,14.96,
2005-07-15,Price,Price on NSE,13.99,
2005-07-22,Price,Price on NSE,14.22,
2005-07-29,Price,Price on NSE,13.98,
2005-08-05,Price,Price on NSE,15.34,
2005-08-12,Price,Price on NSE,14.64,
2005-08-19,Price,Price on NSE,14.16,
2005-08-26,Price,Price on NSE,13.98,
2005-09-02,Price,Price on NSE,14.18,
2005-09-09,Price,Price on NSE,13.99,
2005-09-16,Price,Price on NSE,14.48,
2005-09-23,Price,Price on NSE,13.70,
2005-09-30,Price,Price on NSE,14.38,
2005-10-07,Price,Price on NSE,14.73,
2005-10-14,Price,Price on NSE,13.96,
2005-10-21,Price,Price on NSE,12.98,
2005-10-28,Price,Price on NSE,11.93,
2005-11-02,Price,Price on NSE,12.41,
2005-11-11,Price,Price on NSE,13.31,
2005-11-18,Price,Price on NSE,13.09,
2005-11-26,Price,Price on NSE,13.12,
2005-12-02,Price,Price on NSE,13.87,
2005-12-09,Price,Price on NSE,13.77,
2005-12-16,Price,Price on NSE,13.67,
2005-12-23,Price,Price on NSE,13.70,
2005-12-30,Price,Price on NSE,13.94,
2006-01-06,Price,Price on NSE,14.22,
2006-01-13,Price,Price on NSE,13.48,
2006-01-20,Price,Price on NSE,14.66,
2006-01-27,Price,Price on NSE,14.15,
2006-02-03,Price,Price on NSE,13.31,
2006-02-10,Price,Price on NSE,13.73,
2006-02-17,Price,Price on NSE,13.28,
2006-02-24,Price,Price on NSE,13.35,
2006-03-03,Price,Price on NSE,13.25,
2006-03-10,Price,Price on NSE,14.09,
2006-03-17,Price,Price on NSE,13.55,
2006-03-24,Price,Price on NSE,14.84,
2006-03-31,Price,Price on NSE,15.43,
2006-04-07,Price,Price on NSE,15.45,
2006-04-13,Price,Price on NSE,15.06,
2006-04-21,Price,Price on NSE,15.66,
2006-04-29,Price,Price on NSE,15.93,
2006-05-05,Price,Price on NSE,16.29,
2006-05-12,Price,Price on NSE,16.20,
2006-05-19,Price,Price on NSE,15.11,
2006-05-26,Price,Price on NSE,14.51,
2006-06-02,Price,Price on NSE,14.27,
2006-06-09,Price,Price on NSE,12.23,
2006-06-16,Price,Price on NSE,12.05,
2006-06-25,Price,Price on NSE,12.51,
2006-06-30,Price,Price on NSE,12.72,
2006-07-07,Price,Price on NSE,12.55,
2006-07-14,Price,Price on NSE,13.10,
2006-07-21,Price,Price on NSE,12.87,
2006-07-28,Price,Price on NSE,13.38,
2006-08-04,Price,Price on NSE,13.69,
2006-08-11,Price,Price on NSE,14.15,
2006-08-18,Price,Price on NSE,14.37,
2006-08-25,Price,Price on NSE,14.42,
2006-09-01,Price,Price on NSE,15.19,
2006-09-08,Price,Price on NSE,15.14,
2006-09-15,Price,Price on NSE,16.03,
2006-09-22,Price,Price on NSE,16.00,
2006-09-29,Price,Price on NSE,16.18,
2006-10-06,Price,Price on NSE,16.56,
2006-10-13,Price,Price on NSE,16.32,
2006-10-21,Price,Price on NSE,16.32,
2006-10-27,Price,Price on NSE,17.20,
2006-11-03,Price,Price on NSE,16.67,
2006-11-10,Price,Price on NSE,16.34,
2006-11-17,Price,Price on NSE,16.58,
2006-11-24,Price,Price on NSE,16.59,
2006-12-01,Price,Price on NSE,17.09,
2006-12-08,Price,Price on NSE,17.39,
2006-12-15,Price,Price on NSE,16.50,
2006-12-22,Price,Price on NSE,17.19,
2006-12-29,Price,Price on NSE,16.74,
2007-01-05,Price,Price on NSE,16.82,
2007-01-12,Price,Price on NSE,19.47,
2007-01-19,Price,Price on NSE,19.86,
2007-01-25,Price,Price on NSE,19.59,
2007-02-02,Price,Price on NSE,20.14,
2007-02-09,Price,Price on NSE,19.18,
2007-02-15,Price,Price on NSE,18.09,
2007-02-23,Price,Price on NSE,17.23,
2007-03-02,Price,Price on NSE,16.76,
2007-03-09,Price,Price on NSE,15.95,
2007-03-16,Price,Price on NSE,15.75,
2007-03-23,Price,Price on NSE,16.98,
2007-03-30,Price,Price on NSE,16.52,
2007-04-05,Price,Price on NSE,16.60,
2007-04-13,Price,Price on NSE,17.98,
2007-04-20,Price,Price on NSE,18.34,
2007-04-27,Price,Price on NSE,18.40,
2007-05-04,Price,Price on NSE,18.62,
2007-05-11,Price,Price on NSE,20.08,
2007-05-18,Price,Price on NSE,21.30,
2007-05-25,Price,Price on NSE,21.08,
2007-06-01,Price,Price on NSE,20.68,
2007-06-08,Price,Price on NSE,20.84,
2007-06-15,Price,Price on NSE,21.79,
2007-06-22,Price,Price on NSE,22.64,
2007-06-29,Price,Price on NSE,23.06,
2007-07-06,Price,Price on NSE,23.09,
2007-07-13,Price,Price on NSE,24.96,
2007-07-20,Price,Price on NSE,24.49,
2007-07-27,Price,Price on NSE,25.51,
2007-08-03,Price,Price on NSE,28.11,
2007-08-10,Price,Price on NSE,25.28,
2007-08-17,Price,Price on NSE,24.71,
2007-08-24,Price,Price on NSE,23.51,
2007-08-31,Price,Price on NSE,26.46,
2007-09-07,Price,Price on NSE,27.29,
2007-09-14,Price,Price on NSE,26.80,
2007-09-21,Price,Price on NSE,26.97,
2007-09-28,Price,Price on NSE,28.45,
2007-10-05,Price,Price on NSE,28.29,
2007-10-12,Price,Price on NSE,28.92,
2007-10-19,Price,Price on NSE,27.81,
2007-10-26,Price,Price on NSE,29.68,
2007-11-02,Price,Price on NSE,30.21,
2007-11-09,Price,Price on NSE,34.10,
2007-11-16,Price,Price on NSE,36.19,
2007-11-23,Price,Price on NSE,33.72,
2007-11-30,Price,Price on NSE,31.56,
2007-12-07,Price,Price on NSE,32.68,
2007-12-14,Price,Price on NSE,32.71,
2007-12-20,Price,Price on NSE,32.09,
2007-12-28,Price,Price on NSE,33.50,
2008-01-04,Price,Price on NSE,34.50,
2008-01-11,Price,Price on NSE,34.35,
2008-01-18,Price,Price on NSE,33.48,
2008-01-25,Price,Price on NSE,33.54,
2008-02-01,Price,Price on NSE,30.80,
2008-02-08,Price,Price on NSE,30.63,
2008-02-15,Price,Price on NSE,29.53,
2008-02-22,Price,Price on NSE,29.44,
2008-02-29,Price,Price on NSE,29.70,
2008-03-07,Price,Price on NSE,27.34,
2008-03-14,Price,Price on NSE,24.22,
2008-03-19,Price,Price on NSE,21.00,
2008-03-28,Price,Price on NSE,22.37,
2008-04-04,Price,Price on NSE,21.70,
2008-04-11,Price,Price on NSE,23.22,
2008-04-17,Price,Price on NSE,24.35,
2008-04-25,Price,Price on NSE,24.64,
2008-05-02,Price,Price on NSE,25.34,
2008-05-09,Price,Price on NSE,24.54,
2008-05-16,Price,Price on NSE,23.95,
2008-05-23,Price,Price on NSE,23.61,
2008-05-30,Price,Price on NSE,21.93,
2008-06-06,Price,Price on NSE,20.70,
2008-06-13,Price,Price on NSE,19.59,
2008-06-20,Price,Price on NSE,19.92,
2008-06-27,Price,Price on NSE,18.36,
2008-07-04,Price,Price on NSE,18.38,
2008-07-11,Price,Price on NSE,17.32,
2008-07-18,Price,Price on NSE,17.44,
2008-07-25,Price,Price on NSE,20.09,
2008-08-01,Price,Price on NSE,20.32,
2008-08-08,Price,Price on NSE,22.27,
2008-08-14,Price,Price on NSE,21.50,
2008-08-22,Price,Price on NSE,20.92,
2008-08-29,Price,Price on NSE,21.46,
2008-09-05,Price,Price on NSE,22.61,
2008-09-12,Price,Price on NSE,21.90,
2008-09-19,Price,Price on NSE,21.95,
2008-09-26,Price,Price on NSE,20.62,
2008-10-03,Price,Price on NSE,20.32,
2008-10-10,Price,Price on NSE,17.45,
2008-10-17,Price,Price on NSE,16.46,
2008-10-24,Price,Price on NSE,13.60,
2008-10-31,Price,Price on NSE,12.88,
2008-11-07,Price,Price on NSE,14.78,
2008-11-14,Price,Price on NSE,14.51,
2008-11-21,Price,Price on NSE,13.37,
2008-11-28,Price,Price on NSE,13.42,
2008-12-05,Price,Price on NSE,13.36,
2008-12-12,Price,Price on NSE,13.89,
2008-12-19,Price,Price on NSE,14.76,
2008-12-26,Price,Price on NSE,15.71,
2009-01-02,Price,Price on NSE,16.89,
2009-01-09,Price,Price on NSE,16.01,
2009-01-16,Price,Price on NSE,15.58,
2009-01-23,Price,Price on NSE,14.05,
2009-01-30,Price,Price on NSE,14.04,
2009-02-06,Price,Price on NSE,14.22,
2009-02-13,Price,Price on NSE,14.52,
2009-02-20,Price,Price on NSE,13.27,
2009-02-27,Price,Price on NSE,12.42,
2009-03-06,Price,Price on NSE,11.93,
2009-03-13,Price,Price on NSE,11.98,
2009-03-20,Price,Price on NSE,13.27,
2009-03-27,Price,Price on NSE,14.70,
2009-04-02,Price,Price on NSE,14.93,
2009-04-09,Price,Price on NSE,16.76,
2009-04-17,Price,Price on NSE,17.30,
2009-04-24,Price,Price on NSE,17.81,
2009-04-29,Price,Price on NSE,18.73,
2009-05-08,Price,Price on NSE,17.20,
2009-05-15,Price,Price on NSE,19.30,
2009-05-22,Price,Price on NSE,22.87,
2009-05-29,Price,Price on NSE,24.84,
2009-06-05,Price,Price on NSE,25.23,
2009-06-12,Price,Price on NSE,24.59,
2009-06-19,Price,Price on NSE,24.30,
2009-06-26,Price,Price on NSE,24.57,
2009-07-03,Price,Price on NSE,24.79,
2009-07-10,Price,Price on NSE,22.08,
2009-07-17,Price,Price on NSE,23.15,
2009-07-24,Price,Price on NSE,24.62,
2009-07-31,Price,Price on NSE,24.03,
2009-08-07,Price,Price on NSE,22.50,
2009-08-14,Price,Price on NSE,22.70,
2009-08-21,Price,Price on NSE,21.78,
2009-08-28,Price,Price on NSE,21.49,
2009-09-04,Price,Price on NSE,22.78,
2009-09-11,Price,Price on NSE,23.29,
2009-09-18,Price,Price on NSE,24.59,
2009-09-25,Price,Price on NSE,25.04,
2009-10-01,Price,Price on NSE,24.86,
2009-10-09,Price,Price on NSE,22.38,
2009-10-17,Price,Price on NSE,25.64,
2009-10-23,Price,Price on NSE,26.08,
2009-10-30,Price,Price on NSE,24.01,
2009-11-06,Price,Price on NSE,22.73,
2009-11-13,Price,Price on NSE,23.20,
2009-11-20,Price,Price on NSE,23.76,
2009-11-27,Price,Price on NSE,23.10,
2009-12-04,Price,Price on NSE,24.32,
2009-12-11,Price,Price on NSE,24.59,
2009-12-18,Price,Price on NSE,23.94,
2009-12-24,Price,Price on NSE,24.20,
2009-12-31,Price,Price on NSE,23.56,
2010-01-08,Price,Price on NSE,24.81,
2010-01-15,Price,Price on NSE,26.16,
2010-01-22,Price,Price on NSE,27.01,
2010-01-29,Price,Price on NSE,25.51,
2010-02-06,Price,Price on NSE,25.23,
2010-02-11,Price,Price on NSE,25.04,
2010-02-19,Price,Price on NSE,25.14,
2010-02-26,Price,Price on NSE,25.84,
2010-03-05,Price,Price on NSE,26.20,
2010-03-12,Price,Price on NSE,26.52,
2010-03-19,Price,Price on NSE,25.76,
2010-03-26,Price,Price on NSE,25.85,
2010-04-01,Price,Price on NSE,26.50,
2010-04-09,Price,Price on NSE,28.21,
2010-04-16,Price,Price on NSE,27.75,
2010-04-23,Price,Price on NSE,29.21,
2010-04-30,Price,Price on NSE,29.23,
2010-05-07,Price,Price on NSE,27.98,
2010-05-14,Price,Price on NSE,28.07,
2010-05-21,Price,Price on NSE,31.21,
2010-05-28,Price,Price on NSE,33.08,
2010-06-04,Price,Price on NSE,34.17,
2010-06-11,Price,Price on NSE,33.20,
2010-06-18,Price,Price on NSE,32.72,
2010-06-25,Price,Price on NSE,31.81,
2010-07-02,Price,Price on NSE,33.00,
2010-07-09,Price,Price on NSE,36.03,
2010-07-16,Price,Price on NSE,35.68,
2010-07-23,Price,Price on NSE,35.51,
2010-07-30,Price,Price on NSE,34.63,
2010-08-06,Price,Price on NSE,32.86,
2010-08-13,Price,Price on NSE,33.02,
2010-08-20,Price,Price on NSE,35.42,
2010-08-27,Price,Price on NSE,34.52,
2010-09-03,Price,Price on NSE,34.65,
2010-09-09,Price,Price on NSE,37.24,
2010-09-17,Price,Price on NSE,37.54,
2010-09-24,Price,Price on NSE,38.85,
2010-10-01,Price,Price on NSE,39.88,
2010-10-08,Price,Price on NSE,41.58,
2010-10-15,Price,Price on NSE,43.16,
2010-10-22,Price,Price on NSE,47.72,
2010-10-29,Price,Price on NSE,47.20,
2010-11-05,Price,Price on NSE,49.56,
2010-11-12,Price,Price on NSE,43.95,
2010-11-19,Price,Price on NSE,44.58,
2010-11-26,Price,Price on NSE,44.37,
2010-12-03,Price,Price on NSE,46.03,
2010-12-10,Price,Price on NSE,40.71,
2010-12-16,Price,Price on NSE,40.28,
2010-12-24,Price,Price on NSE,39.32,
2010-12-31,Price,Price on NSE,39.73,
2011-01-07,Price,Price on NSE,37.37,
2011-01-14,Price,Price on NSE,37.40,
2011-01-21,Price,Price on NSE,37.92,
2011-01-28,Price,Price on NSE,34.84,
2011-02-04,Price,Price on NSE,34.73,
2011-02-11,Price,Price on NSE,36.80,
2011-02-18,Price,Price on NSE,37.39,
2011-02-25,Price,Price on NSE,33.46,
2011-03-04,Price,Price on NSE,37.01,
2011-03-11,Price,Price on NSE,36.52,
2011-03-18,Price,Price on NSE,37.29,
2011-03-25,Price,Price on NSE,38.54,
2011-04-01,Price,Price on NSE,42.03,
2011-04-08,Price,Price on NSE,42.33,
2011-04-15,Price,Price on NSE,44.49,
2011-04-21,Price,Price on NSE,44.12,
2011-04-29,Price,Price on NSE,42.00,
2011-05-06,Price,Price on NSE,40.27,
2011-05-13,Price,Price on NSE,43.93,
2011-05-20,Price,Price on NSE,43.27,
2011-05-27,Price,Price on NSE,43.78,
2011-06-03,Price,Price on NSE,44.46,
2011-06-10,Price,Price on NSE,45.78,
2011-06-17,Price,Price on NSE,43.98,
2011-06-24,Price,Price on NSE,43.58,
2011-07-01,Price,Price on NSE,45.11,
2011-07-08,Price,Price on NSE,46.06,
2011-07-15,Price,Price on NSE,45.75,
2011-07-22,Price,Price on NSE,45.80,
2011-07-29,Price,Price on NSE,42.65,
2011-08-05,Price,Price on NSE,39.03,
2011-08-12,Price,Price on NSE,39.03,
2011-08-19,Price,Price on NSE,35.75,
2011-08-26,Price,Price on NSE,33.39,
2011-09-02,Price,Price on NSE,36.65,
2011-09-09,Price,Price on NSE,38.55,
2011-09-16,Price,Price on NSE,37.14,
2011-09-23,Price,Price on NSE,35.98,
2011-09-30,Price,Price on NSE,36.82,
2011-10-07,Price,Price on NSE,35.16,
2011-10-14,Price,Price on NSE,38.74,
2011-10-21,Price,Price on NSE,38.33,
2011-10-28,Price,Price on NSE,41.17,
2011-11-04,Price,Price on NSE,41.83,
2011-11-11,Price,Price on NSE,40.17,
2011-11-18,Price,Price on NSE,37.59,
2011-11-25,Price,Price on NSE,35.12,
2011-12-02,Price,Price on NSE,39.64,
2011-12-09,Price,Price on NSE,38.90,
2011-12-16,Price,Price on NSE,37.56,
2011-12-23,Price,Price on NSE,35.21,
2011-12-30,Price,Price on NSE,33.68,
2012-01-07,Price,Price on NSE,36.14,
2012-01-13,Price,Price on NSE,36.37,
2012-01-20,Price,Price on NSE,38.21,
2012-01-27,Price,Price on NSE,40.45,
2012-02-03,Price,Price on NSE,40.37,
2012-02-10,Price,Price on NSE,41.69,
2012-02-17,Price,Price on NSE,44.44,
2012-02-24,Price,Price on NSE,40.87,
2012-03-03,Price,Price on NSE,41.55,
2012-03-09,Price,Price on NSE,41.55,
2012-03-16,Price,Price on NSE,42.92,
2012-03-23,Price,Price on NSE,42.75,
2012-03-30,Price,Price on NSE,42.65,
2012-04-04,Price,Price on NSE,44.00,
2012-04-13,Price,Price on NSE,42.82,
2012-04-20,Price,Price on NSE,42.92,
2012-04-28,Price,Price on NSE,41.57,
2012-05-04,Price,Price on NSE,41.37,
2012-05-11,Price,Price on NSE,41.54,
2012-05-18,Price,Price on NSE,40.30,
2012-05-25,Price,Price on NSE,41.41,
2012-06-01,Price,Price on NSE,41.37,
2012-06-08,Price,Price on NSE,43.09,
2012-06-15,Price,Price on NSE,42.44,
2012-06-22,Price,Price on NSE,43.72,
2012-06-29,Price,Price on NSE,44.86,
2012-07-06,Price,Price on NSE,45.14,
2012-07-13,Price,Price on NSE,43.46,
2012-07-20,Price,Price on NSE,41.65,
2012-07-27,Price,Price on NSE,39.95,
2012-08-03,Price,Price on NSE,40.54,
2012-08-10,Price,Price on NSE,42.34,
2012-08-17,Price,Price on NSE,43.71,
2012-08-24,Price,Price on NSE,42.59,
2012-08-31,Price,Price on NSE,40.65,
2012-09-08,Price,Price on NSE,40.63,
2012-09-14,Price,Price on NSE,41.09,
2012-09-21,Price,Price on NSE,44.64,
2012-09-28,Price,Price on NSE,44.70,
2012-10-05,Price,Price on NSE,45.78,
2012-10-12,Price,Price on NSE,48.19,
2012-10-19,Price,Price on NSE,48.29,
2012-10-26,Price,Price on NSE,48.91,
2012-11-02,Price,Price on NSE,47.50,
2012-11-09,Price,Price on NSE,47.22,
2012-11-16,Price,Price on NSE,45.94,
2012-11-23,Price,Price on NSE,46.18,
2012-11-30,Price,Price on NSE,48.18,
2012-12-07,Price,Price on NSE,48.23,
2012-12-14,Price,Price on NSE,48.20,
2012-12-21,Price,Price on NSE,51.87,
2012-12-28,Price,Price on NSE,53.96,
2013-01-04,Price,Price on NSE,52.69,
2013-01-11,Price,Price on NSE,50.72,
2013-01-18,Price,Price on NSE,50.30,
2013-01-25,Price,Price on NSE,50.67,
2013-02-01,Price,Price on NSE,51.06,
2013-02-08,Price,Price on NSE,51.62,
2013-02-15,Price,Price on NSE,50.45,
2013-02-22,Price,Price on NSE,49.64,
2013-03-01,Price,Price on NSE,48.99,
2013-03-08,Price,Price on NSE,49.33,
2013-03-15,Price,Price on NSE,48.99,
2013-03-22,Price,Price on NSE,48.27,
2013-03-28,Price,Price on NSE,48.07,
2013-04-05,Price,Price on NSE,46.53,
2013-04-12,Price,Price on NSE,44.07,
2013-04-18,Price,Price on NSE,45.22,
2013-04-26,Price,Price on NSE,46.15,
2013-05-03,Price,Price on NSE,44.74,
2013-05-11,Price,Price on NSE,45.55,
2013-05-17,Price,Price on NSE,47.66,
2013-05-24,Price,Price on NSE,45.09,
2013-05-31,Price,Price on NSE,45.04,
2013-06-07,Price,Price on NSE,44.92,
2013-06-14,Price,Price on NSE,42.42,
2013-06-21,Price,Price on NSE,41.61,
2013-06-28,Price,Price on NSE,40.93,
2013-07-05,Price,Price on NSE,39.63,
2013-07-12,Price,Price on NSE,39.59,
2013-07-19,Price,Price on NSE,38.22,
2013-07-26,Price,Price on NSE,34.77,
2013-08-02,Price,Price on NSE,34.95,
2013-08-08,Price,Price on NSE,31.80,
2013-08-16,Price,Price on NSE,31.01,
2013-08-23,Price,Price on NSE,28.56,
2013-08-30,Price,Price on NSE,25.62,
2013-09-06,Price,Price on NSE,28.08,
2013-09-13,Price,Price on NSE,30.07,
2013-09-20,Price,Price on NSE,30.53,
2013-09-27,Price,Price on NSE,29.63,
2013-10-04,Price,Price on NSE,28.92,
2013-10-11,Price,Price on NSE,32.62,
2013-10-18,Price,Price on NSE,35.68,
2013-10-25,Price,Price on NSE,40.15,
2013-11-03,Price,Price on NSE,41.73,
2013-11-08,Price,Price on NSE,39.03,
2013-11-14,Price,Price on NSE,37.83,
2013-11-22,Price,Price on NSE,38.83,
2013-11-29,Price,Price on NSE,39.43,
2013-12-06,Price,Price on NSE,39.48,
2013-12-13,Price,Price on NSE,38.53,
2013-12-20,Price,Price on NSE,39.78,
2013-12-27,Price,Price on NSE,42.18,
2014-01-03,Price,Price on NSE,41.98,
2014-01-10,Price,Price on NSE,38.95,
2014-01-17,Price,Price on NSE,39.73,
2014-01-24,Price,Price on NSE,40.78,
2014-01-31,Price,Price on NSE,39.63,
2014-02-07,Price,Price on NSE,39.00,
2014-02-14,Price,Price on NSE,37.20,
2014-02-21,Price,Price on NSE,36.73,
2014-02-28,Price,Price on NSE,38.40,
2014-03-07,Price,Price on NSE,42.13,
2014-03-14,Price,Price on NSE,41.75,
2014-03-22,Price,Price on NSE,45.53,
2014-03-28,Price,Price on NSE,48.18,
2014-04-04,Price,Price on NSE,47.20,
2014-04-11,Price,Price on NSE,48.68,
2014-04-17,Price,Price on NSE,47.20,
2014-04-25,Price,Price on NSE,47.05,
2014-05-02,Price,Price on NSE,46.20,
2014-05-09,Price,Price on NSE,47.65,
2014-05-16,Price,Price on NSE,53.70,
2014-05-23,Price,Price on NSE,63.20,
2014-05-30,Price,Price on NSE,58.15,
2014-06-06,Price,Price on NSE,63.35,
2014-06-13,Price,Price on NSE,61.40,
2014-06-20,Price,Price on NSE,61.60,
2014-06-27,Price,Price on NSE,65.58,
2014-07-04,Price,Price on NSE,64.53,
2014-07-11,Price,Price on NSE,56.68,
2014-07-18,Price,Price on NSE,63.05,
2014-07-25,Price,Price on NSE,59.18,
2014-08-01,Price,Price on NSE,58.93,
2014-08-08,Price,Price on NSE,56.48,
2014-08-14,Price,Price on NSE,57.28,
2014-08-22,Price,Price on NSE,61.30,
2014-08-28,Price,Price on NSE,60.38,
2014-09-05,Price,Price on NSE,62.35,
2014-09-12,Price,Price on NSE,63.75,
2014-09-19,Price,Price on NSE,63.15,
2014-09-26,Price,Price on NSE,62.85,
2014-10-01,Price,Price on NSE,61.85,
2014-10-10,Price,Price on NSE,64.20,
2014-10-17,Price,Price on NSE,67.93,
2014-10-23,Price,Price on NSE,70.88,
2014-10-31,Price,Price on NSE,71.03,
2014-11-07,Price,Price on NSE,72.38,
2014-11-14,Price,Price on NSE,69.80,
2014-11-21,Price,Price on NSE,73.80,
2014-11-28,Price,Price on NSE,75.90,
2014-12-05,Price,Price on NSE,72.98,
2014-12-12,Price,Price on NSE,71.10,
2014-12-19,Price,Price on NSE,72.90,
2014-12-26,Price,Price on NSE,73.93,
2015-01-02,Price,Price on NSE,74.50,
2015-01-09,Price,Price on NSE,74.63,
2015-01-16,Price,Price on NSE,72.38,
2015-01-23,Price,Price on NSE,71.95,
2015-01-30,Price,Price on NSE,70.93,
2015-02-06,Price,Price on NSE,69.83,
2015-02-13,Price,Price on NSE,69.98,
2015-02-20,Price,Price on NSE,69.43,
2015-02-28,Price,Price on NSE,71.35,
2015-03-05,Price,Price on NSE,73.35,
2015-03-13,Price,Price on NSE,68.00,
2015-03-20,Price,Price on NSE,68.75,
2015-03-27,Price,Price on NSE,65.78,
2015-04-01,Price,Price on NSE,66.60,
2015-04-10,Price,Price on NSE,64.35,
2015-04-17,Price,Price on NSE,65.83,
2015-04-24,Price,Price on NSE,63.15,
2015-04-30,Price,Price on NSE,65.70,
2015-05-08,Price,Price on NSE,65.65,
2015-05-15,Price,Price on NSE,69.40,
2015-05-22,Price,Price on NSE,70.23,
2015-05-29,Price,Price on NSE,71.45,
2015-06-05,Price,Price on NSE,67.68,
2015-06-12,Price,Price on NSE,65.88,
2015-06-19,Price,Price on NSE,70.80,
2015-06-26,Price,Price on NSE,73.73,
2015-07-03,Price,Price on NSE,77.28,
2015-07-10,Price,Price on NSE,76.05,
2015-07-17,Price,Price on NSE,75.80,
2015-07-24,Price,Price on NSE,69.70,
2015-07-31,Price,Price on NSE,67.75,
2015-08-07,Price,Price on NSE,67.95,
2015-08-14,Price,Price on NSE,67.20,
2015-08-21,Price,Price on NSE,67.00,
2015-08-28,Price,Price on NSE,62.45,
2015-09-04,Price,Price on NSE,57.70,
2015-09-11,Price,Price on NSE,60.40,
2015-09-18,Price,Price on NSE,63.20,
2015-09-24,Price,Price on NSE,64.45,
2015-10-01,Price,Price on NSE,65.35,
2015-10-09,Price,Price on NSE,64.30,
2015-10-16,Price,Price on NSE,64.55,
2015-10-23,Price,Price on NSE,57.05,
