date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,47.63,
2005-04-08,Price,Price on NSE,45.91,
2005-04-15,Price,Price on NSE,45.28,
2005-04-22,Price,Price on NSE,47.74,
2005-04-29,Price,Price on NSE,46.02,
2005-05-06,Price,Price on NSE,47.95,
2005-05-13,Price,Price on NSE,46.47,
2005-05-20,Price,Price on NSE,44.03,
2005-05-27,Price,Price on NSE,44.95,
2005-06-04,Price,Price on NSE,46.43,
2005-06-10,Price,Price on NSE,46.29,
2005-06-17,Price,Price on NSE,47.05,
2005-06-24,Price,Price on NSE,48.10,
2005-07-01,Price,Price on NSE,49.79,
2005-07-08,Price,Price on NSE,52.62,
2005-07-15,Price,Price on NSE,50.35,
2005-07-22,Price,Price on NSE,49.95,
2005-07-29,Price,Price on NSE,52.58,
2005-08-05,Price,Price on NSE,53.22,
2005-08-12,Price,Price on NSE,52.31,
2005-08-19,Price,Price on NSE,52.31,
2005-08-26,Price,Price on NSE,49.74,
2005-09-02,Price,Price on NSE,51.43,
2005-09-09,Price,Price on NSE,53.42,
2005-09-16,Price,Price on NSE,53.34,
2005-09-23,Price,Price on NSE,53.51,
2005-09-30,Price,Price on NSE,53.16,
2005-10-07,Price,Price on NSE,51.28,
2005-10-14,Price,Price on NSE,51.52,
2005-10-21,Price,Price on NSE,46.97,
2005-10-28,Price,Price on NSE,45.66,
2005-11-02,Price,Price on NSE,47.79,
2005-11-11,Price,Price on NSE,48.06,
2005-11-18,Price,Price on NSE,50.02,
2005-11-26,Price,Price on NSE,51.17,
2005-12-02,Price,Price on NSE,56.57,
2005-12-09,Price,Price on NSE,57.21,
2005-12-16,Price,Price on NSE,57.18,
2005-12-23,Price,Price on NSE,60.01,
2005-12-30,Price,Price on NSE,57.39,
2006-01-06,Price,Price on NSE,62.77,
2006-01-13,Price,Price on NSE,63.64,
2006-01-20,Price,Price on NSE,67.75,
2006-01-27,Price,Price on NSE,66.65,
2006-02-03,Price,Price on NSE,65.77,
2006-02-10,Price,Price on NSE,68.57,
2006-02-17,Price,Price on NSE,68.17,
2006-02-24,Price,Price on NSE,64.30,
2006-03-03,Price,Price on NSE,72.03,
2006-03-10,Price,Price on NSE,72.83,
2006-03-17,Price,Price on NSE,74.94,
2006-03-24,Price,Price on NSE,71.49,
2006-03-31,Price,Price on NSE,71.21,
2006-04-07,Price,Price on NSE,70.03,
2006-04-13,Price,Price on NSE,63.80,
2006-04-21,Price,Price on NSE,68.81,
2006-04-29,Price,Price on NSE,69.57,
2006-05-05,Price,Price on NSE,72.47,
2006-05-12,Price,Price on NSE,72.23,
2006-05-19,Price,Price on NSE,64.75,
2006-05-26,Price,Price on NSE,60.54,
2006-06-02,Price,Price on NSE,61.77,
2006-06-09,Price,Price on NSE,52.14,
2006-06-16,Price,Price on NSE,52.26,
2006-06-25,Price,Price on NSE,57.29,
