date,metric,label,value,delivery
2005-04-01,Price,Price on BSE,31.99,
2005-04-08,Price,Price on BSE,31.08,
2005-04-15,Price,Price on BSE,31.24,
2005-04-22,Price,Price on BSE,32.34,
2005-04-29,Price,Price on BSE,33.27,
2005-05-06,Price,Price on BSE,33.77,
2005-05-13,Price,Price on BSE,34.77,
2005-05-20,Price,Price on BSE,36.56,
2005-05-27,Price,Price on BSE,35.16,
2005-06-04,Price,Price on BSE,35.08,
2005-06-10,Price,Price on BSE,34.94,
2005-06-17,Price,Price on BSE,34.80,
2005-06-24,Price,Price on BSE,34.88,
2005-07-01,Price,Price on BSE,35.56,
2005-07-08,Price,Price on BSE,36.02,
2005-07-15,Price,Price on BSE,35.73,
2005-07-22,Price,Price on BSE,36.91,
2005-07-29,Price,Price on BSE,38.69,
2005-08-05,Price,Price on BSE,42.21,
2005-08-12,Price,Price on BSE,45.00,
2005-08-19,Price,Price on BSE,44.41,
2005-08-26,Price,Price on BSE,42.58,
2005-09-02,Price,Price on BSE,42.15,
2005-09-09,Price,Price on BSE,43.13,
2005-09-16,Price,Price on BSE,43.17,
2005-09-23,Price,Price on BSE,43.49,
2005-09-30,Price,Price on BSE,42.78,
2005-10-07,Price,Price on BSE,43.01,
2005-10-14,Price,Price on BSE,40.62,
2005-10-21,Price,Price on BSE,41.40,
2005-10-28,Price,Price on BSE,42.61,
2005-11-02,Price,Price on BSE,43.49,
2005-11-11,Price,Price on BSE,45.73,
2005-11-18,Price,Price on BSE,45.50,
2005-11-26,Price,Price on BSE,45.76,
2005-12-02,Price,Price on BSE,46.54,
2005-12-09,Price,Price on BSE,48.40,
2005-12-16,Price,Price on BSE,47.05,
2005-12-23,Price,Price on BSE,46.67,
2005-12-30,Price,Price on BSE,46.81,
2006-01-06,Price,Price on BSE,47.27,
2006-01-13,Price,Price on BSE,47.13,
2006-01-20,Price,Price on BSE,47.81,
2006-01-27,Price,Price on BSE,49.58,
2006-02-03,Price,Price on BSE,49.94,
2006-02-10,Price,Price on BSE,51.27,
2006-02-17,Price,Price on BSE,52.08,
2006-02-24,Price,Price on BSE,52.20,
2006-03-03,Price,Price on BSE,58.46,
2006-03-10,Price,Price on BSE,56.63,
2006-03-17,Price,Price on BSE,57.69,
2006-03-24,Price,Price on BSE,60.39,
2006-03-31,Price,Price on BSE,57.77,
2006-04-07,Price,Price on BSE,58.93,
2006-04-13,Price,Price on BSE,59.12,
2006-04-21,Price,Price on BSE,58.25,
2006-04-29,Price,Price on BSE,63.60,
2006-05-05,Price,Price on BSE,63.42,
2006-05-12,Price,Price on BSE,63.01,
2006-05-19,Price,Price on BSE,53.78,
2006-05-26,Price,Price on BSE,54.95,
2006-06-02,Price,Price on BSE,52.93,
2006-06-09,Price,Price on BSE,48.50,
2006-06-16,Price,Price on BSE,49.08,
2006-06-25,Price,Price on BSE,48.62,
2006-06-30,Price,Price on BSE,49.81,
2006-07-07,Price,Price on BSE,55.35,
2006-07-14,Price,Price on BSE,55.95,
2006-07-21,Price,Price on BSE,53.41,
2006-07-28,Price,Price on BSE,51.99,
2006-08-04,Price,Price on BSE,49.85,
2006-08-11,Price,Price on BSE,50.54,
2006-08-18,Price,Price on BSE,52.47,
2006-08-25,Price,Price on BSE,50.99,
2006-09-01,Price,Price on BSE,53.25,
2006-09-08,Price,Price on BSE,52.06,
2006-09-15,Price,Price on BSE,51.32,
2006-09-22,Price,Price on BSE,51.03,
2006-09-29,Price,Price on BSE,53.21,
2006-10-06,Price,Price on BSE,51.76,
2006-10-13,Price,Price on BSE,53.96,
2006-10-21,Price,Price on BSE,53.78,
2006-10-27,Price,Price on BSE,52.44,
2006-11-03,Price,Price on BSE,52.80,
2006-11-10,Price,Price on BSE,52.45,
2006-11-17,Price,Price on BSE,51.59,
2006-11-24,Price,Price on BSE,51.26,
2006-12-01,Price,Price on BSE,55.71,
2006-12-08,Price,Price on BSE,54.18,
2006-12-15,Price,Price on BSE,53.14,
2006-12-22,Price,Price on BSE,54.88,
2006-12-29,Price,Price on BSE,56.82,
2007-01-05,Price,Price on BSE,58.53,
2007-01-12,Price,Price on BSE,62.25,
2007-01-19,Price,Price on BSE,56.16,
2007-01-25,Price,Price on BSE,56.20,
2007-02-02,Price,Price on BSE,53.01,
2007-02-09,Price,Price on BSE,52.04,
2007-02-15,Price,Price on BSE,49.92,
2007-02-23,Price,Price on BSE,48.11,
2007-03-02,Price,Price on BSE,46.74,
2007-03-09,Price,Price on BSE,44.79,
2007-03-16,Price,Price on BSE,45.03,
2007-03-23,Price,Price on BSE,46.16,
2007-03-30,Price,Price on BSE,46.73,
2007-04-05,Price,Price on BSE,51.00,
2007-04-13,Price,Price on BSE,51.41,
2007-04-20,Price,Price on BSE,49.79,
2007-04-27,Price,Price on BSE,49.61,
2007-05-04,Price,Price on BSE,53.48,
2007-05-11,Price,Price on BSE,54.96,
2007-05-18,Price,Price on BSE,55.25,
2007-05-25,Price,Price on BSE,56.57,
2007-06-01,Price,Price on BSE,57.00,
2007-06-08,Price,Price on BSE,56.97,
2007-06-15,Price,Price on BSE,59.24,
2007-06-22,Price,Price on BSE,59.30,
2007-06-29,Price,Price on BSE,58.00,
2007-07-06,Price,Price on BSE,57.66,
2007-07-13,Price,Price on BSE,57.00,
2007-07-20,Price,Price on BSE,57.01,
2007-07-27,Price,Price on BSE,56.99,
2007-08-03,Price,Price on BSE,62.18,
2007-08-10,Price,Price on BSE,61.64,
2007-08-17,Price,Price on BSE,58.88,
2007-08-24,Price,Price on BSE,59.07,
2007-08-31,Price,Price on BSE,64.15,
2007-09-07,Price,Price on BSE,63.01,
2007-09-14,Price,Price on BSE,63.36,
2007-09-21,Price,Price on BSE,62.74,
2007-09-28,Price,Price on BSE,66.21,
2007-10-05,Price,Price on BSE,63.55,
2007-10-12,Price,Price on BSE,64.98,
2007-10-19,Price,Price on BSE,62.37,
2007-10-26,Price,Price on BSE,66.60,
2007-11-02,Price,Price on BSE,76.50,
2007-11-09,Price,Price on BSE,73.23,
2007-11-16,Price,Price on BSE,68.54,
2007-11-23,Price,Price on BSE,68.51,
2007-11-30,Price,Price on BSE,66.03,
2007-12-07,Price,Price on BSE,72.11,
2007-12-14,Price,Price on BSE,69.58,
2007-12-20,Price,Price on BSE,69.09,
2007-12-28,Price,Price on BSE,72.97,
2008-01-04,Price,Price on BSE,73.01,
2008-01-11,Price,Price on BSE,72.21,
2008-01-18,Price,Price on BSE,71.58,
2008-01-25,Price,Price on BSE,67.84,
2008-02-01,Price,Price on BSE,68.13,
2008-02-08,Price,Price on BSE,66.88,
2008-02-15,Price,Price on BSE,66.08,
2008-02-22,Price,Price on BSE,66.64,
2008-02-29,Price,Price on BSE,68.61,
2008-03-07,Price,Price on BSE,74.94,
2008-03-14,Price,Price on BSE,71.66,
2008-03-19,Price,Price on BSE,70.04,
2008-03-28,Price,Price on BSE,74.66,
2008-04-04,Price,Price on BSE,74.80,
2008-04-11,Price,Price on BSE,75.71,
2008-04-17,Price,Price on BSE,76.39,
2008-04-25,Price,Price on BSE,79.87,
2008-05-02,Price,Price on BSE,87.24,
2008-05-09,Price,Price on BSE,90.62,
2008-05-16,Price,Price on BSE,92.03,
2008-05-23,Price,Price on BSE,88.60,
2008-05-30,Price,Price on BSE,88.36,
2008-06-06,Price,Price on BSE,86.89,
2008-06-13,Price,Price on BSE,84.97,
2008-06-20,Price,Price on BSE,83.49,
