date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,213.56,
2005-04-08,Price,Price on NSE,214.88,
2005-04-15,Price,Price on NSE,229.55,
2005-04-22,Price,Price on NSE,215.04,
2005-04-29,Price,Price on NSE,213.51,
2005-05-06,Price,Price on NSE,221.58,
2005-05-13,Price,Price on NSE,221.61,
2005-05-20,Price,Price on NSE,228.83,
2005-05-27,Price,Price on NSE,227.12,
2005-06-04,Price,Price on NSE,229.02,
2005-06-10,Price,Price on NSE,230.73,
2005-06-17,Price,Price on NSE,228.69,
2005-06-24,Price,Price on NSE,232.70,
2005-07-01,Price,Price on NSE,235.55,
2005-07-08,Price,Price on NSE,263.62,
2005-07-15,Price,Price on NSE,264.80,
2005-07-22,Price,Price on NSE,262.90,
2005-07-29,Price,Price on NSE,258.32,
2005-08-05,Price,Price on NSE,276.58,
2005-08-12,Price,Price on NSE,269.99,
2005-08-19,Price,Price on NSE,273.85,
2005-08-26,Price,Price on NSE,274.47,
2005-09-02,Price,Price on NSE,295.63,
2005-09-09,Price,Price on NSE,321.14,
2005-09-16,Price,Price on NSE,315.91,
2005-09-23,Price,Price on NSE,302.76,
2005-09-30,Price,Price on NSE,302.44,
2005-10-07,Price,Price on NSE,305.97,
2005-10-14,Price,Price on NSE,293.01,
2005-10-21,Price,Price on NSE,295.09,
2005-10-28,Price,Price on NSE,292.95,
2005-11-02,Price,Price on NSE,294.52,
2005-11-11,Price,Price on NSE,330.88,
2005-11-18,Price,Price on NSE,331.85,
2005-11-26,Price,Price on NSE,356.17,
2005-12-02,Price,Price on NSE,347.45,
2005-12-09,Price,Price on NSE,340.65,
2005-12-16,Price,Price on NSE,340.40,
2005-12-23,Price,Price on NSE,347.50,
2005-12-30,Price,Price on NSE,340.59,
2006-01-06,Price,Price on NSE,356.60,
2006-01-13,Price,Price on NSE,353.51,
2006-01-20,Price,Price on NSE,398.45,
2006-01-27,Price,Price on NSE,450.15,
2006-02-03,Price,Price on NSE,428.69,
2006-02-10,Price,Price on NSE,429.19,
2006-02-17,Price,Price on NSE,427.84,
2006-02-24,Price,Price on NSE,435.53,
2006-03-03,Price,Price on NSE,474.01,
2006-03-10,Price,Price on NSE,534.97,
2006-03-17,Price,Price on NSE,526.70,
2006-03-24,Price,Price on NSE,529.47,
2006-03-31,Price,Price on NSE,518.07,
2006-04-07,Price,Price on NSE,548.85,
2006-04-13,Price,Price on NSE,518.85,
2006-04-21,Price,Price on NSE,551.57,
2006-04-29,Price,Price on NSE,551.21,
2006-05-05,Price,Price on NSE,573.51,
2006-05-12,Price,Price on NSE,560.82,
2006-05-19,Price,Price on NSE,452.93,
2006-05-26,Price,Price on NSE,447.02,
2006-06-02,Price,Price on NSE,413.67,
2006-06-09,Price,Price on NSE,399.09,
2006-06-16,Price,Price on NSE,380.00,
2006-06-25,Price,Price on NSE,406.30,
2006-06-30,Price,Price on NSE,442.67,
2006-07-07,Price,Price on NSE,443.98,
2006-07-14,Price,Price on NSE,455.53,
2006-07-21,Price,Price on NSE,414.70,
2006-07-28,Price,Price on NSE,436.40,
2006-08-04,Price,Price on NSE,460.43,
2006-08-11,Price,Price on NSE,489.21,
2006-08-18,Price,Price on NSE,501.11,
2006-08-25,Price,Price on NSE,493.51,
2006-09-01,Price,Price on NSE,498.97,
2006-09-08,Price,Price on NSE,504.71,
2006-09-15,Price,Price on NSE,500.78,
2006-09-22,Price,Price on NSE,514.73,
2006-09-29,Price,Price on NSE,517.09,
2006-10-06,Price,Price on NSE,520.94,
2006-10-13,Price,Price on NSE,547.52,
2006-10-21,Price,Price on NSE,641.87,
2006-10-27,Price,Price on NSE,657.62,
2006-11-03,Price,Price on NSE,625.21,
2006-11-10,Price,Price on NSE,613.36,
2006-11-17,Price,Price on NSE,603.95,
2006-11-24,Price,Price on NSE,633.47,
2006-12-01,Price,Price on NSE,652.24,
2006-12-08,Price,Price on NSE,677.05,
2006-12-15,Price,Price on NSE,645.70,
2006-12-22,Price,Price on NSE,626.65,
2006-12-29,Price,Price on NSE,658.31,
2007-01-05,Price,Price on NSE,636.83,
2007-01-12,Price,Price on NSE,640.66,
2007-01-19,Price,Price on NSE,636.72,
2007-01-25,Price,Price on NSE,636.71,
2007-02-02,Price,Price on NSE,663.42,
2007-02-09,Price,Price on NSE,679.51,
2007-02-15,Price,Price on NSE,673.13,
2007-02-23,Price,Price on NSE,656.13,
2007-03-02,Price,Price on NSE,626.75,
2007-03-09,Price,Price on NSE,622.51,
2007-03-16,Price,Price on NSE,614.61,
2007-03-23,Price,Price on NSE,636.38,
2007-03-30,Price,Price on NSE,628.06,
2007-04-05,Price,Price on NSE,633.98,
2007-04-13,Price,Price on NSE,662.69,
2007-04-20,Price,Price on NSE,682.00,
2007-04-27,Price,Price on NSE,732.80,
2007-05-04,Price,Price on NSE,727.39,
2007-05-11,Price,Price on NSE,748.60,
2007-05-18,Price,Price on NSE,762.58,
2007-05-25,Price,Price on NSE,794.99,
2007-06-01,Price,Price on NSE,831.30,
2007-06-08,Price,Price on NSE,801.65,
2007-06-15,Price,Price on NSE,799.08,
2007-06-22,Price,Price on NSE,836.27,
2007-06-29,Price,Price on NSE,968.05,
2007-07-06,Price,Price on NSE,1001.89,
2007-07-13,Price,Price on NSE,995.65,
2007-07-20,Price,Price on NSE,948.68,
2007-07-27,Price,Price on NSE,954.25,
2007-08-03,Price,Price on NSE,973.32,
2007-08-10,Price,Price on NSE,961.28,
2007-08-17,Price,Price on NSE,907.19,
2007-08-24,Price,Price on NSE,929.30,
2007-08-31,Price,Price on NSE,1000.30,
2007-09-07,Price,Price on NSE,1062.18,
2007-09-14,Price,Price on NSE,1080.89,
2007-09-21,Price,Price on NSE,1158.57,
2007-09-28,Price,Price on NSE,1146.93,
2007-10-05,Price,Price on NSE,1223.68,
2007-10-12,Price,Price on NSE,1230.36,
2007-10-19,Price,Price on NSE,1253.05,
2007-10-26,Price,Price on NSE,1271.01,
2007-11-02,Price,Price on NSE,1416.80,
2007-11-09,Price,Price on NSE,1392.96,
2007-11-16,Price,Price on NSE,1457.72,
2007-11-23,Price,Price on NSE,1367.97,
2007-11-30,Price,Price on NSE,1376.77,
2007-12-07,Price,Price on NSE,1422.24,
2007-12-14,Price,Price on NSE,1419.46,
2007-12-20,Price,Price on NSE,1287.73,
2007-12-28,Price,Price on NSE,1315.86,
2008-01-04,Price,Price on NSE,1335.63,
2008-01-11,Price,Price on NSE,1289.59,
2008-01-18,Price,Price on NSE,1208.46,
2008-01-25,Price,Price on NSE,1111.55,
2008-02-01,Price,Price on NSE,1009.59,
2008-02-08,Price,Price on NSE,1136.23,
2008-02-15,Price,Price on NSE,1196.92,
2008-02-22,Price,Price on NSE,1053.38,
2008-02-29,Price,Price on NSE,1022.06,
2008-03-07,Price,Price on NSE,943.81,
2008-03-14,Price,Price on NSE,1003.31,
2008-03-19,Price,Price on NSE,978.00,
2008-03-28,Price,Price on NSE,1058.47,
2008-04-04,Price,Price on NSE,961.24,
2008-04-11,Price,Price on NSE,988.89,
2008-04-17,Price,Price on NSE,1020.96,
2008-04-25,Price,Price on NSE,1035.20,
2008-05-02,Price,Price on NSE,992.03,
2008-05-09,Price,Price on NSE,942.66,
2008-05-16,Price,Price on NSE,948.24,
2008-05-23,Price,Price on NSE,893.39,
2008-05-30,Price,Price on NSE,905.55,
2008-06-06,Price,Price on NSE,860.61,
2008-06-13,Price,Price on NSE,846.28,
2008-06-20,Price,Price on NSE,819.16,
2008-06-27,Price,Price on NSE,765.20,
2008-07-04,Price,Price on NSE,739.45,
2008-07-11,Price,Price on NSE,753.56,
2008-07-18,Price,Price on NSE,791.12,
2008-07-25,Price,Price on NSE,737.95,
2008-08-01,Price,Price on NSE,709.42,
2008-08-08,Price,Price on NSE,771.26,
2008-08-14,Price,Price on NSE,787.49,
2008-08-22,Price,Price on NSE,795.89,
2008-08-29,Price,Price on NSE,774.93,
2008-09-05,Price,Price on NSE,772.98,
2008-09-12,Price,Price on NSE,758.52,
2008-09-19,Price,Price on NSE,741.13,
2008-09-26,Price,Price on NSE,711.01,
2008-10-03,Price,Price on NSE,692.26,
2008-10-10,Price,Price on NSE,566.32,
2008-10-17,Price,Price on NSE,558.45,
2008-10-24,Price,Price on NSE,431.45,
2008-10-31,Price,Price on NSE,481.35,
2008-11-07,Price,Price on NSE,439.73,
2008-11-14,Price,Price on NSE,408.32,
