date,metric,label,value,delivery
2008-05-30,Price,Price on NSE,285.85,
2008-06-06,Price,Price on NSE,284.40,
2008-06-13,Price,Price on NSE,252.95,
2008-06-20,Price,Price on NSE,256.05,
2008-06-27,Price,Price on NSE,226.98,
2008-07-04,Price,Price on NSE,210.50,
2008-07-11,Price,Price on NSE,249.98,
2008-07-18,Price,Price on NSE,232.05,
2008-07-25,Price,Price on NSE,254.98,
2008-08-01,Price,Price on NSE,258.83,
2008-08-08,Price,Price on NSE,275.95,
2008-08-14,Price,Price on NSE,282.93,
2008-08-22,Price,Price on NSE,265.93,
2008-08-29,Price,Price on NSE,294.10,
2008-09-05,Price,Price on NSE,303.48,
2008-09-12,Price,Price on NSE,316.20,
2008-09-19,Price,Price on NSE,303.90,
2008-09-26,Price,Price on NSE,295.80,
2008-10-03,Price,Price on NSE,288.48,
2008-10-10,Price,Price on NSE,231.33,
2008-10-17,Price,Price on NSE,261.83,
2008-10-24,Price,Price on NSE,232.45,
2008-10-31,Price,Price on NSE,272.45,
2008-11-07,Price,Price on NSE,205.13,
2008-11-14,Price,Price on NSE,185.58,
2008-11-21,Price,Price on NSE,169.53,
2008-11-28,Price,Price on NSE,160.83,
2008-12-05,Price,Price on NSE,157.48,
2008-12-12,Price,Price on NSE,195.85,
2008-12-19,Price,Price on NSE,202.15,
2008-12-26,Price,Price on NSE,187.65,
2009-01-02,Price,Price on NSE,207.90,
2009-01-09,Price,Price on NSE,213.85,
2009-01-16,Price,Price on NSE,230.93,
2009-01-23,Price,Price on NSE,228.78,
2009-01-30,Price,Price on NSE,237.38,
2009-02-06,Price,Price on NSE,227.43,
2009-02-13,Price,Price on NSE,238.10,
2009-02-20,Price,Price on NSE,249.83,
2009-02-27,Price,Price on NSE,267.53,
2009-03-06,Price,Price on NSE,243.38,
2009-03-13,Price,Price on NSE,260.05,
2009-03-20,Price,Price on NSE,279.10,
2009-03-27,Price,Price on NSE,312.20,
2009-04-02,Price,Price on NSE,320.38,
2009-04-09,Price,Price on NSE,303.58,
2009-04-17,Price,Price on NSE,332.73,
2009-04-24,Price,Price on NSE,313.18,
2009-04-29,Price,Price on NSE,320.83,
2009-05-08,Price,Price on NSE,339.95,
2009-05-15,Price,Price on NSE,396.48,
2009-05-22,Price,Price on NSE,470.50,
2009-05-29,Price,Price on NSE,517.13,
2009-06-05,Price,Price on NSE,566.70,
2009-06-12,Price,Price on NSE,503.40,
2009-06-19,Price,Price on NSE,487.25,
2009-06-26,Price,Price on NSE,502.05,
2009-07-03,Price,Price on NSE,492.43,
2009-07-10,Price,Price on NSE,507.65,
2009-07-17,Price,Price on NSE,576.80,
2009-07-24,Price,Price on NSE,593.90,
2009-07-31,Price,Price on NSE,610.88,
2009-08-07,Price,Price on NSE,587.90,
2009-08-14,Price,Price on NSE,561.20,
2009-08-21,Price,Price on NSE,563.88,
2009-08-28,Price,Price on NSE,603.68,
2009-09-04,Price,Price on NSE,617.23,
2009-09-11,Price,Price on NSE,637.75,
2009-09-18,Price,Price on NSE,728.80,
2009-09-25,Price,Price on NSE,723.63,
2009-10-01,Price,Price on NSE,754.88,
2009-10-09,Price,Price on NSE,794.80,
2009-10-17,Price,Price on NSE,746.25,
2009-10-23,Price,Price on NSE,735.60,
2009-10-30,Price,Price on NSE,694.08,
2009-11-06,Price,Price on NSE,727.80,
2009-11-13,Price,Price on NSE,731.20,
2009-11-20,Price,Price on NSE,750.55,
2009-11-27,Price,Price on NSE,788.80,
2009-12-04,Price,Price on NSE,823.28,
2009-12-11,Price,Price on NSE,862.63,
2009-12-18,Price,Price on NSE,852.40,
2009-12-24,Price,Price on NSE,852.45,
2009-12-31,Price,Price on NSE,877.40,
2010-01-08,Price,Price on NSE,827.63,
2010-01-15,Price,Price on NSE,863.45,
2010-01-22,Price,Price on NSE,893.40,
2010-01-29,Price,Price on NSE,873.85,
2010-02-06,Price,Price on NSE,860.65,
2010-02-11,Price,Price on NSE,894.38,
2010-02-19,Price,Price on NSE,903.30,
2010-02-26,Price,Price on NSE,908.83,
2010-03-05,Price,Price on NSE,950.53,
2010-03-12,Price,Price on NSE,921.05,
2010-03-19,Price,Price on NSE,932.45,
2010-03-26,Price,Price on NSE,988.95,
2010-04-01,Price,Price on NSE,998.55,
2010-04-09,Price,Price on NSE,1034.15,
2010-04-16,Price,Price on NSE,1025.25,
2010-04-23,Price,Price on NSE,1053.68,
2010-04-30,Price,Price on NSE,1046.68,
