date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,1.51,
2005-04-08,Price,Price on NSE,1.52,
2005-04-15,Price,Price on NSE,1.53,
2005-04-22,Price,Price on NSE,1.61,
2005-04-29,Price,Price on NSE,1.64,
2005-05-06,Price,Price on NSE,1.72,
2005-05-13,Price,Price on NSE,1.86,
2005-05-20,Price,Price on NSE,1.82,
2005-05-27,Price,Price on NSE,2.04,
2005-06-04,Price,Price on NSE,2.16,
2005-06-10,Price,Price on NSE,2.23,
2005-06-17,Price,Price on NSE,2.21,
2005-06-24,Price,Price on NSE,2.34,
2005-07-01,Price,Price on NSE,2.43,
2005-07-08,Price,Price on NSE,2.63,
2005-07-15,Price,Price on NSE,2.77,
2005-07-22,Price,Price on NSE,2.66,
2005-07-29,Price,Price on NSE,2.66,
2005-08-05,Price,Price on NSE,2.82,
2005-08-12,Price,Price on NSE,2.82,
2005-08-19,Price,Price on NSE,2.79,
2005-08-26,Price,Price on NSE,2.69,
2005-09-02,Price,Price on NSE,2.67,
2005-09-09,Price,Price on NSE,2.51,
2005-09-16,Price,Price on NSE,2.82,
2005-09-23,Price,Price on NSE,2.96,
2005-09-30,Price,Price on NSE,3.23,
2005-10-07,Price,Price on NSE,3.55,
2005-10-14,Price,Price on NSE,3.27,
2005-10-21,Price,Price on NSE,2.79,
2005-10-28,Price,Price on NSE,2.69,
2005-11-02,Price,Price on NSE,2.63,
2005-11-11,Price,Price on NSE,2.92,
2005-11-18,Price,Price on NSE,2.95,
2005-11-26,Price,Price on NSE,3.10,
2005-12-02,Price,Price on NSE,3.49,
2005-12-09,Price,Price on NSE,3.62,
2005-12-16,Price,Price on NSE,3.96,
2005-12-23,Price,Price on NSE,4.00,
2005-12-30,Price,Price on NSE,3.92,
2006-01-06,Price,Price on NSE,3.90,
2006-01-13,Price,Price on NSE,3.92,
2006-01-20,Price,Price on NSE,4.03,
2006-01-27,Price,Price on NSE,4.19,
2006-02-03,Price,Price on NSE,4.48,
2006-02-10,Price,Price on NSE,4.52,
2006-02-17,Price,Price on NSE,4.72,
2006-02-24,Price,Price on NSE,4.99,
2006-03-03,Price,Price on NSE,5.11,
2006-03-10,Price,Price on NSE,5.13,
2006-03-17,Price,Price on NSE,4.64,
2006-03-24,Price,Price on NSE,4.97,
2006-03-31,Price,Price on NSE,4.75,
2006-04-07,Price,Price on NSE,4.65,
2006-04-13,Price,Price on NSE,4.59,
2006-04-21,Price,Price on NSE,4.57,
2006-04-29,Price,Price on NSE,4.30,
2006-05-05,Price,Price on NSE,4.68,
2006-05-12,Price,Price on NSE,4.42,
2006-05-19,Price,Price on NSE,3.90,
2006-05-26,Price,Price on NSE,3.95,
2006-06-02,Price,Price on NSE,3.84,
2006-06-09,Price,Price on NSE,3.00,
2006-06-16,Price,Price on NSE,2.86,
2006-06-25,Price,Price on NSE,3.50,
2006-06-30,Price,Price on NSE,3.65,
2006-07-07,Price,Price on NSE,3.52,
2006-07-14,Price,Price on NSE,3.39,
2006-07-21,Price,Price on NSE,3.11,
2006-07-28,Price,Price on NSE,3.48,
2006-08-04,Price,Price on NSE,3.42,
2006-08-11,Price,Price on NSE,3.42,
2006-08-18,Price,Price on NSE,3.33,
2006-08-25,Price,Price on NSE,3.49,
2006-09-01,Price,Price on NSE,3.48,
2006-09-08,Price,Price on NSE,3.46,
2006-09-15,Price,Price on NSE,3.47,
2006-09-22,Price,Price on NSE,3.49,
2006-09-29,Price,Price on NSE,3.46,
2006-10-06,Price,Price on NSE,3.52,
2006-10-13,Price,Price on NSE,3.46,
2006-10-21,Price,Price on NSE,3.52,
2006-10-27,Price,Price on NSE,3.46,
2006-11-03,Price,Price on NSE,4.29,
2006-11-10,Price,Price on NSE,3.75,
2006-11-17,Price,Price on NSE,3.59,
2006-11-24,Price,Price on NSE,3.54,
2006-12-01,Price,Price on NSE,3.36,
2006-12-08,Price,Price on NSE,3.34,
2006-12-15,Price,Price on NSE,3.37,
2006-12-22,Price,Price on NSE,3.58,
2006-12-29,Price,Price on NSE,3.56,
2007-01-05,Price,Price on NSE,3.71,
2007-01-12,Price,Price on NSE,3.58,
2007-01-19,Price,Price on NSE,3.74,
2007-01-25,Price,Price on NSE,3.67,
2007-02-02,Price,Price on NSE,3.60,
2007-02-09,Price,Price on NSE,4.21,
2007-02-15,Price,Price on NSE,4.13,
2007-02-23,Price,Price on NSE,4.08,
2007-03-02,Price,Price on NSE,4.03,
2007-03-09,Price,Price on NSE,3.92,
2007-03-16,Price,Price on NSE,3.95,
2007-03-23,Price,Price on NSE,4.05,
2007-03-30,Price,Price on NSE,4.13,
2007-04-05,Price,Price on NSE,3.96,
2007-04-13,Price,Price on NSE,4.08,
2007-04-20,Price,Price on NSE,4.14,
2007-04-27,Price,Price on NSE,4.10,
2007-05-04,Price,Price on NSE,4.18,
2007-05-11,Price,Price on NSE,4.37,
2007-05-18,Price,Price on NSE,4.15,
2007-05-25,Price,Price on NSE,3.90,
2007-06-01,Price,Price on NSE,3.88,
2007-06-08,Price,Price on NSE,3.82,
2007-06-15,Price,Price on NSE,3.79,
2007-06-22,Price,Price on NSE,3.59,
2007-06-29,Price,Price on NSE,3.68,
2007-07-06,Price,Price on NSE,3.53,
2007-07-13,Price,Price on NSE,3.64,
2007-07-20,Price,Price on NSE,3.74,
2007-07-27,Price,Price on NSE,3.66,
2007-08-03,Price,Price on NSE,3.60,
2007-08-10,Price,Price on NSE,3.59,
2007-08-17,Price,Price on NSE,3.55,
2007-08-24,Price,Price on NSE,3.41,
2007-08-31,Price,Price on NSE,3.65,
2007-09-07,Price,Price on NSE,3.47,
2007-09-14,Price,Price on NSE,3.53,
2007-09-21,Price,Price on NSE,3.50,
2007-09-28,Price,Price on NSE,3.55,
2007-10-05,Price,Price on NSE,3.43,
2007-10-12,Price,Price on NSE,3.43,
2007-10-19,Price,Price on NSE,3.19,
2007-10-26,Price,Price on NSE,3.30,
2007-11-02,Price,Price on NSE,3.22,
2007-11-09,Price,Price on NSE,3.26,
2007-11-16,Price,Price on NSE,3.01,
2007-11-23,Price,Price on NSE,3.16,
2007-11-30,Price,Price on NSE,3.21,
2007-12-07,Price,Price on NSE,3.35,
2007-12-14,Price,Price on NSE,3.59,
2007-12-20,Price,Price on NSE,3.59,
2007-12-28,Price,Price on NSE,4.17,
2008-01-04,Price,Price on NSE,4.87,
2008-01-11,Price,Price on NSE,4.70,
2008-01-18,Price,Price on NSE,3.93,
2008-01-25,Price,Price on NSE,3.93,
2008-02-01,Price,Price on NSE,4.13,
2008-02-08,Price,Price on NSE,3.92,
2008-02-15,Price,Price on NSE,3.94,
2008-02-22,Price,Price on NSE,4.17,
2008-02-29,Price,Price on NSE,4.11,
2008-03-07,Price,Price on NSE,3.65,
2008-03-14,Price,Price on NSE,3.52,
2008-03-19,Price,Price on NSE,3.19,
2008-03-28,Price,Price on NSE,3.05,
2008-04-04,Price,Price on NSE,3.11,
2008-04-11,Price,Price on NSE,3.02,
2008-04-17,Price,Price on NSE,3.10,
2008-04-25,Price,Price on NSE,3.07,
2008-05-02,Price,Price on NSE,3.06,
2008-05-09,Price,Price on NSE,2.92,
2008-05-16,Price,Price on NSE,2.87,
2008-05-23,Price,Price on NSE,2.67,
2008-05-30,Price,Price on NSE,2.56,
2008-06-06,Price,Price on NSE,2.15,
2008-06-13,Price,Price on NSE,1.44,
2008-06-20,Price,Price on NSE,1.60,
2008-06-27,Price,Price on NSE,1.44,
2008-07-04,Price,Price on NSE,1.30,
2008-07-11,Price,Price on NSE,1.32,
2008-07-18,Price,Price on NSE,1.17,
2008-07-25,Price,Price on NSE,1.17,
2008-08-01,Price,Price on NSE,1.11,
2008-08-08,Price,Price on NSE,1.37,
2008-08-14,Price,Price on NSE,1.41,
2008-08-22,Price,Price on NSE,1.30,
2008-08-29,Price,Price on NSE,1.33,
2008-09-05,Price,Price on NSE,1.31,
2008-09-12,Price,Price on NSE,1.26,
2008-09-19,Price,Price on NSE,1.20,
2008-09-26,Price,Price on NSE,1.15,
2008-10-03,Price,Price on NSE,1.08,
2008-10-10,Price,Price on NSE,0.69,
2008-10-17,Price,Price on NSE,0.69,
2008-10-24,Price,Price on NSE,0.68,
2008-10-31,Price,Price on NSE,0.71,
2008-11-07,Price,Price on NSE,0.69,
2008-11-14,Price,Price on NSE,0.69,
2008-11-21,Price,Price on NSE,0.70,
2008-11-28,Price,Price on NSE,0.71,
2008-12-05,Price,Price on NSE,0.67,
2008-12-12,Price,Price on NSE,0.69,
2008-12-19,Price,Price on NSE,0.62,
2008-12-26,Price,Price on NSE,0.64,
2009-01-02,Price,Price on NSE,0.63,
2009-01-09,Price,Price on NSE,0.60,
2009-01-16,Price,Price on NSE,0.58,
2009-01-23,Price,Price on NSE,0.57,
2009-01-30,Price,Price on NSE,0.57,
2009-02-06,Price,Price on NSE,0.54,
2009-02-13,Price,Price on NSE,0.58,
2009-02-20,Price,Price on NSE,0.55,
2009-02-27,Price,Price on NSE,0.56,
2009-03-06,Price,Price on NSE,0.50,
2009-03-13,Price,Price on NSE,0.50,
2009-03-20,Price,Price on NSE,0.57,
2009-03-27,Price,Price on NSE,0.69,
2009-04-02,Price,Price on NSE,0.75,
2009-04-09,Price,Price on NSE,0.78,
2009-04-17,Price,Price on NSE,0.83,
2009-04-24,Price,Price on NSE,0.90,
2009-04-29,Price,Price on NSE,0.88,
2009-05-08,Price,Price on NSE,0.92,
2009-05-15,Price,Price on NSE,0.90,
