date,metric,label,value,delivery
2005-04-01,Price,Price on BSE,3.74,
2005-04-08,Price,Price on BSE,4.12,
2005-04-15,Price,Price on BSE,3.77,
2005-04-22,Price,Price on BSE,3.82,
2005-04-29,Price,Price on BSE,4.22,
2005-05-06,Price,Price on BSE,4.31,
2005-05-13,Price,Price on BSE,5.51,
2005-05-20,Price,Price on BSE,5.20,
2005-05-27,Price,Price on BSE,5.19,
2005-06-04,Price,Price on BSE,5.22,
2005-06-10,Price,Price on BSE,5.02,
2005-06-17,Price,Price on BSE,4.76,
2005-06-24,Price,Price on BSE,4.68,
2005-07-01,Price,Price on BSE,5.72,
2005-07-08,Price,Price on BSE,5.59,
2005-07-15,Price,Price on BSE,6.00,
2005-07-22,Price,Price on BSE,7.24,
2005-07-29,Price,Price on BSE,8.79,
2005-08-05,Price,Price on BSE,9.21,
2005-08-12,Price,Price on BSE,9.08,
2005-08-19,Price,Price on BSE,8.77,
2005-08-26,Price,Price on BSE,9.67,
2005-09-02,Price,Price on BSE,9.98,
2005-09-09,Price,Price on BSE,10.22,
2005-09-16,Price,Price on BSE,10.73,
2005-09-23,Price,Price on BSE,10.94,
2005-09-30,Price,Price on BSE,10.62,
2005-10-07,Price,Price on BSE,10.97,
2005-10-14,Price,Price on BSE,10.19,
2005-10-21,Price,Price on BSE,10.36,
2005-10-28,Price,Price on BSE,10.76,
2005-11-02,Price,Price on BSE,11.59,
2005-11-11,Price,Price on BSE,14.37,
2005-11-18,Price,Price on BSE,16.43,
2005-11-26,Price,Price on BSE,16.22,
2005-12-02,Price,Price on BSE,15.69,
2005-12-09,Price,Price on BSE,18.79,
2005-12-16,Price,Price on BSE,17.75,
2005-12-23,Price,Price on BSE,17.50,
2005-12-30,Price,Price on BSE,17.63,
2006-01-06,Price,Price on BSE,17.17,
2006-01-13,Price,Price on BSE,16.97,
2006-01-20,Price,Price on BSE,16.53,
2006-01-27,Price,Price on BSE,16.47,
2006-02-03,Price,Price on BSE,15.20,
2006-02-10,Price,Price on BSE,16.10,
2006-02-17,Price,Price on BSE,15.47,
2006-02-24,Price,Price on BSE,15.74,
2006-03-03,Price,Price on BSE,15.70,
2006-03-10,Price,Price on BSE,14.57,
2006-03-17,Price,Price on BSE,15.77,
2006-03-24,Price,Price on BSE,14.90,
2006-03-31,Price,Price on BSE,15.10,
2006-04-07,Price,Price on BSE,15.44,
2006-04-13,Price,Price on BSE,14.12,
2006-04-21,Price,Price on BSE,14.24,
2006-04-29,Price,Price on BSE,15.11,
2006-05-05,Price,Price on BSE,17.00,
2006-05-12,Price,Price on BSE,15.58,
2006-05-19,Price,Price on BSE,13.69,
