date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,122.83,
2005-04-08,Price,Price on NSE,122.08,
2005-04-15,Price,Price on NSE,113.65,
2005-04-22,Price,Price on NSE,114.36,
2005-04-29,Price,Price on NSE,107.58,
2005-05-06,Price,Price on NSE,110.42,
2005-05-13,Price,Price on NSE,109.81,
2005-05-20,Price,Price on NSE,105.29,
2005-05-27,Price,Price on NSE,106.62,
2005-06-04,Price,Price on NSE,100.58,
2005-06-10,Price,Price on NSE,100.67,
2005-06-17,Price,Price on NSE,102.99,
2005-06-24,Price,Price on NSE,109.67,
2005-07-01,Price,Price on NSE,107.91,
2005-07-08,Price,Price on NSE,110.35,
2005-07-15,Price,Price on NSE,112.25,
2005-07-22,Price,Price on NSE,114.96,
2005-07-29,Price,Price on NSE,114.47,
2005-08-05,Price,Price on NSE,121.95,
2005-08-12,Price,Price on NSE,127.24,
2005-08-19,Price,Price on NSE,126.99,
2005-08-26,Price,Price on NSE,123.65,
2005-09-02,Price,Price on NSE,129.91,
2005-09-09,Price,Price on NSE,131.05,
2005-09-16,Price,Price on NSE,139.89,
2005-09-23,Price,Price on NSE,132.13,
2005-09-30,Price,Price on NSE,133.31,
2005-10-07,Price,Price on NSE,133.27,
2005-10-14,Price,Price on NSE,119.80,
2005-10-21,Price,Price on NSE,112.36,
2005-10-28,Price,Price on NSE,107.01,
2005-11-02,Price,Price on NSE,109.46,
2005-11-11,Price,Price on NSE,118.62,
2005-11-18,Price,Price on NSE,123.84,
2005-11-26,Price,Price on NSE,114.54,
2005-12-02,Price,Price on NSE,116.26,
2005-12-09,Price,Price on NSE,115.49,
2005-12-16,Price,Price on NSE,128.14,
2005-12-23,Price,Price on NSE,126.60,
2005-12-30,Price,Price on NSE,130.05,
2006-01-06,Price,Price on NSE,139.84,
2006-01-13,Price,Price on NSE,134.67,
2006-01-20,Price,Price on NSE,143.38,
2006-01-27,Price,Price on NSE,145.06,
2006-02-03,Price,Price on NSE,148.32,
2006-02-10,Price,Price on NSE,149.09,
2006-02-17,Price,Price on NSE,139.62,
2006-02-24,Price,Price on NSE,138.62,
2006-03-03,Price,Price on NSE,143.74,
2006-03-10,Price,Price on NSE,145.10,
2006-03-17,Price,Price on NSE,144.65,
2006-03-24,Price,Price on NSE,154.04,
2006-03-31,Price,Price on NSE,165.69,
2006-04-07,Price,Price on NSE,169.32,
2006-04-13,Price,Price on NSE,174.08,
2006-04-21,Price,Price on NSE,191.49,
2006-04-29,Price,Price on NSE,203.55,
2006-05-05,Price,Price on NSE,208.54,
2006-05-12,Price,Price on NSE,220.24,
2006-05-19,Price,Price on NSE,171.22,
2006-05-26,Price,Price on NSE,167.82,
2006-06-02,Price,Price on NSE,163.01,
2006-06-09,Price,Price on NSE,144.70,
2006-06-16,Price,Price on NSE,141.48,
2006-06-25,Price,Price on NSE,156.44,
2006-06-30,Price,Price on NSE,159.16,
2006-07-07,Price,Price on NSE,152.90,
2006-07-14,Price,Price on NSE,158.53,
2006-07-21,Price,Price on NSE,142.79,
2006-07-28,Price,Price on NSE,147.60,
2006-08-04,Price,Price on NSE,145.01,
2006-08-11,Price,Price on NSE,150.36,
2006-08-18,Price,Price on NSE,145.96,
2006-08-25,Price,Price on NSE,156.58,
