date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,543.75,
2005-04-08,Price,Price on NSE,529.30,
2005-04-15,Price,Price on NSE,520.00,
2005-04-22,Price,Price on NSE,500.00,
2005-04-29,Price,Price on NSE,490.00,
2005-05-06,Price,Price on NSE,495.85,
2005-05-13,Price,Price on NSE,490.00,
2005-05-20,Price,Price on NSE,488.00,
2005-05-27,Price,Price on NSE,488.90,
2005-06-04,Price,Price on NSE,471.20,
2005-06-10,Price,Price on NSE,480.10,
2005-06-17,Price,Price on NSE,496.10,
2005-06-24,Price,Price on NSE,520.10,
2005-07-01,Price,Price on NSE,602.95,
2005-07-08,Price,Price on NSE,606.35,
2005-07-15,Price,Price on NSE,666.75,
2005-07-22,Price,Price on NSE,709.10,
2005-07-29,Price,Price on NSE,716.00,
2005-08-05,Price,Price on NSE,771.70,
2005-08-12,Price,Price on NSE,780.90,
2005-08-19,Price,Price on NSE,783.60,
2005-08-26,Price,Price on NSE,770.85,
2005-09-02,Price,Price on NSE,796.50,
2005-09-09,Price,Price on NSE,799.95,
2005-09-16,Price,Price on NSE,825.55,
2005-09-23,Price,Price on NSE,768.75,
2005-09-30,Price,Price on NSE,797.75,
2005-10-07,Price,Price on NSE,795.00,
2005-10-14,Price,Price on NSE,751.35,
2005-10-21,Price,Price on NSE,703.60,
2005-10-28,Price,Price on NSE,658.60,
2005-11-02,Price,Price on NSE,726.95,
2005-11-11,Price,Price on NSE,823.50,
2005-11-18,Price,Price on NSE,822.90,
2005-11-26,Price,Price on NSE,851.15,
2005-12-02,Price,Price on NSE,877.40,
2005-12-09,Price,Price on NSE,924.70,
2005-12-16,Price,Price on NSE,980.60,
2005-12-23,Price,Price on NSE,1105.10,
2005-12-30,Price,Price on NSE,1164.10,
2006-01-06,Price,Price on NSE,1125.55,
2006-01-13,Price,Price on NSE,1137.60,
2006-01-20,Price,Price on NSE,1266.60,
2006-01-27,Price,Price on NSE,1421.35,
2006-02-03,Price,Price on NSE,1346.65,
2006-02-10,Price,Price on NSE,1353.75,
2006-02-17,Price,Price on NSE,1270.05,
2006-02-24,Price,Price on NSE,1273.00,
2006-03-03,Price,Price on NSE,1378.70,
2006-03-10,Price,Price on NSE,1387.55,
2006-03-17,Price,Price on NSE,1317.10,
2006-03-24,Price,Price on NSE,1285.25,
2006-03-31,Price,Price on NSE,1386.95,
2006-04-07,Price,Price on NSE,1507.65,
2006-04-13,Price,Price on NSE,1485.60,
2006-04-21,Price,Price on NSE,1674.85,
2006-04-29,Price,Price on NSE,1654.60,
2006-05-05,Price,Price on NSE,1585.30,
2006-05-12,Price,Price on NSE,1594.35,
2006-05-19,Price,Price on NSE,1404.15,
2006-05-26,Price,Price on NSE,1318.05,
2006-06-02,Price,Price on NSE,1194.50,
2006-06-09,Price,Price on NSE,1055.85,
2006-06-16,Price,Price on NSE,1049.15,
2006-06-25,Price,Price on NSE,1249.40,
2006-06-30,Price,Price on NSE,1191.25,
2006-07-07,Price,Price on NSE,1073.05,
2006-07-14,Price,Price on NSE,1046.50,
2006-07-21,Price,Price on NSE,910.15,
2006-07-28,Price,Price on NSE,992.25,
2006-08-04,Price,Price on NSE,995.35,
2006-08-11,Price,Price on NSE,1025.60,
2006-08-18,Price,Price on NSE,988.55,
2006-08-25,Price,Price on NSE,979.90,
2006-09-01,Price,Price on NSE,939.30,
2006-09-08,Price,Price on NSE,898.60,
2006-09-15,Price,Price on NSE,887.55,
2006-09-22,Price,Price on NSE,861.20,
2006-09-29,Price,Price on NSE,892.90,
2006-10-06,Price,Price on NSE,879.90,
2006-10-13,Price,Price on NSE,877.65,
2006-10-21,Price,Price on NSE,884.45,
2006-10-27,Price,Price on NSE,883.45,
2006-11-03,Price,Price on NSE,948.00,
2006-11-10,Price,Price on NSE,907.20,
2006-11-17,Price,Price on NSE,844.25,
2006-11-24,Price,Price on NSE,831.30,
2006-12-01,Price,Price on NSE,797.25,
2006-12-08,Price,Price on NSE,839.40,
2006-12-15,Price,Price on NSE,815.25,
2006-12-22,Price,Price on NSE,803.80,
2006-12-29,Price,Price on NSE,795.90,
2007-01-05,Price,Price on NSE,785.00,
2007-01-12,Price,Price on NSE,815.75,
2007-01-19,Price,Price on NSE,770.65,
2007-01-25,Price,Price on NSE,733.75,
2007-02-02,Price,Price on NSE,718.20,
2007-02-09,Price,Price on NSE,714.95,
2007-02-15,Price,Price on NSE,719.60,
2007-02-23,Price,Price on NSE,689.55,
2007-03-02,Price,Price on NSE,687.20,
2007-03-09,Price,Price on NSE,640.60,
2007-03-16,Price,Price on NSE,639.80,
2007-03-23,Price,Price on NSE,640.20,
2007-03-30,Price,Price on NSE,659.50,
2007-04-05,Price,Price on NSE,664.50,
2007-04-13,Price,Price on NSE,798.85,
2007-04-20,Price,Price on NSE,827.25,
2007-04-27,Price,Price on NSE,800.35,
2007-05-04,Price,Price on NSE,800.00,
2007-05-11,Price,Price on NSE,807.90,
2007-05-18,Price,Price on NSE,800.00,
2007-05-25,Price,Price on NSE,800.00,
2007-06-01,Price,Price on NSE,800.10,
2007-06-08,Price,Price on NSE,802.05,
2007-06-15,Price,Price on NSE,800.05,
2007-06-22,Price,Price on NSE,802.00,
2007-06-29,Price,Price on NSE,839.35,
2007-07-06,Price,Price on NSE,802.55,
2007-07-13,Price,Price on NSE,790.00,
2007-07-20,Price,Price on NSE,785.00,
2007-07-27,Price,Price on NSE,759.55,
2007-08-03,Price,Price on NSE,685.20,
2007-08-10,Price,Price on NSE,672.60,
2007-08-17,Price,Price on NSE,655.10,
2007-08-24,Price,Price on NSE,583.00,
2007-08-31,Price,Price on NSE,666.25,
2007-09-07,Price,Price on NSE,646.00,
2007-09-14,Price,Price on NSE,637.55,
2007-09-21,Price,Price on NSE,718.30,
2007-09-28,Price,Price on NSE,677.95,
2007-10-05,Price,Price on NSE,650.10,
2007-10-12,Price,Price on NSE,640.35,
2007-10-19,Price,Price on NSE,621.60,
2007-10-26,Price,Price on NSE,801.65,
2007-11-02,Price,Price on NSE,841.00,
2007-11-09,Price,Price on NSE,882.95,
2007-11-16,Price,Price on NSE,863.00,
2007-11-23,Price,Price on NSE,891.65,
2007-11-30,Price,Price on NSE,843.45,
2007-12-07,Price,Price on NSE,858.50,
2007-12-14,Price,Price on NSE,922.45,
2007-12-20,Price,Price on NSE,884.00,
2007-12-28,Price,Price on NSE,884.35,
2008-01-04,Price,Price on NSE,906.80,
2008-01-11,Price,Price on NSE,1078.95,
2008-01-18,Price,Price on NSE,964.10,
2008-01-25,Price,Price on NSE,839.20,
2008-02-01,Price,Price on NSE,886.85,
2008-02-08,Price,Price on NSE,900.00,
2008-02-15,Price,Price on NSE,870.75,
2008-02-22,Price,Price on NSE,969.70,
2008-02-29,Price,Price on NSE,1000.90,
2008-03-07,Price,Price on NSE,897.00,
2008-03-14,Price,Price on NSE,841.85,
2008-03-19,Price,Price on NSE,793.90,
2008-03-28,Price,Price on NSE,827.30,
2008-04-04,Price,Price on NSE,804.95,
2008-04-11,Price,Price on NSE,803.00,
2008-04-17,Price,Price on NSE,810.95,
2008-04-25,Price,Price on NSE,850.00,
2008-05-02,Price,Price on NSE,935.95,
2008-05-09,Price,Price on NSE,873.95,
2008-05-16,Price,Price on NSE,893.95,
2008-05-23,Price,Price on NSE,900.75,
2008-05-30,Price,Price on NSE,840.00,
2008-06-06,Price,Price on NSE,831.80,
2008-06-13,Price,Price on NSE,811.70,
2008-06-20,Price,Price on NSE,801.20,
2008-06-27,Price,Price on NSE,751.35,
2008-07-04,Price,Price on NSE,719.00,
2008-07-11,Price,Price on NSE,804.95,
2008-07-18,Price,Price on NSE,726.35,
2008-07-25,Price,Price on NSE,811.00,
2008-08-01,Price,Price on NSE,880.95,
2008-08-08,Price,Price on NSE,940.40,
2008-08-14,Price,Price on NSE,942.25,
2008-08-22,Price,Price on NSE,935.35,
2008-08-29,Price,Price on NSE,916.95,
2008-09-05,Price,Price on NSE,900.70,
2008-09-12,Price,Price on NSE,829.45,
2008-09-19,Price,Price on NSE,825.00,
2008-09-26,Price,Price on NSE,796.20,
2008-10-03,Price,Price on NSE,709.25,
2008-10-10,Price,Price on NSE,597.15,
2008-10-17,Price,Price on NSE,520.85,
2008-10-24,Price,Price on NSE,450.00,
2008-10-31,Price,Price on NSE,541.80,
2008-11-07,Price,Price on NSE,652.60,
2008-11-14,Price,Price on NSE,675.85,
2008-11-21,Price,Price on NSE,650.00,
2008-11-28,Price,Price on NSE,630.20,
2008-12-05,Price,Price on NSE,630.05,
2008-12-12,Price,Price on NSE,653.75,
2008-12-19,Price,Price on NSE,670.00,
2008-12-26,Price,Price on NSE,655.90,
2009-01-02,Price,Price on NSE,779.10,
2009-01-09,Price,Price on NSE,820.80,
2009-01-16,Price,Price on NSE,803.75,
2009-01-23,Price,Price on NSE,771.20,
2009-01-30,Price,Price on NSE,806.10,
2009-02-06,Price,Price on NSE,784.90,
2009-02-13,Price,Price on NSE,767.55,
2009-02-20,Price,Price on NSE,713.00,
2009-02-27,Price,Price on NSE,694.00,
2009-03-06,Price,Price on NSE,617.25,
2009-03-13,Price,Price on NSE,642.45,
2009-03-20,Price,Price on NSE,675.55,
2009-03-27,Price,Price on NSE,656.90,
2009-04-02,Price,Price on NSE,661.20,
2009-04-09,Price,Price on NSE,781.45,
2009-04-17,Price,Price on NSE,800.30,
2009-04-24,Price,Price on NSE,797.35,
2009-04-29,Price,Price on NSE,758.85,
2009-05-08,Price,Price on NSE,859.55,
2009-05-15,Price,Price on NSE,818.95,
2009-05-22,Price,Price on NSE,901.00,
2009-05-29,Price,Price on NSE,904.10,
2009-06-05,Price,Price on NSE,1026.75,
2009-06-12,Price,Price on NSE,1143.80,
2009-06-19,Price,Price on NSE,974.25,
2009-06-26,Price,Price on NSE,1022.75,
2009-07-03,Price,Price on NSE,994.70,
2009-07-10,Price,Price on NSE,908.10,
2009-07-17,Price,Price on NSE,952.90,
2009-07-24,Price,Price on NSE,1005.75,
2009-07-31,Price,Price on NSE,1087.35,
2009-08-07,Price,Price on NSE,1253.75,
2009-08-14,Price,Price on NSE,1348.35,
2009-08-21,Price,Price on NSE,1334.10,
2009-08-28,Price,Price on NSE,1299.90,
2009-09-04,Price,Price on NSE,1299.75,
2009-09-11,Price,Price on NSE,1247.25,
2009-09-18,Price,Price on NSE,1261.15,
2009-09-25,Price,Price on NSE,1221.30,
2009-10-01,Price,Price on NSE,1215.35,
2009-10-09,Price,Price on NSE,1195.10,
2009-10-17,Price,Price on NSE,1240.00,
2009-10-23,Price,Price on NSE,1252.95,
2009-10-30,Price,Price on NSE,1201.25,
2009-11-06,Price,Price on NSE,1207.45,
2009-11-13,Price,Price on NSE,1238.75,
2009-11-20,Price,Price on NSE,1199.85,
2009-11-27,Price,Price on NSE,1180.90,
2009-12-04,Price,Price on NSE,1216.95,
2009-12-11,Price,Price on NSE,1208.30,
2009-12-18,Price,Price on NSE,1217.95,
2009-12-24,Price,Price on NSE,1195.95,
2009-12-31,Price,Price on NSE,1204.50,
2010-01-08,Price,Price on NSE,1295.80,
2010-01-15,Price,Price on NSE,1264.45,
2010-01-22,Price,Price on NSE,1215.35,
2010-01-29,Price,Price on NSE,1155.85,
2010-02-06,Price,Price on NSE,1165.30,
2010-02-11,Price,Price on NSE,1142.50,
2010-02-19,Price,Price on NSE,1110.00,
2010-02-26,Price,Price on NSE,1083.50,
2010-03-05,Price,Price on NSE,1108.30,
2010-03-12,Price,Price on NSE,1001.15,
2010-03-19,Price,Price on NSE,912.45,
2010-03-26,Price,Price on NSE,906.35,
2010-04-01,Price,Price on NSE,915.00,
2010-04-09,Price,Price on NSE,912.85,
2010-04-16,Price,Price on NSE,902.65,
2010-04-23,Price,Price on NSE,889.65,
2010-04-30,Price,Price on NSE,881.70,
2010-05-07,Price,Price on NSE,906.85,
2010-05-14,Price,Price on NSE,883.55,
2010-05-21,Price,Price on NSE,880.20,
2010-05-28,Price,Price on NSE,901.00,
2010-06-04,Price,Price on NSE,872.50,
2010-06-11,Price,Price on NSE,862.80,
2010-06-18,Price,Price on NSE,876.50,
2010-06-25,Price,Price on NSE,879.45,
2010-07-02,Price,Price on NSE,866.80,
2010-07-09,Price,Price on NSE,885.05,
2010-07-16,Price,Price on NSE,876.75,
2010-07-23,Price,Price on NSE,875.15,
2010-07-30,Price,Price on NSE,835.65,
2010-08-06,Price,Price on NSE,878.75,
2010-08-13,Price,Price on NSE,858.25,
2010-08-20,Price,Price on NSE,874.15,
2010-08-27,Price,Price on NSE,851.20,
2010-09-03,Price,Price on NSE,906.50,
2010-09-09,Price,Price on NSE,905.30,
2010-09-17,Price,Price on NSE,884.90,
2010-09-24,Price,Price on NSE,890.00,
2010-10-01,Price,Price on NSE,907.80,
2010-10-08,Price,Price on NSE,877.30,
2010-10-15,Price,Price on NSE,877.60,
2010-10-22,Price,Price on NSE,872.20,
2010-10-29,Price,Price on NSE,873.10,
2010-11-05,Price,Price on NSE,886.00,
2010-11-12,Price,Price on NSE,888.05,
2010-11-19,Price,Price on NSE,862.45,
2010-11-26,Price,Price on NSE,824.65,
2010-12-03,Price,Price on NSE,823.60,
2010-12-10,Price,Price on NSE,814.65,
2010-12-16,Price,Price on NSE,874.15,
2010-12-24,Price,Price on NSE,899.65,
