date,metric,label,value,delivery
2017-10-06,Price,Price on NSE,696.75,
2017-10-13,Price,Price on NSE,689.70,
2017-10-19,Price,Price on NSE,675.10,
2017-10-27,Price,Price on NSE,662.20,
2017-11-03,Price,Price on NSE,642.25,
2017-11-10,Price,Price on NSE,676.55,
2017-11-17,Price,Price on NSE,659.55,
2017-11-24,Price,Price on NSE,655.70,
2017-12-01,Price,Price on NSE,655.90,
2017-12-08,Price,Price on NSE,685.70,
2017-12-15,Price,Price on NSE,689.00,
2017-12-22,Price,Price on NSE,702.85,
2017-12-29,Price,Price on NSE,695.35,
2018-01-05,Price,Price on NSE,701.95,
2018-01-12,Price,Price on NSE,701.75,
2018-01-19,Price,Price on NSE,711.50,
2018-01-25,Price,Price on NSE,682.05,
2018-02-02,Price,Price on NSE,718.30,
2018-02-09,Price,Price on NSE,709.90,
2018-02-16,Price,Price on NSE,689.25,
2018-02-23,Price,Price on NSE,675.70,
2018-03-01,Price,Price on NSE,690.00,
2018-03-09,Price,Price on NSE,670.30,
2018-03-16,Price,Price on NSE,668.45,
2018-03-23,Price,Price on NSE,664.50,
2018-03-28,Price,Price on NSE,678.25,
2018-04-06,Price,Price on NSE,679.65,
2018-04-13,Price,Price on NSE,711.65,
2018-04-20,Price,Price on NSE,716.15,
2018-04-27,Price,Price on NSE,758.85,
2018-05-04,Price,Price on NSE,702.10,
2018-05-11,Price,Price on NSE,698.30,
2018-05-18,Price,Price on NSE,665.20,
2018-05-25,Price,Price on NSE,683.85,
2018-06-01,Price,Price on NSE,676.00,
2018-06-08,Price,Price on NSE,692.35,
2018-06-15,Price,Price on NSE,671.80,
2018-06-22,Price,Price on NSE,685.20,
2018-06-29,Price,Price on NSE,674.35,
2018-07-06,Price,Price on NSE,668.05,
2018-07-13,Price,Price on NSE,661.05,
2018-07-20,Price,Price on NSE,633.05,
2018-07-27,Price,Price on NSE,694.05,
2018-08-03,Price,Price on NSE,689.80,
2018-08-10,Price,Price on NSE,649.90,
2018-08-17,Price,Price on NSE,654.95,
2018-08-24,Price,Price on NSE,660.85,
2018-08-31,Price,Price on NSE,672.40,
2018-09-07,Price,Price on NSE,676.10,
2018-09-14,Price,Price on NSE,670.05,
2018-09-21,Price,Price on NSE,613.35,
