date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,6.82,
2005-04-08,Price,Price on NSE,6.95,
2005-04-15,Price,Price on NSE,7.23,
2005-04-22,Price,Price on NSE,7.91,
2005-04-29,Price,Price on NSE,7.50,
2005-05-06,Price,Price on NSE,7.78,
2005-05-13,Price,Price on NSE,7.83,
2005-05-20,Price,Price on NSE,7.92,
2005-05-27,Price,Price on NSE,7.96,
2005-06-04,Price,Price on NSE,7.85,
2005-06-10,Price,Price on NSE,7.71,
2005-06-17,Price,Price on NSE,7.48,
2005-06-24,Price,Price on NSE,7.45,
2005-07-01,Price,Price on NSE,7.27,
2005-07-08,Price,Price on NSE,7.56,
2005-07-15,Price,Price on NSE,7.60,
2005-07-22,Price,Price on NSE,7.79,
2005-07-29,Price,Price on NSE,7.38,
2005-08-05,Price,Price on NSE,7.85,
2005-08-12,Price,Price on NSE,7.72,
2005-08-19,Price,Price on NSE,7.51,
2005-08-26,Price,Price on NSE,7.27,
2005-09-02,Price,Price on NSE,7.27,
2005-09-09,Price,Price on NSE,7.67,
2005-09-16,Price,Price on NSE,7.77,
2005-09-23,Price,Price on NSE,7.52,
2005-09-30,Price,Price on NSE,8.60,
2005-10-07,Price,Price on NSE,8.15,
2005-10-14,Price,Price on NSE,7.55,
2005-10-21,Price,Price on NSE,7.77,
2005-10-28,Price,Price on NSE,7.30,
2005-11-02,Price,Price on NSE,7.64,
2005-11-11,Price,Price on NSE,8.36,
2005-11-18,Price,Price on NSE,8.44,
2005-11-26,Price,Price on NSE,9.11,
2005-12-02,Price,Price on NSE,9.33,
2005-12-09,Price,Price on NSE,9.45,
2005-12-16,Price,Price on NSE,9.19,
2005-12-23,Price,Price on NSE,9.61,
2005-12-30,Price,Price on NSE,10.03,
2006-01-06,Price,Price on NSE,9.99,
2006-01-13,Price,Price on NSE,10.35,
2006-01-20,Price,Price on NSE,10.65,
2006-01-27,Price,Price on NSE,11.73,
2006-02-03,Price,Price on NSE,11.08,
2006-02-10,Price,Price on NSE,11.20,
2006-02-17,Price,Price on NSE,10.39,
2006-02-24,Price,Price on NSE,10.79,
