date,metric,label,value,delivery
2006-09-01,Price,Price on NSE,135.47,
2006-09-08,Price,Price on NSE,133.70,
2006-09-15,Price,Price on NSE,135.05,
2006-09-22,Price,Price on NSE,150.29,
2006-09-29,Price,Price on NSE,154.60,
2006-10-06,Price,Price on NSE,155.33,
2006-10-13,Price,Price on NSE,170.49,
2006-10-21,Price,Price on NSE,239.10,
2006-10-27,Price,Price on NSE,250.24,
2006-11-03,Price,Price on NSE,248.00,
2006-11-10,Price,Price on NSE,249.84,
2006-11-17,Price,Price on NSE,278.78,
2006-11-24,Price,Price on NSE,285.23,
2006-12-01,Price,Price on NSE,280.07,
2006-12-08,Price,Price on NSE,281.43,
2006-12-15,Price,Price on NSE,282.68,
2006-12-22,Price,Price on NSE,413.88,
2006-12-29,Price,Price on NSE,418.14,
2007-01-05,Price,Price on NSE,410.80,
2007-01-12,Price,Price on NSE,461.49,
2007-01-19,Price,Price on NSE,444.15,
2007-01-25,Price,Price on NSE,448.25,
2007-02-02,Price,Price on NSE,448.47,
2007-02-09,Price,Price on NSE,434.73,
2007-02-15,Price,Price on NSE,420.95,
2007-02-23,Price,Price on NSE,396.74,
2007-03-02,Price,Price on NSE,365.82,
2007-03-09,Price,Price on NSE,329.60,
2007-03-16,Price,Price on NSE,359.37,
2007-03-23,Price,Price on NSE,368.87,
2007-03-30,Price,Price on NSE,356.78,
2007-04-05,Price,Price on NSE,344.00,
2007-04-13,Price,Price on NSE,373.63,
2007-04-20,Price,Price on NSE,380.00,
2007-04-27,Price,Price on NSE,369.10,
2007-05-04,Price,Price on NSE,412.23,
2007-05-11,Price,Price on NSE,378.15,
2007-05-18,Price,Price on NSE,376.05,
2007-05-25,Price,Price on NSE,389.94,
2007-06-01,Price,Price on NSE,376.49,
2007-06-08,Price,Price on NSE,375.82,
2007-06-15,Price,Price on NSE,370.18,
2007-06-22,Price,Price on NSE,359.38,
2007-06-29,Price,Price on NSE,348.77,
2007-07-06,Price,Price on NSE,365.42,
2007-07-13,Price,Price on NSE,378.50,
2007-07-20,Price,Price on NSE,353.08,
2007-07-27,Price,Price on NSE,338.92,
2007-08-03,Price,Price on NSE,320.63,
2007-08-10,Price,Price on NSE,310.77,
2007-08-17,Price,Price on NSE,319.33,
2007-08-24,Price,Price on NSE,299.78,
2007-08-31,Price,Price on NSE,323.15,
2007-09-07,Price,Price on NSE,326.64,
2007-09-14,Price,Price on NSE,323.94,
2007-09-21,Price,Price on NSE,320.64,
2007-09-28,Price,Price on NSE,333.53,
2007-10-05,Price,Price on NSE,326.12,
2007-10-12,Price,Price on NSE,356.24,
2007-10-19,Price,Price on NSE,333.77,
2007-10-26,Price,Price on NSE,305.80,
2007-11-02,Price,Price on NSE,289.87,
2007-11-09,Price,Price on NSE,258.54,
2007-11-16,Price,Price on NSE,257.32,
2007-11-23,Price,Price on NSE,256.95,
2007-11-30,Price,Price on NSE,256.68,
2007-12-07,Price,Price on NSE,305.93,
2007-12-14,Price,Price on NSE,280.08,
2007-12-20,Price,Price on NSE,287.88,
2007-12-28,Price,Price on NSE,285.58,
2008-01-04,Price,Price on NSE,280.00,
2008-01-11,Price,Price on NSE,254.00,
2008-01-18,Price,Price on NSE,226.68,
2008-01-25,Price,Price on NSE,181.65,
2008-02-01,Price,Price on NSE,187.75,
2008-02-08,Price,Price on NSE,179.29,
2008-02-15,Price,Price on NSE,168.79,
2008-02-22,Price,Price on NSE,172.88,
2008-02-29,Price,Price on NSE,172.67,
2008-03-07,Price,Price on NSE,161.52,
2008-03-14,Price,Price on NSE,161.24,
2008-03-19,Price,Price on NSE,164.44,
2008-03-28,Price,Price on NSE,180.99,
2008-04-04,Price,Price on NSE,177.55,
2008-04-11,Price,Price on NSE,205.79,
2008-04-17,Price,Price on NSE,232.89,
2008-04-25,Price,Price on NSE,203.14,
