date,metric,label,value,delivery
2021-07-23,Price,Price on BSE,125.85,
2021-07-30,Price,Price on BSE,133.35,
2021-08-06,Price,Price on BSE,131.20,
2021-08-13,Price,Price on BSE,137.55,
2021-08-20,Price,Price on BSE,139.25,
2021-08-27,Price,Price on BSE,124.65,
2021-09-03,Price,Price on BSE,149.65,
2021-09-09,Price,Price on BSE,141.55,
2021-09-17,Price,Price on BSE,137.90,
2021-09-24,Price,Price on BSE,136.65,
2021-10-01,Price,Price on BSE,137.95,
2021-10-08,Price,Price on BSE,136.15,
2021-10-14,Price,Price on BSE,134.95,
2021-10-22,Price,Price on BSE,137.50,
2021-10-29,Price,Price on BSE,131.60,
2021-11-04,Price,Price on BSE,131.60,
2021-11-12,Price,Price on BSE,153.30,
2021-11-18,Price,Price on BSE,154.65,
2021-11-26,Price,Price on BSE,148.20,
2021-12-03,Price,Price on BSE,144.90,
2021-12-10,Price,Price on BSE,140.55,
2021-12-17,Price,Price on BSE,135.55,
2021-12-24,Price,Price on BSE,131.45,
2021-12-31,Price,Price on BSE,137.45,
2022-01-07,Price,Price on BSE,129.30,
2022-01-14,Price,Price on BSE,133.60,
2022-01-21,Price,Price on BSE,113.75,
2022-01-28,Price,Price on BSE,89.60,
2022-02-04,Price,Price on BSE,94.20,
2022-02-11,Price,Price on BSE,88.75,
2022-02-18,Price,Price on BSE,86.00,
2022-02-25,Price,Price on BSE,78.80,
2022-03-04,Price,Price on BSE,80.30,
2022-03-11,Price,Price on BSE,79.90,
2022-03-17,Price,Price on BSE,80.70,
2022-03-25,Price,Price on BSE,80.65,
2022-04-01,Price,Price on BSE,84.30,
2022-04-08,Price,Price on BSE,83.40,
2022-04-13,Price,Price on BSE,83.90,
2022-04-22,Price,Price on BSE,81.15,
2022-04-29,Price,Price on BSE,71.70,
2022-05-06,Price,Price on BSE,60.50,
2022-05-13,Price,Price on BSE,56.75,
2022-05-20,Price,Price on BSE,58.05,
2022-05-27,Price,Price on BSE,62.05,
2022-06-03,Price,Price on BSE,72.10,
2022-06-10,Price,Price on BSE,69.10,
2022-06-17,Price,Price on BSE,67.40,
2022-06-24,Price,Price on BSE,70.35,
2022-07-01,Price,Price on BSE,56.10,
2022-07-08,Price,Price on BSE,54.85,
2022-07-15,Price,Price on BSE,53.95,
