date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,71.20,
2005-04-08,Price,Price on NSE,68.55,
2005-04-15,Price,Price on NSE,65.50,
2005-04-22,Price,Price on NSE,61.40,
2005-04-29,Price,Price on NSE,56.80,
2005-05-06,Price,Price on NSE,57.90,
2005-05-13,Price,Price on NSE,58.85,
2005-05-20,Price,Price on NSE,58.45,
2005-05-27,Price,Price on NSE,56.50,
2005-06-04,Price,Price on NSE,56.85,
2005-06-10,Price,Price on NSE,54.65,
2005-06-17,Price,Price on NSE,57.15,
2005-06-24,Price,Price on NSE,59.25,
2005-07-01,Price,Price on NSE,64.95,
2005-07-08,Price,Price on NSE,70.35,
2005-07-15,Price,Price on NSE,74.60,
2005-07-22,Price,Price on NSE,77.30,
2005-07-29,Price,Price on NSE,80.00,
2005-08-05,Price,Price on NSE,92.70,
2005-08-12,Price,Price on NSE,90.05,
2005-08-19,Price,Price on NSE,86.20,
2005-08-26,Price,Price on NSE,89.45,
2005-09-02,Price,Price on NSE,88.65,
2005-09-09,Price,Price on NSE,85.50,
2005-09-16,Price,Price on NSE,87.85,
2005-09-23,Price,Price on NSE,83.45,
2005-09-30,Price,Price on NSE,88.45,
2005-10-07,Price,Price on NSE,88.10,
2005-10-14,Price,Price on NSE,84.85,
2005-10-21,Price,Price on NSE,84.05,
2005-10-28,Price,Price on NSE,81.10,
2005-11-02,Price,Price on NSE,84.35,
2005-11-11,Price,Price on NSE,88.65,
2005-11-18,Price,Price on NSE,88.85,
2005-11-26,Price,Price on NSE,94.05,
2005-12-02,Price,Price on NSE,88.70,
2005-12-09,Price,Price on NSE,93.45,
2005-12-16,Price,Price on NSE,106.15,
2005-12-23,Price,Price on NSE,109.15,
2005-12-30,Price,Price on NSE,116.45,
2006-01-06,Price,Price on NSE,121.45,
2006-01-13,Price,Price on NSE,130.95,
2006-01-20,Price,Price on NSE,146.45,
2006-01-27,Price,Price on NSE,149.40,
2006-02-03,Price,Price on NSE,146.95,
2006-02-10,Price,Price on NSE,154.55,
2006-02-17,Price,Price on NSE,151.90,
2006-02-24,Price,Price on NSE,154.30,
2006-03-03,Price,Price on NSE,154.15,
2006-03-10,Price,Price on NSE,158.55,
2006-03-17,Price,Price on NSE,161.50,
2006-03-24,Price,Price on NSE,167.00,
2006-03-31,Price,Price on NSE,187.75,
2006-04-07,Price,Price on NSE,181.05,
2006-04-13,Price,Price on NSE,180.10,
2006-04-21,Price,Price on NSE,195.80,
2006-04-29,Price,Price on NSE,190.40,
2006-05-05,Price,Price on NSE,185.75,
2006-05-12,Price,Price on NSE,189.65,
2006-05-19,Price,Price on NSE,146.90,
2006-05-26,Price,Price on NSE,137.55,
2006-06-02,Price,Price on NSE,122.80,
2006-06-09,Price,Price on NSE,118.70,
2006-06-16,Price,Price on NSE,109.15,
2006-06-25,Price,Price on NSE,121.65,
2006-06-30,Price,Price on NSE,119.80,
2006-07-07,Price,Price on NSE,110.40,
2006-07-14,Price,Price on NSE,111.05,
2006-07-21,Price,Price on NSE,97.50,
2006-07-28,Price,Price on NSE,92.05,
2006-08-04,Price,Price on NSE,99.40,
2006-08-11,Price,Price on NSE,111.30,
2006-08-18,Price,Price on NSE,101.75,
2006-08-25,Price,Price on NSE,99.05,
2006-09-01,Price,Price on NSE,95.40,
2006-09-08,Price,Price on NSE,98.85,
2006-09-15,Price,Price on NSE,97.40,
2006-09-22,Price,Price on NSE,95.85,
2006-09-29,Price,Price on NSE,101.40,
2006-10-06,Price,Price on NSE,99.90,
2006-10-13,Price,Price on NSE,101.10,
2006-10-21,Price,Price on NSE,108.85,
2006-10-27,Price,Price on NSE,111.80,
2006-11-03,Price,Price on NSE,102.80,
2006-11-10,Price,Price on NSE,97.40,
2006-11-17,Price,Price on NSE,91.00,
2006-11-24,Price,Price on NSE,87.65,
2006-12-01,Price,Price on NSE,81.55,
2006-12-08,Price,Price on NSE,90.00,
2006-12-15,Price,Price on NSE,83.60,
2006-12-22,Price,Price on NSE,82.90,
2006-12-29,Price,Price on NSE,84.35,
2007-01-05,Price,Price on NSE,81.40,
2007-01-12,Price,Price on NSE,84.65,
2007-01-19,Price,Price on NSE,80.40,
2007-01-25,Price,Price on NSE,75.60,
2007-02-02,Price,Price on NSE,67.45,
2007-02-09,Price,Price on NSE,61.20,
2007-02-15,Price,Price on NSE,64.00,
