date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,47.95,
2005-04-08,Price,Price on NSE,46.33,
2005-04-15,Price,Price on NSE,45.10,
2005-04-22,Price,Price on NSE,46.26,
2005-04-29,Price,Price on NSE,41.86,
2005-05-06,Price,Price on NSE,43.40,
2005-05-13,Price,Price on NSE,44.22,
2005-05-20,Price,Price on NSE,42.92,
2005-05-27,Price,Price on NSE,45.89,
2005-06-04,Price,Price on NSE,45.82,
2005-06-10,Price,Price on NSE,46.21,
2005-06-17,Price,Price on NSE,47.21,
2005-06-24,Price,Price on NSE,49.40,
2005-07-01,Price,Price on NSE,48.91,
2005-07-08,Price,Price on NSE,48.09,
2005-07-15,Price,Price on NSE,47.07,
2005-07-22,Price,Price on NSE,49.24,
2005-07-29,Price,Price on NSE,50.45,
2005-08-05,Price,Price on NSE,54.00,
2005-08-12,Price,Price on NSE,53.75,
2005-08-19,Price,Price on NSE,54.84,
2005-08-26,Price,Price on NSE,54.83,
2005-09-02,Price,Price on NSE,56.32,
2005-09-09,Price,Price on NSE,54.93,
2005-09-16,Price,Price on NSE,57.29,
2005-09-23,Price,Price on NSE,55.89,
2005-09-30,Price,Price on NSE,56.91,
2005-10-07,Price,Price on NSE,56.72,
2005-10-14,Price,Price on NSE,56.28,
2005-10-21,Price,Price on NSE,56.75,
2005-10-28,Price,Price on NSE,52.36,
2005-11-02,Price,Price on NSE,54.65,
2005-11-11,Price,Price on NSE,59.87,
2005-11-18,Price,Price on NSE,60.94,
2005-11-26,Price,Price on NSE,64.58,
2005-12-02,Price,Price on NSE,65.75,
2005-12-09,Price,Price on NSE,65.59,
2005-12-16,Price,Price on NSE,67.52,
2005-12-23,Price,Price on NSE,65.71,
2005-12-30,Price,Price on NSE,67.39,
2006-01-06,Price,Price on NSE,73.30,
2006-01-13,Price,Price on NSE,74.27,
2006-01-20,Price,Price on NSE,75.64,
2006-01-27,Price,Price on NSE,78.02,
2006-02-03,Price,Price on NSE,74.57,
2006-02-10,Price,Price on NSE,77.47,
2006-02-17,Price,Price on NSE,76.27,
2006-02-24,Price,Price on NSE,76.28,
2006-03-03,Price,Price on NSE,77.50,
2006-03-10,Price,Price on NSE,76.21,
2006-03-17,Price,Price on NSE,75.64,
2006-03-24,Price,Price on NSE,77.15,
2006-03-31,Price,Price on NSE,81.78,
2006-04-07,Price,Price on NSE,77.15,
2006-04-13,Price,Price on NSE,73.22,
2006-04-21,Price,Price on NSE,77.42,
2006-04-29,Price,Price on NSE,71.88,
2006-05-05,Price,Price on NSE,73.17,
2006-05-12,Price,Price on NSE,71.85,
2006-05-19,Price,Price on NSE,62.71,
2006-05-26,Price,Price on NSE,63.55,
2006-06-02,Price,Price on NSE,63.59,
2006-06-09,Price,Price on NSE,55.52,
2006-06-16,Price,Price on NSE,54.61,
2006-06-25,Price,Price on NSE,59.17,
2006-06-30,Price,Price on NSE,63.09,
2006-07-07,Price,Price on NSE,61.06,
2006-07-14,Price,Price on NSE,69.69,
2006-07-21,Price,Price on NSE,64.32,
2006-07-28,Price,Price on NSE,66.08,
2006-08-04,Price,Price on NSE,68.60,
2006-08-11,Price,Price on NSE,73.14,
2006-08-18,Price,Price on NSE,71.84,
2006-08-25,Price,Price on NSE,71.84,
2006-09-01,Price,Price on NSE,72.42,
2006-09-08,Price,Price on NSE,70.37,
2006-09-15,Price,Price on NSE,70.64,
2006-09-22,Price,Price on NSE,69.81,
2006-09-29,Price,Price on NSE,68.78,
2006-10-06,Price,Price on NSE,69.00,
2006-10-13,Price,Price on NSE,73.21,
2006-10-21,Price,Price on NSE,74.51,
2006-10-27,Price,Price on NSE,79.39,
2006-11-03,Price,Price on NSE,75.44,
2006-11-10,Price,Price on NSE,77.90,
2006-11-17,Price,Price on NSE,77.77,
2006-11-24,Price,Price on NSE,78.79,
2006-12-01,Price,Price on NSE,79.06,
2006-12-08,Price,Price on NSE,77.97,
2006-12-15,Price,Price on NSE,77.78,
2006-12-22,Price,Price on NSE,75.59,
2006-12-29,Price,Price on NSE,80.19,
2007-01-05,Price,Price on NSE,77.10,
2007-01-12,Price,Price on NSE,78.99,
2007-01-19,Price,Price on NSE,82.59,
2007-01-25,Price,Price on NSE,83.11,
2007-02-02,Price,Price on NSE,81.79,
2007-02-09,Price,Price on NSE,82.48,
2007-02-15,Price,Price on NSE,84.37,
2007-02-23,Price,Price on NSE,82.61,
2007-03-02,Price,Price on NSE,79.00,
2007-03-09,Price,Price on NSE,78.09,
2007-03-16,Price,Price on NSE,74.73,
2007-03-23,Price,Price on NSE,75.75,
2007-03-30,Price,Price on NSE,72.85,
2007-04-05,Price,Price on NSE,72.20,
2007-04-13,Price,Price on NSE,77.05,
2007-04-20,Price,Price on NSE,83.82,
2007-04-27,Price,Price on NSE,81.72,
2007-05-04,Price,Price on NSE,84.79,
2007-05-11,Price,Price on NSE,82.69,
2007-05-18,Price,Price on NSE,88.35,
2007-05-25,Price,Price on NSE,87.55,
2007-06-01,Price,Price on NSE,86.29,
2007-06-08,Price,Price on NSE,87.32,
2007-06-15,Price,Price on NSE,84.40,
2007-06-22,Price,Price on NSE,82.58,
2007-06-29,Price,Price on NSE,85.99,
2007-07-06,Price,Price on NSE,84.43,
2007-07-13,Price,Price on NSE,83.69,
2007-07-20,Price,Price on NSE,81.55,
2007-07-27,Price,Price on NSE,77.87,
2007-08-03,Price,Price on NSE,74.59,
2007-08-10,Price,Price on NSE,79.68,
2007-08-17,Price,Price on NSE,75.20,
2007-08-24,Price,Price on NSE,69.20,
2007-08-31,Price,Price on NSE,76.20,
2007-09-07,Price,Price on NSE,77.28,
2007-09-14,Price,Price on NSE,69.78,
2007-09-21,Price,Price on NSE,68.94,
2007-09-28,Price,Price on NSE,75.14,
2007-10-05,Price,Price on NSE,76.52,
2007-10-12,Price,Price on NSE,77.98,
2007-10-19,Price,Price on NSE,75.69,
2007-10-26,Price,Price on NSE,76.95,
2007-11-02,Price,Price on NSE,75.08,
2007-11-09,Price,Price on NSE,75.18,
2007-11-16,Price,Price on NSE,72.90,
2007-11-23,Price,Price on NSE,75.69,
2007-11-30,Price,Price on NSE,80.57,
2007-12-07,Price,Price on NSE,79.79,
2007-12-14,Price,Price on NSE,76.98,
2007-12-20,Price,Price on NSE,78.02,
2007-12-28,Price,Price on NSE,82.18,
2008-01-04,Price,Price on NSE,78.77,
2008-01-11,Price,Price on NSE,72.23,
2008-01-18,Price,Price on NSE,66.59,
2008-01-25,Price,Price on NSE,62.43,
2008-02-01,Price,Price on NSE,66.49,
2008-02-08,Price,Price on NSE,64.34,
2008-02-15,Price,Price on NSE,68.62,
2008-02-22,Price,Price on NSE,67.65,
2008-02-29,Price,Price on NSE,69.42,
2008-03-07,Price,Price on NSE,68.35,
2008-03-14,Price,Price on NSE,66.37,
2008-03-19,Price,Price on NSE,63.73,
2008-03-28,Price,Price on NSE,67.84,
2008-04-04,Price,Price on NSE,61.23,
2008-04-11,Price,Price on NSE,57.60,
2008-04-17,Price,Price on NSE,67.40,
