date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,73.80,
2005-04-08,Price,Price on NSE,70.00,
2005-04-15,Price,Price on NSE,68.36,
2005-04-22,Price,Price on NSE,70.72,
2005-04-29,Price,Price on NSE,65.42,
2005-05-06,Price,Price on NSE,68.69,
2005-05-13,Price,Price on NSE,66.65,
2005-05-20,Price,Price on NSE,63.25,
2005-05-27,Price,Price on NSE,63.18,
2005-06-04,Price,Price on NSE,62.15,
2005-06-10,Price,Price on NSE,61.89,
2005-06-17,Price,Price on NSE,63.84,
2005-06-24,Price,Price on NSE,70.41,
2005-07-01,Price,Price on NSE,65.21,
2005-07-08,Price,Price on NSE,68.59,
2005-07-15,Price,Price on NSE,67.48,
2005-07-22,Price,Price on NSE,74.41,
2005-07-29,Price,Price on NSE,71.38,
2005-08-05,Price,Price on NSE,72.48,
2005-08-12,Price,Price on NSE,83.61,
2005-08-19,Price,Price on NSE,83.88,
2005-08-26,Price,Price on NSE,83.83,
2005-09-02,Price,Price on NSE,82.32,
2005-09-09,Price,Price on NSE,79.65,
2005-09-16,Price,Price on NSE,80.07,
2005-09-23,Price,Price on NSE,78.72,
2005-09-30,Price,Price on NSE,76.79,
2005-10-07,Price,Price on NSE,73.67,
2005-10-14,Price,Price on NSE,71.24,
2005-10-21,Price,Price on NSE,55.22,
2005-10-28,Price,Price on NSE,55.34,
2005-11-02,Price,Price on NSE,56.57,
2005-11-11,Price,Price on NSE,63.13,
2005-11-18,Price,Price on NSE,62.81,
2005-11-26,Price,Price on NSE,63.16,
2005-12-02,Price,Price on NSE,63.31,
2005-12-09,Price,Price on NSE,65.47,
2005-12-16,Price,Price on NSE,76.77,
2005-12-23,Price,Price on NSE,71.15,
2005-12-30,Price,Price on NSE,74.72,
2006-01-06,Price,Price on NSE,74.56,
2006-01-13,Price,Price on NSE,74.44,
2006-01-20,Price,Price on NSE,74.96,
2006-01-27,Price,Price on NSE,74.29,
2006-02-03,Price,Price on NSE,72.02,
2006-02-10,Price,Price on NSE,72.61,
2006-02-17,Price,Price on NSE,77.49,
2006-02-24,Price,Price on NSE,74.97,
2006-03-03,Price,Price on NSE,77.34,
2006-03-10,Price,Price on NSE,99.94,
2006-03-17,Price,Price on NSE,89.25,
2006-03-24,Price,Price on NSE,98.61,
2006-03-31,Price,Price on NSE,119.20,
2006-04-07,Price,Price on NSE,114.72,
2006-04-13,Price,Price on NSE,107.77,
2006-04-21,Price,Price on NSE,122.20,
2006-04-29,Price,Price on NSE,176.57,
2006-05-05,Price,Price on NSE,170.74,
2006-05-12,Price,Price on NSE,156.78,
2006-05-19,Price,Price on NSE,155.20,
2006-05-26,Price,Price on NSE,148.73,
2006-06-02,Price,Price on NSE,135.40,
2006-06-09,Price,Price on NSE,101.21,
2006-06-16,Price,Price on NSE,106.39,
2006-06-25,Price,Price on NSE,122.95,
2006-06-30,Price,Price on NSE,116.42,
2006-07-07,Price,Price on NSE,114.62,
2006-07-14,Price,Price on NSE,112.75,
2006-07-21,Price,Price on NSE,100.09,
2006-07-28,Price,Price on NSE,100.63,
2006-08-04,Price,Price on NSE,104.74,
2006-08-11,Price,Price on NSE,112.60,
2006-08-18,Price,Price on NSE,144.97,
2006-08-25,Price,Price on NSE,131.34,
2006-09-01,Price,Price on NSE,134.01,
2006-09-08,Price,Price on NSE,142.67,
2006-09-15,Price,Price on NSE,134.93,
2006-09-22,Price,Price on NSE,147.25,
2006-09-29,Price,Price on NSE,150.93,
2006-10-06,Price,Price on NSE,144.80,
2006-10-13,Price,Price on NSE,139.17,
2006-10-21,Price,Price on NSE,140.52,
2006-10-27,Price,Price on NSE,135.92,
2006-11-03,Price,Price on NSE,143.86,
2006-11-10,Price,Price on NSE,138.27,
2006-11-17,Price,Price on NSE,144.08,
2006-11-24,Price,Price on NSE,164.19,
2006-12-01,Price,Price on NSE,158.02,
2006-12-08,Price,Price on NSE,152.00,
2006-12-15,Price,Price on NSE,145.15,
2006-12-22,Price,Price on NSE,140.45,
2006-12-29,Price,Price on NSE,153.40,
2007-01-05,Price,Price on NSE,154.82,
2007-01-12,Price,Price on NSE,147.47,
2007-01-19,Price,Price on NSE,144.25,
2007-01-25,Price,Price on NSE,143.59,
2007-02-02,Price,Price on NSE,141.42,
2007-02-09,Price,Price on NSE,128.55,
2007-02-15,Price,Price on NSE,121.96,
2007-02-23,Price,Price on NSE,116.23,
2007-03-02,Price,Price on NSE,102.89,
2007-03-09,Price,Price on NSE,103.30,
2007-03-16,Price,Price on NSE,106.35,
2007-03-23,Price,Price on NSE,113.40,
2007-03-30,Price,Price on NSE,108.23,
2007-04-05,Price,Price on NSE,100.16,
2007-04-13,Price,Price on NSE,106.11,
2007-04-20,Price,Price on NSE,108.56,
2007-04-27,Price,Price on NSE,109.24,
2007-05-04,Price,Price on NSE,111.91,
2007-05-11,Price,Price on NSE,111.94,
2007-05-18,Price,Price on NSE,114.25,
2007-05-25,Price,Price on NSE,112.47,
2007-06-01,Price,Price on NSE,112.14,
2007-06-08,Price,Price on NSE,111.86,
2007-06-15,Price,Price on NSE,108.19,
2007-06-22,Price,Price on NSE,110.80,
2007-06-29,Price,Price on NSE,114.79,
2007-07-06,Price,Price on NSE,118.99,
2007-07-13,Price,Price on NSE,123.35,
2007-07-20,Price,Price on NSE,122.89,
2007-07-27,Price,Price on NSE,116.43,
2007-08-03,Price,Price on NSE,115.50,
2007-08-10,Price,Price on NSE,109.94,
2007-08-17,Price,Price on NSE,102.38,
2007-08-24,Price,Price on NSE,100.43,
2007-08-31,Price,Price on NSE,115.06,
2007-09-07,Price,Price on NSE,122.22,
2007-09-14,Price,Price on NSE,125.41,
2007-09-21,Price,Price on NSE,138.28,
2007-09-28,Price,Price on NSE,135.29,
2007-10-05,Price,Price on NSE,131.48,
2007-10-12,Price,Price on NSE,138.83,
2007-10-19,Price,Price on NSE,122.31,
2007-10-26,Price,Price on NSE,137.82,
2007-11-02,Price,Price on NSE,141.67,
2007-11-09,Price,Price on NSE,132.84,
2007-11-16,Price,Price on NSE,136.58,
2007-11-23,Price,Price on NSE,130.58,
2007-11-30,Price,Price on NSE,145.23,
2007-12-07,Price,Price on NSE,145.41,
2007-12-14,Price,Price on NSE,147.26,
2007-12-20,Price,Price on NSE,137.09,
2007-12-28,Price,Price on NSE,149.51,
2008-01-04,Price,Price on NSE,196.56,
2008-01-11,Price,Price on NSE,188.00,
2008-01-18,Price,Price on NSE,188.19,
2008-01-25,Price,Price on NSE,156.04,
2008-02-01,Price,Price on NSE,148.63,
2008-02-08,Price,Price on NSE,147.26,
2008-02-15,Price,Price on NSE,137.53,
2008-02-22,Price,Price on NSE,140.02,
2008-02-29,Price,Price on NSE,138.93,
2008-03-07,Price,Price on NSE,119.24,
2008-03-14,Price,Price on NSE,126.59,
2008-03-19,Price,Price on NSE,118.04,
2008-03-28,Price,Price on NSE,126.14,
2008-04-04,Price,Price on NSE,118.35,
2008-04-11,Price,Price on NSE,121.31,
2008-04-17,Price,Price on NSE,164.73,
2008-04-25,Price,Price on NSE,168.33,
2008-05-02,Price,Price on NSE,208.15,
2008-05-09,Price,Price on NSE,181.06,
2008-05-16,Price,Price on NSE,194.70,
2008-05-23,Price,Price on NSE,196.80,
2008-05-30,Price,Price on NSE,178.02,
2008-06-06,Price,Price on NSE,147.93,
2008-06-13,Price,Price on NSE,145.61,
2008-06-20,Price,Price on NSE,132.11,
2008-06-27,Price,Price on NSE,123.12,
2008-07-04,Price,Price on NSE,110.06,
2008-07-11,Price,Price on NSE,113.00,
2008-07-18,Price,Price on NSE,110.49,
2008-07-25,Price,Price on NSE,132.40,
2008-08-01,Price,Price on NSE,126.57,
2008-08-08,Price,Price on NSE,126.86,
2008-08-14,Price,Price on NSE,112.83,
2008-08-22,Price,Price on NSE,108.72,
2008-08-29,Price,Price on NSE,108.47,
2008-09-05,Price,Price on NSE,112.74,
2008-09-12,Price,Price on NSE,106.13,
2008-09-19,Price,Price on NSE,96.64,
2008-09-26,Price,Price on NSE,79.69,
2008-10-03,Price,Price on NSE,69.72,
2008-10-10,Price,Price on NSE,42.16,
2008-10-17,Price,Price on NSE,42.31,
2008-10-24,Price,Price on NSE,32.65,
2008-10-31,Price,Price on NSE,37.72,
2008-11-07,Price,Price on NSE,37.26,
2008-11-14,Price,Price on NSE,38.14,
2008-11-21,Price,Price on NSE,31.00,
2008-11-28,Price,Price on NSE,28.82,
2008-12-05,Price,Price on NSE,31.40,
2008-12-12,Price,Price on NSE,36.44,
2008-12-19,Price,Price on NSE,43.21,
2008-12-26,Price,Price on NSE,36.52,
2009-01-02,Price,Price on NSE,41.01,
2009-01-09,Price,Price on NSE,30.57,
2009-01-16,Price,Price on NSE,31.87,
2009-01-23,Price,Price on NSE,28.79,
2009-01-30,Price,Price on NSE,30.00,
2009-02-06,Price,Price on NSE,29.69,
2009-02-13,Price,Price on NSE,31.27,
2009-02-20,Price,Price on NSE,28.02,
2009-02-27,Price,Price on NSE,29.13,
2009-03-06,Price,Price on NSE,24.46,
2009-03-13,Price,Price on NSE,24.50,
2009-03-20,Price,Price on NSE,27.43,
2009-03-27,Price,Price on NSE,30.19,
2009-04-02,Price,Price on NSE,35.24,
2009-04-09,Price,Price on NSE,37.41,
2009-04-17,Price,Price on NSE,38.43,
2009-04-24,Price,Price on NSE,36.47,
2009-04-29,Price,Price on NSE,34.80,
2009-05-08,Price,Price on NSE,40.99,
2009-05-15,Price,Price on NSE,47.21,
2009-05-22,Price,Price on NSE,65.72,
2009-05-29,Price,Price on NSE,69.37,
