date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,103.62,
2005-04-08,Price,Price on NSE,100.64,
2005-04-15,Price,Price on NSE,93.76,
2005-04-22,Price,Price on NSE,97.80,
2005-04-29,Price,Price on NSE,105.64,
2005-05-06,Price,Price on NSE,108.52,
2005-05-13,Price,Price on NSE,113.06,
2005-05-20,Price,Price on NSE,109.36,
2005-05-27,Price,Price on NSE,114.80,
2005-06-04,Price,Price on NSE,115.80,
2005-06-10,Price,Price on NSE,116.58,
2005-06-17,Price,Price on NSE,113.98,
2005-06-24,Price,Price on NSE,125.72,
2005-07-01,Price,Price on NSE,127.76,
2005-07-08,Price,Price on NSE,127.16,
2005-07-15,Price,Price on NSE,132.40,
2005-07-22,Price,Price on NSE,136.34,
2005-07-29,Price,Price on NSE,134.78,
2005-08-05,Price,Price on NSE,136.26,
2005-08-12,Price,Price on NSE,138.06,
2005-08-19,Price,Price on NSE,139.40,
2005-08-26,Price,Price on NSE,139.98,
2005-09-02,Price,Price on NSE,138.94,
2005-09-09,Price,Price on NSE,145.66,
2005-09-16,Price,Price on NSE,145.64,
2005-09-23,Price,Price on NSE,138.58,
2005-09-30,Price,Price on NSE,151.96,
2005-10-07,Price,Price on NSE,146.78,
2005-10-14,Price,Price on NSE,147.74,
2005-10-21,Price,Price on NSE,147.74,
2005-10-28,Price,Price on NSE,139.06,
2005-11-02,Price,Price on NSE,143.72,
2005-11-11,Price,Price on NSE,152.06,
2005-11-18,Price,Price on NSE,157.06,
2005-11-26,Price,Price on NSE,162.34,
2005-12-02,Price,Price on NSE,168.60,
2005-12-09,Price,Price on NSE,170.60,
2005-12-16,Price,Price on NSE,170.18,
2005-12-23,Price,Price on NSE,171.98,
2005-12-30,Price,Price on NSE,179.20,
2006-01-06,Price,Price on NSE,176.34,
2006-01-13,Price,Price on NSE,176.38,
2006-01-20,Price,Price on NSE,175.88,
2006-01-27,Price,Price on NSE,177.30,
2006-02-03,Price,Price on NSE,193.40,
2006-02-10,Price,Price on NSE,224.58,
2006-02-17,Price,Price on NSE,211.76,
2006-02-24,Price,Price on NSE,220.56,
2006-03-03,Price,Price on NSE,220.02,
2006-03-10,Price,Price on NSE,233.74,
2006-03-17,Price,Price on NSE,232.00,
2006-03-24,Price,Price on NSE,250.68,
2006-03-31,Price,Price on NSE,264.90,
2006-04-07,Price,Price on NSE,289.96,
2006-04-13,Price,Price on NSE,260.80,
2006-04-21,Price,Price on NSE,263.80,
2006-04-29,Price,Price on NSE,259.60,
2006-05-05,Price,Price on NSE,275.55,
2006-05-12,Price,Price on NSE,269.80,
2006-05-19,Price,Price on NSE,223.90,
2006-05-26,Price,Price on NSE,235.70,
2006-06-02,Price,Price on NSE,223.00,
2006-06-09,Price,Price on NSE,203.85,
2006-06-16,Price,Price on NSE,210.85,
2006-06-25,Price,Price on NSE,226.70,
2006-06-30,Price,Price on NSE,216.00,
2006-07-07,Price,Price on NSE,210.90,
2006-07-14,Price,Price on NSE,221.95,
2006-07-21,Price,Price on NSE,219.80,
2006-07-28,Price,Price on NSE,232.40,
2006-08-04,Price,Price on NSE,227.75,
2006-08-11,Price,Price on NSE,241.45,
2006-08-18,Price,Price on NSE,249.65,
2006-08-25,Price,Price on NSE,246.75,
