date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,353.75,
2005-04-08,Price,Price on NSE,353.20,
2005-04-15,Price,Price on NSE,370.20,
2005-04-22,Price,Price on NSE,360.55,
2005-04-29,Price,Price on NSE,334.15,
2005-05-06,Price,Price on NSE,364.70,
2005-05-13,Price,Price on NSE,351.10,
2005-05-20,Price,Price on NSE,325.55,
2005-05-27,Price,Price on NSE,329.00,
2005-06-04,Price,Price on NSE,319.85,
2005-06-10,Price,Price on NSE,321.00,
2005-06-17,Price,Price on NSE,319.95,
2005-06-24,Price,Price on NSE,340.55,
2005-07-01,Price,Price on NSE,356.00,
2005-07-08,Price,Price on NSE,365.25,
2005-07-15,Price,Price on NSE,375.85,
2005-07-22,Price,Price on NSE,362.50,
2005-07-29,Price,Price on NSE,381.60,
2005-08-05,Price,Price on NSE,388.30,
2005-08-12,Price,Price on NSE,418.15,
2005-08-19,Price,Price on NSE,417.85,
2005-08-26,Price,Price on NSE,424.45,
2005-09-02,Price,Price on NSE,437.60,
2005-09-09,Price,Price on NSE,432.35,
2005-09-16,Price,Price on NSE,458.75,
2005-09-23,Price,Price on NSE,461.05,
2005-09-30,Price,Price on NSE,466.00,
2005-10-07,Price,Price on NSE,454.70,
2005-10-14,Price,Price on NSE,419.80,
2005-10-21,Price,Price on NSE,415.55,
2005-10-28,Price,Price on NSE,386.45,
2005-11-02,Price,Price on NSE,411.05,
2005-11-11,Price,Price on NSE,447.00,
2005-11-18,Price,Price on NSE,459.80,
2005-11-26,Price,Price on NSE,457.85,
2005-12-02,Price,Price on NSE,448.40,
2005-12-09,Price,Price on NSE,430.00,
2005-12-16,Price,Price on NSE,454.75,
2005-12-23,Price,Price on NSE,433.90,
2005-12-30,Price,Price on NSE,427.45,
2006-01-06,Price,Price on NSE,469.60,
2006-01-13,Price,Price on NSE,501.50,
2006-01-20,Price,Price on NSE,511.05,
2006-01-27,Price,Price on NSE,522.00,
2006-02-03,Price,Price on NSE,537.20,
2006-02-10,Price,Price on NSE,546.55,
2006-02-17,Price,Price on NSE,541.75,
2006-02-24,Price,Price on NSE,549.40,
2006-03-03,Price,Price on NSE,579.55,
2006-03-10,Price,Price on NSE,619.65,
2006-03-17,Price,Price on NSE,631.10,
2006-03-24,Price,Price on NSE,615.50,
2006-03-31,Price,Price on NSE,683.05,
2006-04-07,Price,Price on NSE,716.95,
2006-04-13,Price,Price on NSE,710.85,
2006-04-21,Price,Price on NSE,795.75,
2006-04-29,Price,Price on NSE,854.10,
2006-05-05,Price,Price on NSE,772.10,
2006-05-12,Price,Price on NSE,721.15,
2006-05-19,Price,Price on NSE,687.45,
2006-05-26,Price,Price on NSE,666.25,
2006-06-02,Price,Price on NSE,628.45,
2006-06-09,Price,Price on NSE,592.30,
2006-06-16,Price,Price on NSE,661.05,
2006-06-25,Price,Price on NSE,698.10,
2006-06-30,Price,Price on NSE,747.70,
2006-07-07,Price,Price on NSE,716.60,
2006-07-14,Price,Price on NSE,726.55,
2006-07-21,Price,Price on NSE,629.25,
2006-07-28,Price,Price on NSE,739.65,
2006-08-04,Price,Price on NSE,729.25,
2006-08-11,Price,Price on NSE,752.15,
2006-08-18,Price,Price on NSE,776.65,
2006-08-25,Price,Price on NSE,756.85,
2006-09-01,Price,Price on NSE,777.40,
2006-09-08,Price,Price on NSE,800.65,
2006-09-15,Price,Price on NSE,849.95,
2006-09-22,Price,Price on NSE,867.60,
2006-09-29,Price,Price on NSE,892.75,
2006-10-06,Price,Price on NSE,881.55,
2006-10-13,Price,Price on NSE,905.75,
2006-10-21,Price,Price on NSE,879.60,
2006-10-27,Price,Price on NSE,869.00,
2006-11-03,Price,Price on NSE,898.70,
2006-11-10,Price,Price on NSE,894.00,
2006-11-17,Price,Price on NSE,882.45,
2006-11-24,Price,Price on NSE,879.95,
2006-12-01,Price,Price on NSE,915.95,
2006-12-08,Price,Price on NSE,962.50,
2006-12-15,Price,Price on NSE,1019.70,
2006-12-22,Price,Price on NSE,1033.35,
2006-12-29,Price,Price on NSE,1099.65,
2007-01-05,Price,Price on NSE,1119.05,
2007-01-12,Price,Price on NSE,1073.25,
2007-01-19,Price,Price on NSE,1135.15,
2007-01-25,Price,Price on NSE,1033.40,
2007-02-02,Price,Price on NSE,1091.25,
2007-02-09,Price,Price on NSE,1061.75,
2007-02-15,Price,Price on NSE,966.65,
2007-02-23,Price,Price on NSE,896.40,
2007-03-02,Price,Price on NSE,882.25,
2007-03-09,Price,Price on NSE,779.65,
2007-03-16,Price,Price on NSE,786.70,
2007-03-23,Price,Price on NSE,790.70,
2007-03-30,Price,Price on NSE,772.10,
2007-04-05,Price,Price on NSE,693.40,
2007-04-13,Price,Price on NSE,748.80,
2007-04-20,Price,Price on NSE,841.95,
2007-04-27,Price,Price on NSE,800.35,
2007-05-04,Price,Price on NSE,828.25,
2007-05-11,Price,Price on NSE,800.15,
2007-05-18,Price,Price on NSE,820.75,
2007-05-25,Price,Price on NSE,824.40,
2007-06-01,Price,Price on NSE,835.60,
2007-06-08,Price,Price on NSE,808.95,
2007-06-15,Price,Price on NSE,806.55,
2007-06-22,Price,Price on NSE,821.90,
2007-06-29,Price,Price on NSE,900.40,
2007-07-06,Price,Price on NSE,905.40,
2007-07-13,Price,Price on NSE,927.65,
2007-07-20,Price,Price on NSE,988.50,
2007-07-27,Price,Price on NSE,875.45,
2007-08-03,Price,Price on NSE,910.50,
2007-08-10,Price,Price on NSE,882.70,
2007-08-17,Price,Price on NSE,874.40,
2007-08-24,Price,Price on NSE,876.35,
2007-08-31,Price,Price on NSE,920.35,
2007-09-07,Price,Price on NSE,997.50,
2007-09-14,Price,Price on NSE,974.55,
2007-09-21,Price,Price on NSE,1050.70,
2007-09-28,Price,Price on NSE,1047.30,
2007-10-05,Price,Price on NSE,1085.75,
2007-10-12,Price,Price on NSE,1118.90,
2007-10-19,Price,Price on NSE,1006.15,
2007-10-26,Price,Price on NSE,1011.10,
2007-11-02,Price,Price on NSE,974.60,
2007-11-09,Price,Price on NSE,971.10,
2007-11-16,Price,Price on NSE,1004.45,
2007-11-23,Price,Price on NSE,988.75,
2007-11-30,Price,Price on NSE,984.25,
