date,metric,label,value,delivery
2005-04-01,Price,Price on NSE,52.55,
2005-04-08,Price,Price on NSE,56.10,
2005-04-15,Price,Price on NSE,54.15,
2005-04-22,Price,Price on NSE,52.85,
2005-04-29,Price,Price on NSE,50.75,
2005-05-06,Price,Price on NSE,53.60,
2005-05-13,Price,Price on NSE,56.80,
2005-05-20,Price,Price on NSE,60.50,
2005-05-27,Price,Price on NSE,63.15,
2005-06-04,Price,Price on NSE,66.45,
2005-06-10,Price,Price on NSE,68.05,
2005-06-17,Price,Price on NSE,67.45,
2005-06-24,Price,Price on NSE,69.55,
2005-07-01,Price,Price on NSE,68.45,
2005-07-08,Price,Price on NSE,75.65,
2005-07-15,Price,Price on NSE,71.90,
2005-07-22,Price,Price on NSE,73.10,
2005-07-29,Price,Price on NSE,76.75,
2005-08-05,Price,Price on NSE,81.15,
2005-08-12,Price,Price on NSE,76.85,
2005-08-19,Price,Price on NSE,82.65,
2005-08-26,Price,Price on NSE,77.70,
2005-09-02,Price,Price on NSE,79.80,
2005-09-09,Price,Price on NSE,79.20,
2005-09-16,Price,Price on NSE,78.90,
2005-09-23,Price,Price on NSE,69.40,
2005-09-30,Price,Price on NSE,70.85,
2005-10-07,Price,Price on NSE,69.75,
2005-10-14,Price,Price on NSE,65.20,
2005-10-21,Price,Price on NSE,55.45,
2005-10-28,Price,Price on NSE,50.00,
2005-11-02,Price,Price on NSE,52.75,
2005-11-11,Price,Price on NSE,54.50,
2005-11-18,Price,Price on NSE,58.05,
2005-11-26,Price,Price on NSE,57.20,
2005-12-02,Price,Price on NSE,57.10,
2005-12-09,Price,Price on NSE,57.00,
2005-12-16,Price,Price on NSE,58.10,
2005-12-23,Price,Price on NSE,59.00,
2005-12-30,Price,Price on NSE,58.35,
2006-01-06,Price,Price on NSE,59.05,
2006-01-13,Price,Price on NSE,57.20,
2006-01-20,Price,Price on NSE,54.95,
2006-01-27,Price,Price on NSE,53.65,
2006-02-03,Price,Price on NSE,52.45,
2006-02-10,Price,Price on NSE,52.15,
2006-02-17,Price,Price on NSE,51.00,
2006-02-24,Price,Price on NSE,51.30,
2006-03-03,Price,Price on NSE,48.15,
2006-03-10,Price,Price on NSE,49.00,
2006-03-17,Price,Price on NSE,47.40,
2006-03-24,Price,Price on NSE,43.70,
2006-03-31,Price,Price on NSE,46.80,
2006-04-07,Price,Price on NSE,57.70,
2006-04-13,Price,Price on NSE,51.60,
2006-04-21,Price,Price on NSE,51.70,
2006-04-29,Price,Price on NSE,56.15,
2006-05-05,Price,Price on NSE,59.65,
2006-05-12,Price,Price on NSE,61.65,
2006-05-19,Price,Price on NSE,48.65,
2006-05-26,Price,Price on NSE,50.15,
2006-06-02,Price,Price on NSE,44.75,
2006-06-09,Price,Price on NSE,36.60,
2006-06-16,Price,Price on NSE,30.85,
2006-06-25,Price,Price on NSE,35.25,
2006-06-30,Price,Price on NSE,33.95,
2006-07-07,Price,Price on NSE,32.30,
2006-07-14,Price,Price on NSE,32.90,
2006-07-21,Price,Price on NSE,31.15,
2006-07-28,Price,Price on NSE,34.80,
2006-08-04,Price,Price on NSE,34.00,
2006-08-11,Price,Price on NSE,39.60,
2006-08-18,Price,Price on NSE,47.95,
2006-08-25,Price,Price on NSE,44.05,
2006-09-01,Price,Price on NSE,43.60,
2006-09-08,Price,Price on NSE,46.85,
2006-09-15,Price,Price on NSE,44.30,
2006-09-22,Price,Price on NSE,44.75,
2006-09-29,Price,Price on NSE,50.55,
2006-10-06,Price,Price on NSE,48.60,
2006-10-13,Price,Price on NSE,47.70,
2006-10-21,Price,Price on NSE,46.60,
2006-10-27,Price,Price on NSE,47.10,
2006-11-03,Price,Price on NSE,42.50,
2006-11-10,Price,Price on NSE,48.65,
2006-11-17,Price,Price on NSE,44.75,
2006-11-24,Price,Price on NSE,44.75,
