date,metric,label,value,delivery
2023-08-25,Price,Price on NSE,214.50,
2023-09-01,Price,Price on NSE,245.15,
2023-09-08,Price,Price on NSE,253.20,
2023-09-15,Price,Price on NSE,239.40,
2023-09-22,Price,Price on NSE,227.80,
2023-09-29,Price,Price on NSE,231.20,
2023-10-06,Price,Price on NSE,225.10,
2023-10-13,Price,Price on NSE,224.55,
2023-10-20,Price,Price on NSE,214.20,
2023-10-27,Price,Price on NSE,222.90,
2023-11-03,Price,Price on NSE,219.05,
2023-11-12,Price,Price on NSE,225.55,
2023-11-17,Price,Price on NSE,220.80,
2023-11-24,Price,Price on NSE,226.50,
2023-12-01,Price,Price on NSE,225.50,
2023-12-08,Price,Price on NSE,244.25,
2023-12-15,Price,Price on NSE,237.65,
2023-12-22,Price,Price on NSE,236.75,
2023-12-29,Price,Price on NSE,232.95,
2024-01-05,Price,Price on NSE,243.65,
2024-01-12,Price,Price on NSE,255.05,
2024-01-20,Price,Price on NSE,246.45,
2024-01-25,Price,Price on NSE,239.85,
2024-02-02,Price,Price on NSE,253.80,
2024-02-09,Price,Price on NSE,273.00,
2024-02-16,Price,Price on NSE,271.90,
2024-02-23,Price,Price on NSE,333.95,
2024-03-02,Price,Price on NSE,328.25,
2024-03-07,Price,Price on NSE,333.90,
2024-03-15,Price,Price on NSE,344.75,
2024-03-22,Price,Price on NSE,344.65,
2024-03-28,Price,Price on NSE,353.75,
2024-04-05,Price,Price on NSE,373.20,
2024-04-12,Price,Price on NSE,372.20,
2024-04-19,Price,Price on NSE,370.10,
2024-04-26,Price,Price on NSE,381.75,
2024-05-03,Price,Price on NSE,375.90,
2024-05-10,Price,Price on NSE,347.85,
2024-05-18,Price,Price on NSE,362.20,
2024-05-24,Price,Price on NSE,365.40,
2024-05-31,Price,Price on NSE,344.35,
2024-06-07,Price,Price on NSE,353.15,
2024-06-14,Price,Price on NSE,357.00,
2024-06-21,Price,Price on NSE,360.90,
2024-06-28,Price,Price on NSE,358.15,
2024-07-05,Price,Price on NSE,352.75,
2024-07-12,Price,Price on NSE,350.35,
2024-07-19,Price,Price on NSE,338.75,
2024-07-26,Price,Price on NSE,331.90,
2024-08-02,Price,Price on NSE,326.25,
2024-08-09,Price,Price on NSE,325.60,
2024-08-16,Price,Price on NSE,328.15,
2024-08-23,Price,Price on NSE,327.15,
2024-08-30,Price,Price on NSE,321.70,
2024-09-06,Price,Price on NSE,336.85,
2024-09-13,Price,Price on NSE,351.90,
2024-09-20,Price,Price on NSE,353.90,
2024-09-27,Price,Price on NSE,359.15,
2024-10-04,Price,Price on NSE,338.80,
2024-10-11,Price,Price on NSE,341.50,
2024-10-18,Price,Price on NSE,330.35,
2024-10-25,Price,Price on NSE,311.20,
2024-11-01,Price,Price on NSE,326.20,
2024-11-08,Price,Price on NSE,316.05,
2024-11-14,Price,Price on NSE,318.35,
2024-11-22,Price,Price on NSE,313.80,
2024-11-29,Price,Price on NSE,328.35,
2024-12-06,Price,Price on NSE,338.90,
2024-12-13,Price,Price on NSE,339.75,
2024-12-20,Price,Price on NSE,304.30,
2024-12-27,Price,Price on NSE,304.95,
2025-01-03,Price,Price on NSE,307.45,
2025-01-10,Price,Price on NSE,280.55,
2025-01-17,Price,Price on NSE,279.00,
2025-01-24,Price,Price on NSE,244.45,
2025-02-01,Price,Price on NSE,241.51,
2025-02-07,Price,Price on NSE,249.45,
2025-02-14,Price,Price on NSE,222.29,
2025-02-21,Price,Price on NSE,233.67,
2025-02-28,Price,Price on NSE,207.61,
2025-03-07,Price,Price on NSE,221.81,
2025-03-13,Price,Price on NSE,222.60,
2025-03-21,Price,Price on NSE,229.12,
2025-03-28,Price,Price on NSE,227.51,
2025-04-04,Price,Price on NSE,222.32,
2025-04-11,Price,Price on NSE,230.02,
2025-04-17,Price,Price on NSE,246.47,
2025-04-25,Price,Price on NSE,253.05,
2025-05-02,Price,Price on NSE,258.80,
2025-05-09,Price,Price on NSE,248.35,
2025-05-16,Price,Price on NSE,277.00,
2025-05-23,Price,Price on NSE,281.75,
2025-05-30,Price,Price on NSE,286.65,
2025-06-06,Price,Price on NSE,294.00,
2025-06-13,Price,Price on NSE,294.05,
2025-06-20,Price,Price on NSE,294.25,
2025-06-27,Price,Price on NSE,323.45,
2025-07-04,Price,Price on NSE,324.95,
2025-07-11,Price,Price on NSE,325.80,
2025-07-18,Price,Price on NSE,316.85,
2025-07-25,Price,Price on NSE,311.25,
2025-08-01,Price,Price on NSE,329.50,
2025-08-08,Price,Price on NSE,321.15,
2025-08-14,Price,Price on NSE,327.40,
2025-08-22,Price,Price on NSE,320.60,
2025-08-29,Price,Price on NSE,311.70,
2025-09-05,Price,Price on NSE,309.40,
2025-09-12,Price,Price on NSE,311.20,
2025-09-19,Price,Price on NSE,317.00,
2025-09-26,Price,Price on NSE,295.85,
2025-10-03,Price,Price on NSE,301.70,
2025-10-10,Price,Price on NSE,308.15,
2025-10-17,Price,Price on NSE,309.30,
2025-10-24,Price,Price on NSE,305.95,
2025-10-31,Price,Price on NSE,306.80,
2025-11-07,Price,Price on NSE,299.30,
2025-11-14,Price,Price on NSE,314.90,
2025-11-21,Price,Price on NSE,303.55,
2025-11-28,Price,Price on NSE,306.20,
2025-12-05,Price,Price on NSE,303.75,
2025-12-12,Price,Price on NSE,300.75,
2025-12-19,Price,Price on NSE,296.95,
2025-12-26,Price,Price on NSE,296.95,
2026-01-02,Price,Price on NSE,301.70,
2026-01-09,Price,Price on NSE,287.25,
2026-01-16,Price,Price on NSE,278.80,
2026-01-23,Price,Price on NSE,252.90,
2026-02-01,Price,Price on NSE,242.30,
2026-02-06,Price,Price on NSE,268.10,
2023-08-25,DMA50,50 DMA,244.90,
2023-09-01,DMA50,50 DMA,242.00,
